Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,18,3073,MIN,Minnesota Timberwolves,22.0,NBA,SG,52.0,0.0,7.3,1.0,2.6,0.39,0.1,0.2,0.27,1.0,2.4,0.4,0.4,0.5,0.6,0.81,0.5,0.9,1.3,0.3,0.2,0.1,0.6,1.2,2.6
1991,18,3073,MIN,Minnesota Timberwolves,23.0,NBA,SG,75.0,1.0,11.0,1.6,3.3,0.48,0.0,0.0,0.0,1.6,3.3,0.48,0.48,0.8,1.1,0.69,0.7,1.1,1.8,0.6,0.5,0.3,0.5,1.5,3.9
1992,18,3073,MIN,Minnesota Timberwolves,24.0,NBA,SG,80.0,72.0,31.8,5.8,11.2,0.52,0.1,0.3,0.17,5.7,10.9,0.53,0.52,2.3,2.9,0.8,1.3,1.9,3.2,3.5,0.8,0.3,1.5,3.0,14.0
1993,18,3073,MIN,Minnesota Timberwolves,25.0,NBA,SG,80.0,80.0,38.8,8.1,15.6,0.52,0.0,0.3,0.09,8.1,15.3,0.52,0.52,3.1,3.7,0.84,1.1,2.0,3.1,2.9,1.1,0.3,2.1,3.5,19.3
1994,18,3073,MIN,Minnesota Timberwolves,26.0,NBA,SG,72.0,61.0,30.3,6.0,12.4,0.49,0.0,0.1,0.12,6.0,12.3,0.49,0.49,2.6,3.2,0.81,0.8,2.4,3.2,2.4,0.9,0.3,1.9,3.3,14.7
1995,18,3073,MIN,Minnesota Timberwolves,27.0,NBA,SG,71.0,65.0,32.8,4.9,10.7,0.46,0.2,0.9,0.18,4.8,9.9,0.48,0.47,2.9,3.5,0.84,0.8,2.4,3.2,2.6,0.9,0.3,1.8,3.5,12.9
1996,18,3073,MIN,Minnesota Timberwolves,28.0,NBA,SG,73.0,16.0,22.5,2.4,5.4,0.44,0.0,0.2,0.08,2.4,5.2,0.46,0.45,1.6,2.0,0.79,0.7,1.5,2.2,1.6,0.4,0.2,1.1,3.1,6.4
1997,18,3073,MIN,Minnesota Timberwolves,29.0,NBA,SG,68.0,66.0,28.2,3.3,7.1,0.47,0.2,0.7,0.33,3.1,6.5,0.48,0.48,0.9,1.4,0.68,0.5,1.6,2.2,1.7,0.9,0.4,1.0,3.2,7.8
1998,18,3073,MIN,Minnesota Timberwolves,30.0,NBA,SG,38.0,10.0,18.1,1.7,4.5,0.37,0.0,0.1,0.0,1.7,4.4,0.38,0.37,0.8,1.1,0.72,0.6,1.6,2.2,1.2,0.3,0.1,0.6,2.6,4.1
1999,15,3073,VAN,Vancouver Grizzlies,31.0,NBA,SG,14.0,2.0,21.0,2.2,4.6,0.48,0.0,0.1,0.0,2.2,4.5,0.49,0.48,1.4,1.8,0.76,0.4,1.4,1.8,1.4,1.1,0.5,0.9,2.7,5.8
2001,15,3073,VAN,Vancouver Grizzlies,33.0,NBA,SG,15.0,6.0,11.4,0.7,2.5,0.29,0.0,0.1,0.0,0.7,2.4,0.31,0.29,0.4,0.5,0.86,0.3,0.7,1.0,0.9,0.2,0.3,0.3,1.4,1.9
