Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,1,631,ATL,Atlanta Hawks,Charlie Criss,"November 6, 1948",31.0,NBA,PG,81.0,,1794.0,5.0,11.6,0.43,0.0,0.3,0.06,5.0,11.3,0.44,3.5,4.3,0.81,0.5,1.8,2.3,4.9,1.5,0.1,2.6,2.7,13.5
1981,1,631,ATL,Atlanta Hawks,Charlie Criss,"November 6, 1948",32.0,NBA,PG,66.0,,1708.0,4.6,10.2,0.45,0.0,0.4,0.05,4.6,9.8,0.47,3.9,4.5,0.86,0.5,1.6,2.1,6.0,1.3,0.1,2.8,1.8,13.2
1982,31,631,TOT,Total After Trade,Charlie Criss,"November 6, 1948",33.0,NBA,PG,55.0,20.0,1392.0,5.7,12.9,0.45,0.3,0.7,0.34,5.5,12.1,0.45,3.6,4.1,0.89,0.3,1.8,2.1,4.8,1.1,0.2,2.1,2.5,15.4
1982,1,631,ATL,Atlanta Hawks,Charlie Criss,"November 6, 1948",33.0,NBA,PG,27.0,0.0,552.0,5.5,13.7,0.4,0.1,0.5,0.25,5.3,13.2,0.41,4.2,4.8,0.89,0.4,2.1,2.5,4.9,1.5,0.1,2.0,2.6,15.3
1982,13,631,SDC,San Diego Clippers,Charlie Criss,"November 6, 1948",33.0,NBA,PG,28.0,20.0,840.0,5.9,12.3,0.48,0.3,0.9,0.38,5.6,11.4,0.49,3.3,3.7,0.88,0.3,1.6,1.9,4.8,0.9,0.2,2.2,2.4,15.4
1983,17,631,MIL,Milwaukee Bucks,Charlie Criss,"November 6, 1948",34.0,NBA,PG,66.0,0.0,922.0,6.6,14.6,0.45,0.2,1.2,0.19,6.4,13.4,0.47,2.7,3.0,0.9,0.5,2.5,3.1,5.0,1.1,0.0,1.7,1.7,16.1
1984,31,631,TOT,Total After Trade,Charlie Criss,"November 6, 1948",35.0,NBA,PG,15.0,0.0,215.0,3.3,8.7,0.38,0.2,1.0,0.17,3.2,7.7,0.41,2.0,2.7,0.75,0.8,2.5,3.3,6.4,1.3,0.0,1.7,1.8,8.9
1984,17,631,MIL,Milwaukee Bucks,Charlie Criss,"November 6, 1948",35.0,NBA,PG,6.0,0.0,107.0,3.7,10.1,0.37,0.3,2.0,0.17,3.4,8.1,0.42,2.4,3.7,0.64,0.7,2.4,3.0,5.7,1.7,0.0,1.3,2.4,10.1
1984,1,631,ATL,Atlanta Hawks,Charlie Criss,"November 6, 1948",35.0,NBA,PG,9.0,0.0,108.0,3.0,7.3,0.41,0.0,0.0,,3.0,7.3,0.41,1.7,1.7,1.0,1.0,2.7,3.7,7.0,1.0,0.0,2.0,1.3,7.7
1985,1,631,ATL,Atlanta Hawks,Charlie Criss,"November 6, 1948",36.0,NBA,PG,4.0,2.0,115.0,2.2,5.3,0.41,0.0,0.6,0.0,2.2,4.7,0.47,1.3,1.9,0.67,0.6,3.8,4.4,6.9,0.9,0.0,3.4,1.6,5.6
