PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Sedale Threatt,30.0,82,82.0,3070,509,1041,0.489,20,62,0.32299999999999995,489,979,0.499,0.499,202,243,0.831,43,210,253,593,168,16,182,231,1240
A.C. Green,28.0,82,53.0,2902,382,803,0.47600000000000003,12,56,0.214,370,747,0.495,0.483,340,457,0.7440000000000001,306,456,762,117,91,36,111,141,1116
Byron Scott,30.0,82,82.0,2679,460,1005,0.45799999999999996,54,157,0.344,406,848,0.479,0.485,244,291,0.838,74,236,310,226,105,28,119,140,1218
Sam Perkins,30.0,63,63.0,2332,361,803,0.45,15,69,0.217,346,734,0.47100000000000003,0.45899999999999996,304,372,0.8170000000000001,192,364,556,141,64,62,83,192,1041
James Worthy,30.0,54,54.0,2108,450,1007,0.447,9,43,0.209,441,964,0.457,0.451,166,204,0.8140000000000001,98,207,305,252,76,23,127,89,1075
Elden Campbell,23.0,81,47.0,1876,220,491,0.44799999999999995,0,2,0.0,220,489,0.45,0.44799999999999995,138,223,0.619,155,268,423,59,53,159,73,203,578
Terry Teagle,31.0,82,0.0,1602,364,805,0.452,1,4,0.25,363,801,0.45299999999999996,0.45299999999999996,151,197,0.7659999999999999,91,92,183,113,66,9,114,148,880
Vlade Divac,23.0,36,18.0,979,157,317,0.495,5,19,0.263,152,298,0.51,0.503,86,112,0.768,87,160,247,60,55,35,88,114,405
Tony Smith,23.0,63,0.0,820,113,283,0.39899999999999997,0,11,0.0,113,272,0.415,0.39899999999999997,49,75,0.653,31,45,76,109,39,8,50,91,275
Rory Sparrow,33.0,42,0.0,471,57,143,0.39899999999999997,2,13,0.154,55,130,0.423,0.406,8,13,0.615,3,24,27,79,12,5,31,55,124
Jack Haley,28.0,49,9.0,394,31,84,0.369,0,0,,31,84,0.369,0.369,14,29,0.483,31,64,95,7,7,8,25,75,76
Chucky Brown,23.0,36,2.0,381,55,118,0.466,0,3,0.0,55,115,0.478,0.466,25,41,0.61,29,47,76,23,9,7,27,41,135
Keith Owens,22.0,20,0.0,80,9,32,0.281,0,0,,9,32,0.281,0.281,8,10,0.8,8,7,15,3,5,4,2,11,26
Cliff Robinson,31.0,9,0.0,78,11,27,0.40700000000000003,0,1,0.0,11,26,0.423,0.40700000000000003,7,8,0.875,7,12,19,9,5,0,7,4,29
Demetrius Calip,22.0,7,0.0,58,4,18,0.222,1,5,0.2,3,13,0.231,0.25,2,3,0.667,1,4,5,12,1,0,5,8,11
Team Totals,,82,,19830,3183,6977,0.456,119,445,0.267,3064,6532,0.469,0.465,1744,2278,0.7659999999999999,1156,2196,3352,1803,756,400,1089,1543,8229
