PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Danilo Gallinari,30,6,6,201,7.0,19.9,0.35100000000000003,2.3,7.7,0.302,4.7,12.2,0.382,5.0,5.9,0.848,1.6,5.0,6.6,2.9,1.4,0.2,2.0,2.5,21.3
Patrick Beverley,30,6,6,195,3.7,8.7,0.426,2.4,5.5,0.433,1.3,3.1,0.41200000000000003,1.1,1.5,0.75,1.5,7.4,8.9,5.2,1.1,1.1,1.8,3.9,10.9
Lou Williams,32,6,0,176,9.2,21.3,0.433,1.2,3.7,0.33299999999999996,8.0,17.6,0.45299999999999996,7.0,8.4,0.8290000000000001,1.2,2.3,3.5,9.4,1.0,0.2,3.7,2.9,26.6
Landry Shamet,21,6,6,174,2.7,7.9,0.342,2.1,6.4,0.32299999999999995,0.6,1.4,0.429,2.1,2.1,1.0,0.2,2.3,2.5,2.1,1.2,0.0,1.4,3.1,9.5
Shai Gilgeous-Alexander,20,6,6,173,5.8,12.5,0.467,1.9,3.7,0.5,4.0,8.7,0.452,3.5,4.2,0.85,0.8,2.5,3.3,4.0,1.2,1.0,1.0,3.5,17.1
Montrezl Harrell,25,6,0,158,10.5,14.4,0.73,0.0,0.2,0.0,10.5,14.1,0.742,4.1,5.9,0.6920000000000001,2.7,4.8,7.5,3.0,0.7,0.9,1.8,4.3,25.1
JaMychal Green,28,6,3,141,5.9,11.0,0.535,3.1,5.9,0.522,2.8,5.1,0.55,2.0,2.6,0.8,1.5,6.6,8.2,1.3,1.0,0.0,2.8,5.6,16.9
Garrett Temple,32,6,0,63,1.7,6.3,0.273,0.6,4.0,0.14300000000000002,1.1,2.3,0.5,4.0,5.7,0.7,0.6,3.4,4.0,1.1,1.7,0.6,1.1,4.6,8.0
Wilson Chandler,31,4,0,52,3.5,11.1,0.313,0.7,6.9,0.1,2.8,4.2,0.667,2.8,2.8,1.0,0.0,4.2,4.2,1.4,1.4,0.0,2.1,4.8,10.4
Jerome Robinson,21,5,0,46,3.9,11.0,0.35700000000000004,2.3,4.7,0.5,1.6,6.3,0.25,3.9,3.9,1.0,1.6,3.1,4.7,5.5,1.6,0.0,0.8,3.1,14.1
Ivica Zubac,21,4,3,39,8.3,16.6,0.5,0.0,0.0,,8.3,16.6,0.5,1.8,2.8,0.667,10.2,10.2,20.3,0.9,1.8,1.8,3.7,4.6,18.5
Sindarius Thornwell,24,4,0,12,6.0,18.0,0.33299999999999996,3.0,9.0,0.33299999999999996,3.0,9.0,0.33299999999999996,0.0,0.0,,0.0,12.0,12.0,0.0,3.0,0.0,0.0,6.0,15.0
Tyrone Wallace,24,2,0,11,3.3,13.1,0.25,0.0,0.0,,3.3,13.1,0.25,6.5,9.8,0.667,0.0,3.3,3.3,9.8,0.0,0.0,3.3,6.5,13.1
