PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Draymond Green,28,22,22,851,4.8,9.7,0.498,0.5,2.4,0.228,4.3,7.3,0.5870000000000001,2.2,3.0,0.718,1.7,7.7,9.4,7.9,1.4,1.4,3.5,3.6,12.4
Stephen Curry,30,22,22,846,8.1,18.3,0.441,3.9,10.4,0.377,4.2,8.0,0.524,6.3,6.7,0.943,0.7,4.9,5.6,5.4,1.0,0.2,2.8,2.9,26.4
Klay Thompson,28,21,21,818,7.2,15.8,0.456,3.1,7.0,0.44299999999999995,4.1,8.9,0.465,1.6,1.8,0.902,0.5,3.3,3.8,1.9,1.2,0.7,1.7,2.6,19.1
Andre Iguodala,35,21,15,629,4.7,9.5,0.494,1.6,4.6,0.35,3.1,4.9,0.628,0.8,2.1,0.37799999999999995,1.5,3.7,5.2,4.8,1.4,1.3,1.2,2.5,11.8
Kevin Durant,30,12,12,442,10.2,19.8,0.514,2.9,6.5,0.43799999999999994,7.3,13.3,0.552,8.3,9.2,0.903,0.1,4.7,4.8,4.4,1.1,1.0,3.5,3.1,31.5
Kevon Looney,22,21,1,432,5.3,7.7,0.688,0.0,0.0,,5.3,7.7,0.688,1.7,2.4,0.7240000000000001,3.4,4.4,7.8,1.7,1.0,0.9,1.1,4.2,12.4
Shaun Livingston,33,22,2,322,3.8,8.4,0.45299999999999996,0.0,0.2,0.0,3.8,8.2,0.466,2.3,2.8,0.84,1.2,2.2,3.5,3.5,1.1,0.4,0.9,3.9,10.0
Alfonzo McKinnie,26,22,1,235,4.0,9.0,0.441,1.5,4.9,0.313,2.5,4.1,0.593,0.6,1.5,0.4,2.6,5.1,7.7,0.6,0.3,0.2,0.9,4.9,10.1
Quinn Cook,25,17,0,193,5.2,13.1,0.4,2.1,6.3,0.324,3.2,6.7,0.47200000000000003,0.7,0.7,1.0,0.4,3.0,3.4,2.2,0.6,0.2,1.1,2.4,13.2
Andrew Bogut,34,19,6,179,4.8,7.4,0.649,0.0,0.0,,4.8,7.4,0.649,0.8,1.0,0.8,4.6,10.3,14.9,4.2,1.0,1.2,2.0,7.6,10.5
DeMarcus Cousins,28,8,5,133,5.7,14.3,0.396,0.8,3.2,0.25,4.9,11.1,0.439,4.3,6.8,0.64,2.4,8.1,10.6,5.1,1.4,1.6,5.1,6.5,16.5
Jonas Jerebko,31,16,0,121,3.6,12.5,0.28600000000000003,1.5,5.7,0.263,2.1,6.8,0.304,1.5,1.8,0.833,4.5,5.7,10.1,3.6,0.3,0.6,0.6,2.7,10.1
Jordan Bell,24,15,2,106,5.8,10.5,0.5479999999999999,0.0,0.0,,5.8,10.5,0.5479999999999999,2.4,3.4,0.7,2.4,4.1,6.5,3.7,1.4,2.4,0.7,4.4,13.9
Jacob Evans,21,7,0,18,4.0,10.0,0.4,2.0,4.0,0.5,2.0,6.0,0.33299999999999996,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,10.0
Damian Jones,23,4,1,8,4.5,4.5,1.0,0.0,0.0,,4.5,4.5,1.0,4.5,9.0,0.5,0.0,9.0,9.0,0.0,0.0,0.0,4.5,13.5,13.5
