PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Evan Fournier,26,5,5,175,4.9,14.2,0.348,1.6,7.0,0.235,3.3,7.2,0.457,1.2,1.6,0.75,0.6,2.7,3.3,2.1,1.4,0.0,2.5,2.9,12.8
Aaron Gordon,23,5,5,164,6.4,13.6,0.46799999999999997,1.8,4.4,0.4,4.6,9.2,0.5,2.2,4.2,0.526,2.4,5.5,7.9,4.0,1.3,0.2,2.9,3.5,16.7
Nikola Vučević,28,5,5,147,5.1,14.2,0.36200000000000004,0.7,3.2,0.231,4.4,11.0,0.4,2.7,3.4,0.7859999999999999,2.2,7.6,9.8,3.7,0.5,1.2,3.2,2.9,13.7
Terrence Ross,27,5,0,146,4.9,13.3,0.37,3.0,8.6,0.34299999999999997,2.0,4.7,0.42100000000000004,3.5,4.2,0.8240000000000001,0.2,4.2,4.4,1.7,1.5,0.5,2.5,2.5,16.3
D.J. Augustin,31,5,5,141,5.1,10.5,0.488,2.6,5.4,0.47600000000000003,2.6,5.1,0.5,3.6,4.1,0.875,0.3,1.8,2.0,4.9,0.5,0.3,1.8,1.8,16.3
Jonathan Isaac,21,5,5,137,2.9,10.5,0.275,1.1,5.3,0.2,1.8,5.3,0.35,1.8,2.1,0.875,2.6,5.5,8.1,0.5,0.5,1.3,1.3,2.4,8.7
Khem Birch,26,5,0,92,3.9,7.0,0.556,0.0,0.0,,3.9,7.0,0.556,2.3,2.7,0.857,3.5,8.6,12.1,1.6,0.4,2.0,2.3,3.1,10.2
Michael Carter-Williams,27,5,0,92,4.7,12.1,0.387,0.8,3.1,0.25,3.9,9.0,0.435,2.7,3.1,0.875,0.8,7.0,7.8,4.7,1.2,0.0,3.1,4.7,12.9
Wesley Iwundu,24,5,0,60,3.6,10.8,0.33299999999999996,1.8,5.4,0.33299999999999996,1.8,5.4,0.33299999999999996,5.4,5.4,1.0,0.0,4.2,4.2,2.4,1.8,0.0,1.2,2.4,14.4
Jarell Martin,24,3,0,18,8.0,18.0,0.444,4.0,14.0,0.28600000000000003,4.0,4.0,1.0,0.0,4.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,20.0
Melvin Frazier,22,3,0,15,4.8,12.0,0.4,0.0,0.0,,4.8,12.0,0.4,2.4,4.8,0.5,2.4,7.2,9.6,0.0,2.4,0.0,0.0,0.0,12.0
Jerian Grant,26,3,0,14,5.1,25.7,0.2,0.0,18.0,0.0,5.1,7.7,0.667,2.6,2.6,1.0,0.0,10.3,10.3,7.7,0.0,0.0,2.6,2.6,12.9
