PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Rolando Blackman,26,82,81,34.0,8.3,16.1,0.514,0.0,0.4,0.138,8.2,15.7,0.522,0.515,4.9,5.9,0.836,1.1,2.5,3.5,3.3,1.0,0.3,2.3,1.7,21.5
Mark Aguirre,26,74,73,33.8,9.0,17.9,0.503,0.2,0.8,0.28600000000000003,8.8,17.2,0.513,0.509,4.3,6.1,0.705,2.4,3.6,6.0,4.6,0.8,0.2,3.4,3.1,22.6
Sam Perkins,24,80,79,32.8,5.7,11.4,0.503,0.1,0.4,0.33299999999999996,5.6,11.0,0.51,0.509,3.8,4.7,0.8140000000000001,2.4,6.1,8.6,1.9,0.9,1.2,1.8,2.7,15.4
James Donaldson,28,69,64,32.5,3.1,5.4,0.568,0.0,0.0,,3.1,5.4,0.568,0.568,2.1,2.7,0.799,2.1,7.6,9.6,1.2,0.3,1.6,1.2,2.3,8.3
Derek Harper,24,79,39,27.2,4.9,9.2,0.534,0.2,0.6,0.235,4.8,8.6,0.557,0.542,2.2,2.9,0.747,0.9,1.9,2.9,5.3,1.9,0.3,1.8,2.1,12.2
Jay Vincent,26,80,3,24.9,5.5,11.5,0.48100000000000004,0.0,0.0,0.0,5.5,11.5,0.483,0.48100000000000004,2.8,3.4,0.81,1.3,3.3,4.6,2.3,0.8,0.3,1.8,2.4,13.8
Brad Davis,30,82,43,24.0,3.3,6.1,0.532,0.4,1.1,0.36,2.9,5.0,0.569,0.564,2.4,2.8,0.868,0.3,1.5,1.8,5.7,0.7,0.2,1.3,2.1,9.3
Kurt Nimphius,27,13,4,21.5,2.8,5.5,0.514,0.0,0.1,0.0,2.8,5.5,0.521,0.514,1.3,2.2,0.586,1.8,2.8,4.6,1.1,0.2,0.9,1.0,2.9,7.0
Wallace Bryant,26,9,8,17.1,1.2,3.3,0.36700000000000005,0.0,0.0,,1.2,3.3,0.36700000000000005,0.36700000000000005,0.7,1.2,0.545,1.0,2.7,3.7,1.2,0.3,0.2,0.8,2.9,3.1
Dale Ellis,25,72,1,15.1,2.7,6.5,0.41100000000000003,0.9,2.4,0.364,1.8,4.1,0.43799999999999994,0.478,0.8,1.1,0.72,1.2,1.1,2.3,0.5,0.6,0.1,0.5,1.1,7.1
Detlef Schrempf,23,64,12,15.1,2.2,4.9,0.451,0.0,0.1,0.429,2.2,4.8,0.451,0.456,1.7,2.4,0.7240000000000001,1.1,2.0,3.1,1.4,0.4,0.2,1.3,2.6,6.2
Bill Wennington,22,56,3,10.0,1.3,2.7,0.47100000000000003,0.0,0.1,0.0,1.3,2.7,0.483,0.47100000000000003,0.8,1.1,0.726,0.6,1.8,2.4,0.4,0.2,0.4,0.4,1.5,3.4
Uwe Blab,23,48,0,8.5,0.9,2.0,0.46799999999999997,0.0,0.0,,0.9,2.0,0.46799999999999997,0.46799999999999997,0.8,1.4,0.537,0.5,1.4,1.9,0.4,0.1,0.3,0.6,1.4,2.6
Harold Keeling,22,20,0,3.8,0.9,2.0,0.436,0.0,0.0,,0.9,2.0,0.436,0.436,0.5,0.7,0.7140000000000001,0.2,0.2,0.3,0.5,0.4,0.0,0.4,0.5,2.2
