PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Adrian Dantley,30,76,75,36.1,10.8,19.1,0.563,0.0,0.1,0.091,10.8,19.0,0.5670000000000001,0.563,8.3,10.5,0.7909999999999999,2.3,2.9,5.2,3.5,0.8,0.1,3.0,2.7,29.8
Mark Eaton,29,80,80,31.9,3.5,7.4,0.47,0.0,0.0,,3.5,7.4,0.47,0.47,1.5,2.5,0.604,2.2,6.3,8.4,1.3,0.4,4.6,2.0,3.5,8.5
Karl Malone,22,81,76,30.6,6.2,12.5,0.496,0.0,0.0,0.0,6.2,12.5,0.49700000000000005,0.496,2.4,5.0,0.48100000000000004,2.1,6.7,8.9,2.9,1.3,0.5,3.4,3.6,14.9
Thurl Bailey,24,82,13,28.8,5.9,13.1,0.44799999999999995,0.0,0.1,0.0,5.9,13.0,0.451,0.44799999999999995,2.8,3.4,0.83,1.8,4.2,6.0,1.9,0.5,1.4,1.8,2.0,14.6
Rickey Green,31,80,44,25.2,4.5,9.5,0.47100000000000003,0.1,0.4,0.172,4.4,9.1,0.483,0.474,2.7,3.1,0.852,0.4,1.3,1.7,5.1,1.3,0.1,1.7,1.6,11.7
Bob Hansen,25,82,82,24.8,3.6,7.7,0.47600000000000003,0.2,0.6,0.34,3.4,7.0,0.488,0.49,1.2,1.6,0.72,1.0,2.0,3.0,2.4,0.9,0.1,1.5,2.5,8.7
John Stockton,23,82,38,23.6,2.8,5.7,0.489,0.0,0.2,0.133,2.8,5.5,0.501,0.491,2.1,2.5,0.8390000000000001,0.4,1.8,2.2,7.4,1.9,0.1,2.0,2.8,7.7
Carey Scurry,23,78,0,15.0,1.8,3.9,0.47200000000000003,0.0,0.1,0.091,1.8,3.7,0.486,0.473,1.0,1.6,0.619,1.2,1.9,3.1,1.1,1.0,0.8,1.2,2.2,4.7
Marc Iavaroni,29,26,2,13.3,1.4,3.1,0.444,0.0,0.0,,1.4,3.1,0.444,0.444,1.3,1.8,0.688,0.8,2.2,3.0,1.1,0.4,0.1,0.8,2.1,4.0
Jeff Wilkins,30,48,0,12.6,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,0.6,1.0,0.638,0.8,2.2,3.0,0.6,0.1,0.2,0.7,1.8,4.6
Pace Mannion,25,57,0,11.8,1.7,3.8,0.45299999999999996,0.1,0.7,0.19,1.6,3.0,0.517,0.47200000000000003,0.9,1.4,0.6459999999999999,0.5,1.0,1.4,1.0,0.6,0.1,0.7,1.2,4.5
Jeff Cook,29,2,0,8.5,1.5,3.0,0.5,0.0,0.0,,1.5,3.0,0.5,0.5,0.5,0.5,1.0,1.0,1.5,2.5,0.0,0.0,0.0,1.5,0.5,3.5
Fred Roberts,25,58,0,8.1,1.3,2.9,0.44299999999999995,0.0,0.0,0.5,1.3,2.8,0.442,0.446,1.2,1.5,0.77,0.5,0.8,1.4,0.5,0.1,0.1,0.9,1.2,3.7
Steve Hayes,30,58,0,6.8,0.7,1.5,0.44799999999999995,0.0,0.0,,0.7,1.5,0.44799999999999995,0.44799999999999995,0.2,0.6,0.306,0.6,0.8,1.3,0.1,0.1,0.3,0.3,1.4,1.5
