PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Isiah Thomas,24,77,77,36.2,7.9,16.2,0.488,0.3,1.1,0.31,7.6,15.1,0.501,0.498,4.7,6.0,0.79,1.1,2.5,3.6,10.8,2.2,0.3,3.8,3.2,20.9
Bill Laimbeer,28,82,82,35.3,6.6,13.5,0.49200000000000005,0.0,0.2,0.28600000000000003,6.6,13.3,0.495,0.494,3.2,3.9,0.8340000000000001,3.7,9.4,13.1,1.8,0.7,0.8,1.6,3.5,16.6
Kelly Tripucka,26,81,81,32.4,7.6,15.3,0.498,0.1,0.3,0.48,7.4,15.0,0.498,0.502,4.7,5.5,0.856,1.4,2.9,4.3,3.3,1.1,0.1,2.3,2.1,20.0
Earl Cureton,28,80,19,25.2,3.6,7.1,0.505,0.0,0.0,0.0,3.6,7.0,0.507,0.505,1.5,2.6,0.555,2.5,3.8,6.3,1.7,0.7,0.7,1.9,3.0,8.6
Vinnie Johnson,29,79,12,25.0,5.9,12.6,0.467,0.0,0.2,0.154,5.9,12.4,0.47100000000000003,0.46799999999999997,2.1,2.7,0.7709999999999999,1.5,1.4,2.9,3.4,1.0,0.3,1.1,2.3,13.9
Joe Dumars,22,82,45,23.9,3.5,7.3,0.48100000000000004,0.1,0.2,0.313,3.4,7.1,0.485,0.485,2.3,2.9,0.7979999999999999,0.7,0.7,1.5,4.8,0.8,0.1,1.9,2.4,9.4
John Long,29,62,30,19.0,4.3,8.8,0.48200000000000004,0.0,0.3,0.188,4.2,8.6,0.491,0.484,1.4,1.7,0.856,0.8,0.8,1.6,1.3,0.7,0.2,1.0,1.5,10.0
Kent Benson,31,72,51,18.7,2.8,5.8,0.484,0.0,0.0,0.5,2.8,5.7,0.484,0.486,0.9,1.2,0.795,1.6,3.6,5.2,1.1,0.8,0.7,0.8,2.7,6.5
Rick Mahorn,27,80,12,18.0,2.0,4.3,0.455,0.0,0.0,0.0,2.0,4.3,0.456,0.455,1.0,1.5,0.6809999999999999,1.5,3.6,5.2,0.8,0.5,0.8,1.4,3.3,4.9
Tony Campbell,23,82,1,15.8,3.6,7.4,0.484,0.0,0.1,0.222,3.6,7.3,0.48700000000000004,0.485,0.7,0.9,0.795,1.0,1.9,2.9,0.5,0.8,0.1,1.0,2.0,7.9
Mike Gibson,25,32,0,5.0,0.6,1.6,0.392,0.0,0.0,,0.6,1.6,0.392,0.392,0.3,0.3,0.727,0.5,0.8,1.3,0.2,0.3,0.1,0.2,1.1,1.5
Chuck Nevitt,26,25,0,4.0,0.5,1.3,0.375,0.0,0.0,,0.5,1.3,0.375,0.375,0.6,0.8,0.75,0.4,0.6,1.0,0.2,0.1,0.7,0.3,1.2,1.6
Walker Russell,25,1,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ron Crevier,27,2,0,1.5,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0
