Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,24.0,NBA,C,10,10,375,8.5,16.0,0.53,0.0,0.0,,8.5,16.0,0.53,6.2,9.2,0.68,3.5,8.1,11.5,2.2,1.1,3.8,2.3,3.4,23.3
1991,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,25.0,NBA,C,4,4,166,7.6,11.1,0.69,0.0,0.2,0.0,7.6,10.8,0.7,7.2,8.2,0.87,2.4,9.3,11.7,1.7,1.3,3.3,3.3,2.4,22.3
1993,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,27.0,NBA,C,10,10,421,6.8,14.5,0.46,0.0,0.1,0.0,6.8,14.5,0.47,6.2,9.4,0.66,2.5,8.3,10.8,3.4,0.9,3.1,2.1,3.3,19.8
1994,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,28.0,NBA,C,4,4,146,7.4,18.0,0.41,0.0,0.2,0.0,7.4,17.8,0.42,4.9,6.7,0.74,3.2,6.7,9.9,3.5,0.7,2.5,2.2,3.5,19.7
1995,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,29.0,NBA,C,15,15,623,7.5,16.7,0.45,0.1,0.3,0.2,7.4,16.4,0.45,7.0,8.6,0.81,3.3,7.2,10.5,2.7,1.3,2.3,3.2,3.6,22.0
1996,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,30.0,NBA,C,10,10,353,8.5,16.4,0.52,0.0,0.0,,8.5,16.4,0.52,7.1,10.7,0.67,3.8,6.5,10.3,2.4,1.5,2.5,2.4,3.9,24.1
1998,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,32.0,NBA,C,9,9,353,5.8,13.7,0.42,0.0,0.0,,5.8,13.7,0.42,6.2,9.8,0.64,4.2,8.8,13.0,2.3,1.1,3.1,2.5,2.9,17.8
1999,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,33.0,NBA,C,17,17,600,5.2,10.8,0.48,0.0,0.0,,5.2,10.8,0.48,5.5,7.6,0.72,2.2,7.9,10.1,2.6,1.7,2.4,2.4,3.7,15.9
2000,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,34.0,NBA,C,4,4,155,7.2,19.3,0.37,0.0,0.2,0.0,7.2,19.0,0.38,7.4,9.8,0.76,3.9,8.8,12.8,2.3,1.6,2.8,1.9,3.5,21.8
2001,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,35.0,NBA,C,13,13,409,6.6,14.0,0.47,0.0,0.1,0.0,6.6,13.9,0.48,5.8,8.4,0.7,3.4,10.0,13.5,1.9,1.5,2.7,2.5,3.7,19.0
2002,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,36.0,NBA,C,4,4,81,4.0,8.4,0.47,0.0,0.0,,4.0,8.4,0.47,0.0,1.8,0.0,2.7,7.6,10.2,2.2,1.3,1.3,0.9,6.2,8.0
2003,27,2478,SAS,San Antonio Spurs,David Robinson,1965-08-06,37.0,NBA,C,23,23,539,4.3,7.9,0.54,0.0,0.0,,4.3,7.9,0.54,3.5,5.2,0.67,3.0,7.1,10.2,1.4,1.2,2.1,1.6,4.2,12.0
