PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Mitch Richmond,30,81,2946,19.2,0.591,0.376,0.359,2.1,8.5,5.3,15.9,2.2,0.5,12.2,26.9,,7.2,2.1,9.3,0.151,,3.9,-0.4,3.5,4.1
Tyus Edney,22,80,2481,12.7,0.505,0.195,0.341,2.9,6.5,4.7,31.5,1.8,0.1,18.4,18.5,,2.0,1.2,3.3,0.064,,-0.5,-1.3,-1.8,0.1
Olden Polynice,31,81,2441,15.8,0.5429999999999999,0.004,0.248,12.1,24.1,18.1,4.1,1.1,2.0,12.3,18.6,,2.5,2.8,5.3,0.105,,-0.4,-1.3,-1.7,0.2
Brian Grant,23,78,2398,15.8,0.56,0.02,0.425,8.4,17.9,13.2,9.2,0.9,3.2,15.6,21.7,,2.4,2.3,4.7,0.094,,-0.6,-0.3,-0.9,0.6
Michael Smith,23,65,1384,14.2,0.565,0.004,0.7440000000000001,11.9,20.6,16.3,12.3,1.7,2.5,18.6,12.3,,1.4,1.7,3.1,0.10800000000000001,,-0.4,1.2,0.8,1.0
Walt Williams,25,45,1381,16.2,0.534,0.315,0.319,5.2,12.2,8.7,20.5,2.0,2.3,14.3,22.9,,1.6,1.3,2.9,0.10099999999999999,,1.5,0.3,1.9,1.3
Bobby Hurley,24,72,1059,6.5,0.41100000000000003,0.33,0.37,1.3,6.9,4.1,29.5,1.4,0.2,24.3,14.7,,-0.7,0.4,-0.3,-0.013000000000000001,,-4.1,-1.8,-5.9,-1.0
Duane Causwell,27,73,1044,9.9,0.484,0.005,0.444,9.5,18.0,13.7,2.9,1.3,5.6,17.0,13.1,,0.0,1.3,1.3,0.059000000000000004,,-4.4,1.2,-3.2,-0.3
Duane Causwell,31,53,1039,16.7,0.599,0.40399999999999997,0.514,2.2,6.4,4.3,19.5,2.6,0.3,16.8,24.2,,1.9,0.7,2.6,0.12,,1.6,-0.3,1.3,0.9
Tyrone Corbin,33,49,930,13.3,0.521,0.046,0.355,6.8,15.5,11.1,10.5,2.6,1.4,14.3,16.5,,0.7,1.1,1.8,0.092,,-1.3,0.9,-0.4,0.4
Lionel Simmons,27,54,810,11.6,0.49200000000000005,0.235,0.34600000000000003,5.8,14.9,10.4,15.9,2.0,1.9,16.9,16.3,,0.2,0.8,1.1,0.062,,-1.1,0.8,-0.3,0.3
Corliss Williamson,22,53,609,8.5,0.48700000000000004,0.011000000000000001,0.313,10.6,11.1,10.8,6.9,0.9,1.1,19.9,27.5,,-1.1,0.3,-0.8,-0.062,,-6.3,-2.9,-9.3,-1.1
Billy Owens,26,22,594,12.8,0.47200000000000003,0.06,0.35,9.5,14.9,12.2,19.3,1.6,2.0,18.1,20.8,,-0.1,0.6,0.4,0.035,,-1.0,0.1,-0.9,0.2
Kevin Gamble,30,21,292,6.9,0.469,0.28,0.122,2.8,8.0,5.4,9.8,0.7,0.8,11.3,14.7,,0.0,0.1,0.1,0.011000000000000001,,-3.1,-1.2,-4.4,-0.2
Byron Houston,26,25,276,13.1,0.57,0.047,0.406,13.0,22.3,17.6,4.0,2.4,1.9,18.4,14.7,,0.3,0.4,0.7,0.11699999999999999,,-3.1,0.4,-2.8,-0.1
Clint McDaniel,23,12,71,15.6,0.499,0.261,0.696,4.9,11.5,8.2,15.4,3.6,0.0,6.2,19.8,,0.1,0.1,0.2,0.151,,-0.5,2.2,1.7,0.1
