SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1988,2,BOS,Larry Bird,31,17,763,20.2,0.54,0.1,0.33,4.7,19.0,11.9,26.1,2.5,1.1,11.2,25.9,,1.2,1.2,2.4,0.15,,5.2,1.5,6.7,1.7
1988,2,BOS,Kevin McHale,30,17,716,21.8,0.67,0.0,0.52,9.4,13.6,11.5,10.1,0.5,2.6,10.8,22.8,,2.5,0.8,3.3,0.22,,5.5,0.6,6.1,1.5
1988,2,BOS,Dennis Johnson,33,17,702,14.9,0.53,0.08,0.49,2.6,10.6,6.7,30.6,1.8,0.7,15.0,19.3,,0.8,0.8,1.6,0.11,,1.9,0.9,2.8,0.8
1988,2,BOS,Danny Ainge,28,17,670,8.6,0.49,0.32,0.23,2.8,6.8,4.8,24.3,0.7,0.1,16.8,16.4,,0.0,0.5,0.5,0.04,,-0.6,-1.6,-2.1,0.0
1988,2,BOS,Robert Parish,34,17,626,15.0,0.58,0.0,0.32,10.0,22.4,16.3,5.4,0.9,1.9,15.0,18.2,,0.5,0.9,1.4,0.11,,1.4,-0.4,1.0,0.5
1988,2,BOS,Jim Paxson,30,15,188,2.2,0.37,0.03,0.34,0.7,5.1,2.9,8.5,1.7,0.7,15.0,19.2,,-0.5,0.2,-0.3,-0.09,,-6.9,-1.9,-8.8,-0.3
1988,2,BOS,Mark Acres,25,17,158,6.2,0.55,0.0,0.69,10.9,16.7,13.8,1.8,0.3,0.4,15.0,11.4,,0.1,0.2,0.2,0.07,,-4.1,-1.0,-5.1,-0.1
1988,2,BOS,Fred Roberts,27,15,100,7.1,0.56,0.0,0.52,9.8,9.6,9.7,4.5,1.6,0.0,18.8,14.4,,0.0,0.1,0.1,0.06,,-3.3,-0.3,-3.6,0.0
1988,2,BOS,Artis Gilmore,38,14,86,5.3,0.53,0.0,1.75,5.7,22.3,14.1,1.6,0.0,2.9,22.0,9.5,,0.0,0.1,0.1,0.04,,-4.1,0.6,-3.5,0.0
1988,2,BOS,Reggie Lewis,22,12,70,12.9,0.4,0.03,0.15,15.8,12.0,13.9,9.7,2.2,1.8,0.0,23.4,,0.0,0.1,0.1,0.07,,-1.2,-0.8,-2.1,0.0
1988,2,BOS,Dirk Minniefield,27,11,50,2.5,0.54,0.29,0.14,2.5,2.4,2.4,33.5,2.1,0.0,40.2,22.5,,-0.2,0.0,-0.1,-0.11,,-6.4,-1.5,-7.9,-0.1
1988,2,BOS,Brad Lohaus,23,9,26,19.2,0.73,0.18,0.0,4.7,13.8,9.3,0.0,0.0,2.4,8.3,20.9,,0.1,0.0,0.1,0.15,,2.4,1.3,3.7,0.0
