PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Terry Cummings,26,5,193,22.6,0.595,0.0,0.494,6.9,16.6,11.6,11.8,2.3,1.0,10.0,26.2,,0.5,0.2,0.7,0.163,,3.6,1.3,4.9,0.3
Jack Sikma,32,5,190,16.7,0.5329999999999999,0.039,0.395,14.0,23.8,18.7,10.6,0.5,1.3,14.4,23.1,,0.2,0.1,0.4,0.091,,0.9,-1.2,-0.3,0.1
Paul Pressey,29,5,178,13.0,0.5539999999999999,0.06,0.6,3.7,8.7,6.1,26.5,1.1,1.0,20.2,18.7,,0.2,0.1,0.2,0.057999999999999996,,-0.2,-0.3,-0.5,0.1
Sidney Moncrief,30,5,173,15.5,0.606,0.02,0.54,3.8,8.9,6.3,21.8,0.9,0.4,15.1,17.7,,0.4,0.0,0.4,0.122,,1.6,0.1,1.7,0.2
Larry Krystkowiak,23,5,163,10.7,0.569,0.0,0.621,8.8,15.3,11.9,5.7,1.2,0.0,11.9,10.8,,0.2,0.1,0.3,0.094,,-1.0,-0.3,-1.4,0.0
Ricky Pierce,28,5,105,16.2,0.518,0.094,0.17,6.3,9.1,7.6,14.5,0.5,1.2,6.6,24.4,,0.2,0.0,0.2,0.09,,1.9,-1.3,0.6,0.1
John Lucas,34,5,80,15.0,0.46799999999999997,0.48100000000000004,0.33299999999999996,6.9,4.5,5.7,33.7,3.1,0.0,16.2,19.4,,0.1,0.0,0.1,0.061,,2.4,0.1,2.5,0.1
Randy Breuer,27,4,47,13.0,0.51,0.0,0.375,4.7,25.3,14.6,3.3,1.1,2.6,5.1,17.6,,0.0,0.0,0.1,0.057999999999999996,,-1.6,0.4,-1.2,0.0
Paul Mokeski,31,4,40,12.3,0.42100000000000004,0.0,0.429,13.8,11.9,12.9,0.0,3.8,3.1,10.7,19.6,,0.0,0.0,0.0,0.031,,-3.3,-0.9,-4.2,0.0
Jay Humphries,25,2,18,-9.5,0.0,0.0,0.0,6.1,13.2,9.5,6.7,2.8,0.0,16.7,14.0,,-0.1,0.0,-0.1,-0.24,,-17.5,-1.1,-18.6,-0.1
Jerry Reynolds,25,3,12,18.2,0.667,0.0,0.0,0.0,9.9,4.8,16.8,0.0,0.0,14.3,24.5,,0.0,0.0,0.0,0.064,,1.4,-1.6,-0.2,0.0
John Stroeder,29,1,1,122.4,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,,0.1,0.0,0.1,2.546,,84.3,14.3,98.6,0.0
