PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Isiah Thomas,26,23,911,20.7,0.519,0.105,0.36,3.3,10.3,6.8,37.7,3.8,0.6,14.9,28.0,,0.9,2.1,3.0,0.159,,4.2,3.3,7.5,2.2
Adrian Dantley,32,23,804,17.8,0.602,0.006999999999999999,0.61,5.4,10.1,7.8,9.6,1.2,0.1,12.1,23.4,,1.7,1.3,3.0,0.18,,2.8,0.5,3.4,1.1
Joe Dumars,24,23,804,11.7,0.517,0.024,0.255,2.6,4.6,3.6,21.6,0.9,0.2,12.7,17.5,,0.7,1.1,1.7,0.102,,0.0,0.1,0.1,0.4
Bill Laimbeer,30,23,779,14.0,0.506,0.068,0.18,6.5,26.5,16.5,8.8,1.2,1.6,10.0,17.2,,0.5,1.8,2.3,0.14,,0.2,2.0,2.2,0.8
John Salley,23,23,623,13.4,0.599,0.01,0.6629999999999999,12.0,16.9,14.5,4.8,1.3,3.9,14.6,11.3,,0.9,1.4,2.3,0.177,,0.1,2.7,2.7,0.7
Vinnie Johnson,31,23,477,14.3,0.452,0.028999999999999998,0.209,8.6,9.7,9.2,15.7,1.9,0.6,7.4,26.4,,0.0,0.9,0.8,0.085,,-0.2,0.6,0.4,0.3
Dennis Rodman,26,23,474,12.2,0.513,0.015,0.397,12.6,20.8,16.7,7.0,1.6,1.9,16.3,18.0,,-0.1,1.1,1.0,0.10300000000000001,,-2.1,1.2,-0.9,0.1
Rick Mahorn,29,23,409,4.4,0.381,0.0,0.21100000000000002,5.4,19.9,12.7,4.5,0.6,1.6,14.0,12.5,,-0.5,0.8,0.3,0.034,,-5.3,0.4,-4.9,-0.3
James Edwards,32,22,308,14.3,0.5429999999999999,0.009000000000000001,0.373,8.7,16.9,12.9,5.9,0.3,2.1,7.2,20.0,,0.5,0.6,1.0,0.16,,-0.8,1.4,0.6,0.2
Ralph Lewis,24,10,17,12.2,0.33299999999999996,0.16699999999999998,0.0,20.6,34.1,27.4,8.8,0.0,0.0,0.0,15.8,,0.0,0.0,0.0,0.11199999999999999,,-1.6,0.1,-1.4,0.0
Walker Russell,27,7,10,15.8,0.51,0.0,0.4,0.0,0.0,0.0,17.1,5.3,0.0,14.5,30.8,,0.0,0.0,0.0,0.095,,-2.1,4.2,2.1,0.0
Chuck Nevitt,28,3,4,15.6,0.5,0.0,0.0,58.5,29.0,43.7,0.0,0.0,0.0,33.3,33.5,,0.0,0.0,0.0,-0.044000000000000004,,-5.8,-6.8,-12.6,0.0
