PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Clyde Drexler,25,4,170,15.5,0.45899999999999996,0.07200000000000001,0.349,6.7,12.1,9.0,18.5,3.3,0.8,11.1,24.6,,0.0,0.3,0.3,0.08900000000000001,,3.0,0.5,3.5,0.2
Kevin Duckworth,23,4,151,13.8,0.537,0.013999999999999999,0.32899999999999996,12.7,20.5,16.0,7.4,0.3,0.9,20.8,26.0,,-0.1,0.2,0.1,0.027000000000000003,,0.0,-2.3,-2.3,0.0
Terry Porter,24,4,149,16.6,0.589,0.057999999999999996,0.25,2.6,8.6,5.2,28.5,3.2,0.0,18.4,18.4,,0.2,0.2,0.4,0.13,,2.5,1.1,3.6,0.2
Jerome Kersey,25,4,127,21.5,0.532,0.015,0.32299999999999995,12.8,13.2,13.0,11.8,2.6,2.2,6.3,24.2,,0.3,0.2,0.5,0.198,,5.4,1.2,6.6,0.3
Caldwell Jones,37,4,98,4.9,0.385,0.0,0.125,3.9,17.1,9.5,1.3,1.0,5.6,10.6,7.5,,-0.1,0.2,0.1,0.054000000000000006,,-4.7,1.3,-3.5,0.0
Kiki Vandeweghe,29,4,72,6.7,0.353,0.125,0.225,4.0,17.9,9.9,13.9,0.7,0.0,6.4,25.3,,-0.1,0.1,0.0,-0.028999999999999998,,-2.8,-3.2,-6.0,-0.1
Richard Anderson,27,3,63,15.5,0.621,0.583,0.16699999999999998,7.6,16.4,11.3,2.3,1.5,1.1,7.2,17.1,,0.2,0.1,0.3,0.195,,4.0,0.8,4.8,0.1
Maurice Lucas,35,4,63,5.6,0.33899999999999997,0.0,0.308,13.6,32.7,21.8,10.0,0.8,0.0,25.3,12.2,,-0.1,0.1,0.0,-0.013000000000000001,,-4.4,-1.2,-5.6,-0.1
Michael Holton,26,4,34,3.7,0.231,0.077,0.0,2.8,15.2,8.1,23.0,2.8,0.0,7.1,16.0,,-0.1,0.1,0.0,-0.043,,-6.0,0.2,-5.7,0.0
Jerry Sichting,31,4,31,5.3,0.28600000000000003,0.0,0.0,3.1,4.2,3.5,20.4,1.5,0.0,0.0,8.8,,0.0,0.0,0.0,0.046,,-3.3,-0.1,-3.4,0.0
Charles Jones,26,2,2,-7.9,0.0,0.0,0.0,0.0,64.4,27.4,0.0,0.0,0.0,0.0,19.4,,0.0,0.0,0.0,-0.32,,-12.8,-6.3,-19.1,0.0
