PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Mark Price,23,5,205,21.2,0.6729999999999999,0.179,0.373,1.8,7.8,5.0,28.6,0.8,0.0,9.3,18.7,,0.8,0.1,1.0,0.225,,5.6,0.3,5.9,0.4
Brad Daugherty,22,5,204,12.8,0.515,0.0,0.49200000000000005,5.9,18.7,12.7,11.3,0.5,1.9,17.3,20.2,,-0.1,0.2,0.2,0.042,,-0.1,-0.3,-0.4,0.1
Larry Nance,28,5,200,15.8,0.584,0.0,0.281,6.0,13.8,10.2,13.6,0.5,3.0,16.3,19.1,,0.2,0.2,0.4,0.1,,1.4,1.4,2.9,0.2
Ron Harper,24,4,134,18.4,0.507,0.032,0.254,3.6,12.7,8.4,18.4,4.2,1.6,13.6,26.9,,0.0,0.2,0.2,0.069,,1.2,3.5,4.6,0.2
Mike Sanders,27,5,134,13.5,0.5670000000000001,0.019,0.192,9.9,11.1,10.5,8.4,1.2,0.8,16.3,22.4,,0.1,0.1,0.2,0.065,,-1.1,-0.2,-1.3,0.0
Hot Rod Williams,25,5,133,13.6,0.503,0.0,0.325,11.8,12.8,12.3,4.4,1.2,2.9,8.0,16.6,,0.1,0.2,0.2,0.08800000000000001,,-0.1,-0.1,-0.1,0.1
Craig Ehlo,26,5,128,9.0,0.46799999999999997,0.2,0.4,2.8,12.4,7.9,19.0,2.0,0.0,20.3,20.5,,-0.2,0.1,0.0,-0.016,,-3.2,0.5,-2.7,0.0
Chris Dudley,22,4,24,10.1,0.512,0.0,0.5,20.1,8.8,14.1,11.1,0.0,0.0,17.0,10.9,,0.0,0.0,0.0,0.087,,0.1,-1.0,-1.0,0.0
Phil Hubbard,31,3,21,-5.3,0.155,0.0,0.16699999999999998,5.7,10.1,8.1,0.0,0.0,0.0,13.4,15.8,,-0.1,0.0,-0.1,-0.23,,-9.2,-5.8,-14.9,-0.1
Dell Curry,23,2,17,5.3,0.25,0.25,0.0,7.1,0.0,3.3,15.2,0.0,3.2,0.0,10.5,,0.0,0.0,0.0,-0.022000000000000002,,-1.1,-1.4,-2.5,0.0
