PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Magic Johnson,28,24,965,22.9,0.6,0.043,0.47100000000000003,4.1,11.5,8.0,46.5,1.8,0.2,17.3,22.1,,3.2,0.8,4.0,0.198,,6.3,0.6,6.9,2.2
Byron Scott,26,24,897,16.5,0.583,0.154,0.29100000000000004,3.6,9.4,6.6,10.3,2.0,0.3,10.5,22.3,,1.6,0.7,2.3,0.125,,1.9,0.0,1.9,0.9
James Worthy,26,24,896,20.3,0.5670000000000001,0.023,0.32799999999999996,7.3,10.9,9.2,19.0,1.9,1.3,11.0,24.9,,1.9,0.8,2.8,0.14800000000000002,,3.7,0.5,4.3,1.4
A.C. Green,24,24,726,13.3,0.594,0.0,0.43200000000000005,9.7,18.4,14.2,3.8,0.8,1.0,11.4,13.9,,1.1,0.7,1.8,0.121,,0.2,-0.6,-0.4,0.3
Kareem Abdul-Jabbar,40,24,718,13.8,0.504,0.006999999999999999,0.23399999999999999,8.4,12.9,10.8,7.7,1.1,3.1,12.1,23.6,,0.1,0.7,0.8,0.054000000000000006,,-1.4,-0.6,-2.0,0.0
Mychal Thompson,33,24,615,13.8,0.531,0.0,0.325,12.6,19.7,16.3,2.8,1.4,2.1,13.1,18.2,,0.3,0.8,1.1,0.086,,-1.1,-0.9,-2.0,0.0
Michael Cooper,31,24,588,10.2,0.535,0.473,0.20600000000000002,3.1,8.3,5.8,14.8,1.7,0.9,12.8,12.4,,0.6,0.4,1.0,0.081,,-0.3,0.7,0.4,0.4
Kurt Rambis,29,19,186,12.3,0.642,0.0,0.382,8.6,23.2,16.2,6.6,1.4,0.6,16.8,11.4,,0.3,0.2,0.5,0.126,,-1.2,0.8,-0.4,0.1
Tony Campbell,25,15,94,10.3,0.479,0.024,0.381,5.2,7.2,6.3,8.1,1.7,0.0,9.3,25.6,,0.0,0.1,0.0,0.026000000000000002,,-3.1,-1.4,-4.5,-0.1
Mike Smrek,25,8,34,1.4,0.237,0.0,0.6,3.6,16.7,10.4,0.0,1.5,5.3,24.0,10.9,,-0.1,0.0,-0.1,-0.092,,-9.3,0.7,-8.7,-0.1
Wes Matthews,28,10,27,9.8,0.638,0.2,2.0,0.0,4.2,2.2,9.5,1.9,0.0,24.2,20.4,,0.0,0.0,0.0,0.066,,-2.8,-0.1,-2.9,0.0
Milt Wagner,24,5,14,17.7,0.51,0.2,0.4,0.0,16.2,8.4,30.3,0.0,4.3,0.0,18.7,,0.0,0.0,0.1,0.20600000000000002,,0.3,2.9,3.2,0.0
