Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,25,POR,Portland Trail Blazers,Mychal Thompson,30.0,79,55.0,2616,572,1111,0.52,0,0,,572,1111,0.52,0.52,307,449,0.68,211,407,618,205,78,104,231,216,1451
1985,25,POR,Portland Trail Blazers,Clyde Drexler,22.0,80,43.0,2555,573,1161,0.49,8,37,0.22,565,1124,0.5,0.5,223,294,0.76,217,259,476,441,177,68,223,265,1377
1985,25,POR,Portland Trail Blazers,Kiki Vandeweghe,26.0,72,69.0,2502,618,1158,0.53,11,33,0.33,607,1125,0.54,0.54,369,412,0.9,74,154,228,106,37,22,116,116,1616
1985,25,POR,Portland Trail Blazers,Darnell Valentine,25.0,75,59.0,2278,321,679,0.47,0,2,0.0,321,677,0.47,0.47,230,290,0.79,54,165,219,522,143,5,194,189,872
1985,25,POR,Portland Trail Blazers,Jim Paxson,27.0,68,57.0,2253,508,988,0.51,6,39,0.15,502,949,0.53,0.52,196,248,0.79,69,153,222,264,101,5,108,115,1218
1985,25,POR,Portland Trail Blazers,Sam Bowie,23.0,76,62.0,2216,299,557,0.54,0,0,,299,557,0.54,0.54,160,225,0.71,207,449,656,215,55,203,172,278,758
1985,25,POR,Portland Trail Blazers,Steve Colter,22.0,78,22.0,1462,216,477,0.45,26,74,0.35,190,403,0.47,0.48,98,130,0.75,40,110,150,243,75,9,112,142,556
1985,25,POR,Portland Trail Blazers,Kenny Carr,29.0,48,30.0,1120,190,363,0.52,0,3,0.0,190,360,0.53,0.52,118,164,0.72,90,233,323,56,25,17,100,141,498
1985,25,POR,Portland Trail Blazers,Audie Norris,24.0,78,13.0,1117,133,245,0.54,0,3,0.0,133,242,0.55,0.54,135,203,0.66,90,160,250,47,42,33,100,221,401
1985,25,POR,Portland Trail Blazers,Jerome Kersey,22.0,77,0.0,958,178,372,0.48,0,3,0.0,178,369,0.48,0.48,117,181,0.65,95,111,206,63,49,29,66,147,473
1985,25,POR,Portland Trail Blazers,Bernard Thompson,22.0,59,0.0,535,79,212,0.37,0,8,0.0,79,204,0.39,0.37,39,51,0.76,37,39,76,52,31,10,35,79,197
1985,25,POR,Portland Trail Blazers,Tom Scheffler,30.0,39,0.0,268,21,51,0.41,0,0,,21,51,0.41,0.41,10,20,0.5,18,58,76,11,8,11,15,48,52
1985,25,POR,Portland Trail Blazers,Team Totals,,82,,19880,3708,7374,0.5,51,202,0.25,3657,7172,0.51,0.51,2002,2667,0.75,1202,2298,3500,2225,821,516,1481,1957,9469
