Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1990,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",24.0,NBA,SG,3,3,125,8.7,15.2,0.57,1.3,3.0,0.43,7.4,12.1,0.61,8.2,9.1,0.9,0.4,4.8,5.2,2.6,1.3,0.0,1.3,2.6,26.9,142,118
1991,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",25.0,NBA,SG,5,5,193,8.3,17.1,0.49,2.0,4.6,0.42,6.4,12.5,0.51,7.8,9.0,0.86,1.2,2.7,3.9,3.4,2.0,0.5,2.9,3.4,26.4,120,118
1992,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",26.0,NBA,SG,3,3,130,9.9,16.9,0.58,2.8,4.3,0.64,7.1,12.6,0.56,9.5,11.8,0.8,1.6,1.2,2.8,5.5,1.6,0.0,1.6,4.7,31.9,143,123
1993,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",27.0,NBA,SG,4,4,175,12.1,22.8,0.53,3.0,5.8,0.53,9.1,17.0,0.54,10.9,11.5,0.95,1.2,2.4,3.6,3.3,0.9,0.0,3.0,3.3,38.3,130,115
1994,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",28.0,NBA,SG,16,16,576,11.5,25.6,0.45,3.3,7.9,0.42,8.2,17.7,0.46,8.9,10.6,0.84,1.0,3.5,4.6,4.4,2.0,0.4,3.0,3.2,35.2,119,103
1995,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",29.0,NBA,SG,17,17,641,11.9,24.9,0.48,4.6,11.0,0.42,7.2,13.9,0.52,8.9,10.4,0.86,0.8,4.5,5.2,3.1,1.3,0.3,3.4,3.0,37.3,125,113
1996,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",30.0,NBA,SG,1,1,31,13.0,31.7,0.41,3.7,11.2,0.33,9.3,20.5,0.46,24.2,27.9,0.87,1.9,0.0,1.9,1.9,1.9,0.0,0.0,1.9,54.0,146,111
1998,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",32.0,NBA,SG,16,16,628,8.8,20.6,0.43,3.4,8.5,0.4,5.4,12.1,0.44,7.6,8.4,0.9,0.4,2.1,2.5,2.9,1.7,0.3,2.4,2.3,28.6,116,109
1999,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",33.0,NBA,SG,13,13,481,9.1,22.9,0.4,3.2,9.7,0.33,5.9,13.2,0.44,8.9,9.9,0.9,1.5,4.4,5.9,3.9,1.0,0.3,2.4,3.0,30.3,117,107
2000,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",34.0,NBA,SG,22,22,892,10.5,23.3,0.45,3.5,8.9,0.4,7.0,14.4,0.49,7.3,7.8,0.94,0.5,2.7,3.2,3.6,1.4,0.6,1.7,2.2,31.9,122,110
2001,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",35.0,NBA,SG,4,4,177,12.8,28.1,0.46,4.7,10.9,0.43,8.1,17.2,0.47,8.7,9.4,0.93,2.2,4.1,6.2,3.1,0.9,0.6,3.4,0.9,39.0,117,111
2002,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",36.0,NBA,SG,5,5,198,11.2,22.2,0.51,3.5,8.3,0.42,7.8,13.9,0.56,5.6,6.4,0.88,0.0,4.3,4.3,3.7,2.1,0.3,3.7,2.7,31.6,112,99
2003,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",37.0,NBA,SG,6,6,176,4.6,16.3,0.28,1.2,7.7,0.16,3.4,8.6,0.39,6.4,7.1,0.91,0.3,4.0,4.3,4.3,0.3,0.3,2.1,2.8,16.9,95,113
2004,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",38.0,NBA,SG,16,16,455,5.5,13.7,0.4,2.9,7.8,0.38,2.6,5.9,0.44,5.7,6.2,0.92,0.4,4.1,4.5,5.5,2.2,0.4,3.4,2.8,19.6,110,97
2005,12,1999,IND,Indiana Pacers,Reggie Miller,"August 24, 1965",39.0,NBA,SG,13,13,430,8.1,18.7,0.43,2.7,8.6,0.32,5.4,10.1,0.53,6.3,6.7,0.94,0.5,4.7,5.2,2.6,1.3,0.1,2.7,3.7,25.3,111,105
