Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,19,2264,NOH,New Orleans Hornets,Chris Paul,"May 6, 1985",22.0,NBA,PG,12.0,12.0,40.5,9.3,18.4,0.5,0.4,1.8,0.24,8.8,16.7,0.53,0.51,5.2,6.6,0.78,1.3,3.6,4.9,11.3,2.3,0.2,1.8,3.6,24.1
2009,19,2264,NOH,New Orleans Hornets,Chris Paul,"May 6, 1985",23.0,NBA,PG,5.0,5.0,40.2,6.0,14.6,0.41,1.0,3.2,0.31,5.0,11.4,0.44,0.44,3.6,4.2,0.86,0.8,3.6,4.4,10.4,1.6,0.0,4.8,1.6,16.6
2011,19,2264,NOH,New Orleans Hornets,Chris Paul,"May 6, 1985",25.0,NBA,PG,6.0,6.0,41.7,7.0,12.8,0.55,1.5,3.2,0.47,5.5,9.7,0.57,0.6,6.5,8.2,0.8,0.5,6.2,6.7,11.5,1.8,0.0,3.7,1.8,22.0
2012,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",26.0,NBA,PG,11.0,11.0,38.5,6.4,14.9,0.43,1.2,3.5,0.33,5.2,11.4,0.46,0.47,3.7,4.3,0.87,0.5,4.5,5.1,7.9,2.7,0.1,3.9,2.7,17.6
2013,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",27.0,NBA,PG,6.0,6.0,37.3,8.2,15.3,0.53,1.0,3.2,0.32,7.2,12.2,0.59,0.56,5.5,6.2,0.89,0.5,3.5,4.0,6.3,1.8,0.0,1.5,2.8,22.8
2014,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",28.0,NBA,PG,13.0,13.0,36.3,7.1,15.2,0.47,2.5,5.4,0.46,4.6,9.8,0.47,0.55,3.2,4.1,0.77,0.9,3.3,4.2,10.3,2.8,0.0,3.0,3.8,19.8
2015,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",29.0,NBA,PG,12.0,12.0,37.1,7.9,15.8,0.5,2.3,5.4,0.42,5.7,10.3,0.55,0.57,4.0,4.3,0.94,0.6,3.8,4.4,8.8,1.8,0.3,2.2,3.1,22.1
2016,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",30.0,NBA,PG,4.0,4.0,31.3,9.3,19.0,0.49,1.5,5.0,0.3,7.8,14.0,0.55,0.53,3.8,3.8,1.0,1.0,3.0,4.0,7.3,2.3,0.0,1.0,3.0,23.8
2017,13,2264,LAC,Los Angeles Clippers,Chris Paul,"May 6, 1985",31.0,NBA,PG,7.0,7.0,37.1,9.6,19.3,0.5,2.0,5.4,0.37,7.6,13.9,0.55,0.55,4.1,4.7,0.88,0.6,4.4,5.0,9.9,1.7,0.1,2.7,3.4,25.3
2018,11,2264,HOU,Houston Rockets,Chris Paul,"May 6, 1985",32.0,NBA,PG,15.0,15.0,34.5,7.9,17.1,0.46,2.5,6.6,0.37,5.4,10.5,0.51,0.53,2.9,3.5,0.83,0.6,5.3,5.9,5.8,2.0,0.3,1.9,3.1,21.1
2019,11,2264,HOU,Houston Rockets,Chris Paul,"May 6, 1985",33.0,NBA,PG,11.0,11.0,36.1,6.0,13.5,0.45,1.5,5.7,0.27,4.5,7.7,0.58,0.5,3.5,4.1,0.84,1.3,5.1,6.4,5.5,2.2,0.6,3.4,3.3,17.0
2020,21,2264,OKC,Oklahoma City Thunder,Chris Paul,"May 6, 1985",34.0,NBA,PG,7.0,7.0,37.3,7.9,16.0,0.49,2.3,6.1,0.37,5.6,9.9,0.56,0.56,3.3,3.7,0.88,0.4,7.0,7.4,5.3,1.6,0.4,3.3,2.6,21.3
