PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Shaquille O'Neal,25,13,13,501,17.1,27.9,0.612,0.0,0.0,,17.1,27.9,0.612,8.7,17.2,0.503,5.2,9.1,14.3,4.1,0.8,3.7,4.7,4.4,42.9,,115,110
Eddie Jones,26,13,13,476,7.9,16.9,0.466,2.3,5.5,0.41700000000000004,5.6,11.4,0.49,7.2,8.7,0.8290000000000001,1.4,4.4,5.8,3.6,3.0,2.4,1.9,4.2,25.2,,126,110
Rick Fox,28,13,13,428,6.5,14.5,0.447,2.7,6.7,0.396,3.8,7.7,0.49200000000000005,2.4,2.9,0.826,2.3,5.1,7.4,6.5,1.4,0.4,2.7,6.0,18.0,,118,115
Robert Horry,27,13,13,422,5.0,9.0,0.557,0.8,2.2,0.353,4.2,6.8,0.623,3.6,5.3,0.6829999999999999,4.4,6.4,10.8,5.1,1.8,1.8,2.3,5.8,14.4,,128,111
Nick Van Exel,26,13,0,367,7.4,22.3,0.331,3.3,10.4,0.314,4.1,12.0,0.34600000000000003,4.3,5.9,0.725,1.3,3.4,4.7,8.0,1.2,0.1,3.3,4.4,22.3,,101,116
Derek Fisher,23,13,13,278,5.3,13.3,0.397,1.2,3.9,0.3,4.1,9.4,0.43799999999999994,3.5,5.7,0.621,0.4,4.5,4.9,9.6,3.3,0.0,2.9,6.4,15.2,,106,111
Kobe Bryant,19,11,0,220,7.6,18.7,0.408,0.7,3.5,0.214,6.9,15.3,0.452,7.6,11.1,0.6890000000000001,1.7,3.5,5.2,3.9,0.7,2.0,2.7,6.9,23.7,,106,116
Corie Blount,29,12,0,209,3.1,6.2,0.5,0.0,0.0,,3.1,6.2,0.5,1.8,2.9,0.636,6.2,10.4,16.6,1.8,1.6,1.0,0.8,7.0,8.1,,132,110
Elden Campbell,29,13,0,180,6.9,15.4,0.451,0.0,0.0,,6.9,15.4,0.451,6.6,10.3,0.647,5.1,8.4,13.6,2.4,0.9,3.6,3.9,8.1,20.5,,103,110
Jon Barry,28,7,0,18,0.0,24.1,0.0,0.0,15.1,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,6.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,,0,111
Sean Rooks,28,4,0,11,9.9,29.6,0.33299999999999996,0.0,0.0,,9.9,29.6,0.33299999999999996,0.0,0.0,,4.9,0.0,4.9,0.0,0.0,14.8,0.0,9.9,19.7,,85,108
Mario Bennett,24,4,0,10,5.4,10.9,0.5,0.0,0.0,,5.4,10.9,0.5,10.9,10.9,1.0,10.9,21.7,32.6,0.0,0.0,5.4,0.0,10.9,21.7,,168,100
