PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Peja Stojaković,26,12,517,14.6,0.488,0.369,0.19699999999999998,3.2,13.5,8.6,6.0,2.2,0.4,6.1,19.8,,0.6,0.4,1.0,0.091,,1.3,-0.6,0.7,0.3
Mike Bibby,25,12,497,20.0,0.545,0.281,0.281,2.0,8.4,5.3,30.2,2.4,0.7,13.7,23.0,,1.3,0.3,1.5,0.14800000000000002,,3.2,1.3,4.5,0.8
Doug Christie,33,12,461,15.9,0.512,0.23399999999999999,0.34,4.1,12.5,8.5,16.8,2.5,0.8,11.9,17.9,,0.8,0.3,1.1,0.11699999999999999,,0.3,1.9,2.2,0.5
Chris Webber,30,12,446,17.6,0.486,0.02,0.327,5.9,17.1,11.7,18.7,1.8,1.6,14.3,26.7,,0.2,0.4,0.6,0.069,,0.7,1.1,1.8,0.4
Brad Miller,27,12,366,18.0,0.562,0.077,0.527,9.0,20.5,15.0,17.4,1.3,2.1,15.1,16.2,,0.9,0.4,1.2,0.16,,1.3,1.8,3.1,0.5
Anthony Peeler,34,11,236,6.9,0.381,0.413,0.095,3.3,12.0,7.8,9.8,3.0,0.6,17.6,15.1,,-0.3,0.2,-0.1,-0.027999999999999997,,-3.6,1.1,-2.6,0.0
Vlade Divac,35,12,235,14.3,0.48700000000000004,0.0,0.324,10.3,16.0,13.2,15.7,0.9,1.5,14.7,18.1,,0.3,0.1,0.4,0.091,,-0.3,-0.2,-0.5,0.1
Darius Songaila,25,7,85,10.8,0.6970000000000001,0.0,0.375,7.8,8.4,8.1,3.9,0.0,0.8,21.2,12.4,,0.2,0.0,0.2,0.098,,-2.5,0.2,-2.3,0.0
Rodney Buford,26,5,32,16.6,0.466,0.25,0.16699999999999998,0.0,15.8,8.2,16.4,3.2,0.0,0.0,18.0,,0.0,0.0,0.1,0.125,,1.1,4.3,5.4,0.1
Gerald Wallace,21,3,20,5.6,0.509,0.0,0.33299999999999996,0.0,10.1,5.3,8.6,2.6,3.5,30.4,22.1,,-0.1,0.0,0.0,-0.095,,-7.8,2.9,-4.9,0.0
Jabari Smith,26,4,10,25.7,0.665,0.0,2.0,11.0,20.3,15.8,0.0,0.0,6.9,0.0,16.8,,0.1,0.0,0.1,0.363,,5.3,4.3,9.6,0.0
