Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1980,25.0,PHO,NBA,C,75,,2168,465,875,0.531,0.0,2.0,0.0,465,873,0.533,0.531,188,236,0.797,158,451,609,322,108,55,218.0,237,1118,,0
1981,26.0,PHO,NBA,C,75,,2054,458,870,0.526,0.0,0.0,,458,870,0.526,0.526,199,259,0.768,157,389,546,344,106,69,226.0,226,1115,,0
1982,27.0,PHO,NBA,C,79,75.0,2393,507,1027,0.494,0.0,1.0,0.0,507,1026,0.494,0.494,182,233,0.781,138,448,586,356,114,78,196.0,269,1196,,0
1983,28.0,PHO,NBA,C,80,75.0,2447,477,981,0.486,1.0,3.0,0.333,476,978,0.487,0.487,180,217,0.829,161,387,548,376,114,74,242.0,287,1135,,1
1984,29.0,PHO,NBA,C,70,13.0,1452,269,582,0.462,0.0,4.0,0.0,269,578,0.465,0.462,132,160,0.825,118,201,319,219,73,31,117.0,195,670,,0
1985,30.0,PHO,NBA,PF,82,69.0,2136,476,915,0.52,0.0,0.0,,476,915,0.52,0.52,250,283,0.883,153,347,500,308,115,48,197.0,254,1202,,2
1986,31.0,PHO,NBA,C,78,45.0,2005,341,679,0.502,0.0,2.0,0.0,341,677,0.504,0.502,159,203,0.783,148,329,477,324,103,46,206.0,272,841,,1
1987,32.0,PHO,NBA,C,68,40.0,1690,311,618,0.503,0.0,1.0,0.0,311,617,0.504,0.503,134,170,0.788,91,247,338,223,62,37,139.0,207,756,,0
1988,33.0,PHO,NBA,C,82,25.0,1646,251,506,0.496,1.0,2.0,0.5,250,504,0.496,0.497,108,128,0.844,118,247,365,183,82,41,140.0,245,611,,0
