PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
James Harden,26.0,82.0,3125.0,0.439,0.494,0.359,0.512,0.86,0.598,0.518,0.406,97.0,100.0,102.0,102.0,114.0,111.0,187.0,143.0,31.0,227.0
Trevor Ariza,30.0,81.0,2859.0,0.41600000000000004,0.478,0.371,0.523,0.7829999999999999,0.551,0.187,0.581,92.0,97.0,105.0,104.0,103.0,102.0,68.0,204.0,35.7,18.5
Dwight Howard,30.0,71.0,2280.0,0.62,0.626,0.0,0.62,0.489,0.604,0.79,0.01,137.0,127.0,,123.0,65.0,112.0,286.0,4.0,141.0,100.8
Patrick Beverley,27.0,71.0,2041.0,0.434,0.47200000000000003,0.4,0.539,0.682,0.5529999999999999,0.14800000000000002,0.522,96.0,96.0,113.0,107.0,90.0,102.0,54.0,183.0,43.0,15.1
Corey Brewer,29.0,82.0,1669.0,0.384,0.46,0.272,0.439,0.75,0.48100000000000004,0.254,0.406,85.0,94.0,77.0,87.0,99.0,89.0,92.0,143.0,-69.7,-74.2
Clint Capela,21.0,77.0,1471.0,0.5820000000000001,0.583,0.0,0.5820000000000001,0.379,0.5529999999999999,0.531,0.003,129.0,119.0,,116.0,50.0,102.0,192.0,1.0,63.0,11.8
Marcus Thornton,28.0,47.0,885.0,0.4,0.461,0.33799999999999997,0.484,0.879,0.512,0.133,0.49700000000000005,88.0,94.0,96.0,96.0,116.0,95.0,48.0,174.0,-16.2,-26.5
Terrence Jones,24.0,50.0,1044.0,0.452,0.49,0.317,0.486,0.664,0.519,0.316,0.215,100.0,100.0,89.0,97.0,88.0,96.0,114.0,76.0,-11.8,-18.5
Jason Terry,38.0,72.0,1258.0,0.402,0.504,0.35600000000000004,0.525,0.818,0.54,0.08800000000000001,0.6940000000000001,89.0,103.0,101.0,105.0,108.0,100.0,32.0,244.0,17.1,-0.7
Ty Lawson,28.0,53.0,1176.0,0.387,0.414,0.33,0.441,0.7,0.479,0.27899999999999997,0.32799999999999996,86.0,84.0,93.0,88.0,93.0,89.0,101.0,115.0,-35.4,-39.8
Michael Beasley,27.0,20.0,363.0,0.522,0.531,0.33299999999999996,0.529,0.775,0.563,0.239,0.044000000000000004,115.0,108.0,94.0,105.0,102.0,104.0,87.0,15.0,11.0,9.8
Donatas Motiejūnas,25.0,37.0,547.0,0.439,0.5,0.281,0.478,0.6409999999999999,0.504,0.259,0.278,97.0,102.0,79.0,95.0,85.0,93.0,94.0,98.0,-10.0,-17.1
Josh Smith,30.0,23.0,421.0,0.34299999999999997,0.41700000000000004,0.271,0.41100000000000003,0.48,0.419,0.14800000000000002,0.503,76.0,85.0,77.0,82.0,63.0,77.0,54.0,177.0,-30.8,-43.8
Montrezl Harrell,22.0,39.0,379.0,0.644,0.652,0.0,0.644,0.522,0.635,0.511,0.011000000000000001,143.0,133.0,,128.0,69.0,117.0,185.0,4.0,25.6,20.7
K.J. McDaniels,22.0,37.0,235.0,0.40299999999999997,0.46799999999999997,0.28,0.451,0.8,0.522,0.41700000000000004,0.34700000000000003,89.0,95.0,79.0,90.0,106.0,97.0,151.0,122.0,-7.4,-3.2
Andrew Goudelock,27.0,8.0,50.0,0.45,0.727,0.111,0.475,0.75,0.505,0.2,0.45,100.0,148.0,31.0,95.0,99.0,93.0,72.0,158.0,-1.1,-1.6
Chuck Hayes,32.0,2.0,24.0,0.5,0.5,,0.5,1.0,0.6940000000000001,1.0,0.0,111.0,102.0,,100.0,132.0,128.0,362.0,,-0.0,0.9
Sam Dekker,21.0,3.0,6.0,,,,,,,,,,,,,,,,,0.0,0.0
Team,,,,0.462,0.524,0.35100000000000003,0.525,0.6920000000000001,0.562,0.377,0.359,102.0,107.0,99.0,104.0,91.0,104.0,136.0,126.0,267.4,289.2
League Average,,,,0.452,0.491,0.354,0.502,0.757,0.541,0.276,0.285,,,,,,,,,,
