PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Kemba Walker,25.0,81.0,2885.0,0.42700000000000005,0.45899999999999996,0.371,0.495,0.847,0.5539999999999999,0.32899999999999996,0.368,94.0,93.0,105.0,99.0,112.0,102.0,119.0,129.0,-19.6,39.7
Nicolas Batum,27.0,70.0,2448.0,0.426,0.49200000000000005,0.348,0.506,0.8490000000000001,0.546,0.22,0.457,94.0,100.0,98.0,101.0,112.0,101.0,80.0,161.0,5.7,9.6
Marvin Williams,29.0,81.0,2338.0,0.45299999999999996,0.504,0.402,0.5539999999999999,0.833,0.585,0.193,0.506,100.0,103.0,114.0,110.0,110.0,108.0,70.0,178.0,77.3,70.8
Jeremy Lin,27.0,78.0,2048.0,0.41200000000000003,0.446,0.336,0.46399999999999997,0.815,0.534,0.401,0.31,91.0,91.0,95.0,92.0,108.0,99.0,145.0,109.0,-55.6,-13.1
Cody Zeller,23.0,73.0,1774.0,0.529,0.539,0.1,0.53,0.754,0.5920000000000001,0.531,0.023,117.0,110.0,28.0,105.0,100.0,109.0,192.0,8.0,23.8,54.5
Frank Kaminsky,22.0,81.0,1708.0,0.409,0.455,0.337,0.474,0.73,0.513,0.282,0.385,91.0,93.0,95.0,94.0,96.0,95.0,102.0,135.0,-29.6,-32.8
Jeremy Lamb,23.0,66.0,1227.0,0.451,0.529,0.309,0.506,0.727,0.528,0.172,0.355,100.0,108.0,87.0,101.0,96.0,98.0,62.0,125.0,3.5,-14.0
Al Jefferson,31.0,47.0,1096.0,0.485,0.485,,0.485,0.649,0.507,0.22,0.0,107.0,99.0,,97.0,86.0,94.0,80.0,,-17.5,-37.5
Spencer Hawes,27.0,57.0,1035.0,0.405,0.42200000000000004,0.37200000000000005,0.467,0.831,0.508,0.212,0.33299999999999996,90.0,86.0,105.0,93.0,110.0,94.0,77.0,117.0,-21.5,-22.2
P.J. Hairston,23.0,48.0,938.0,0.359,0.433,0.314,0.457,0.809,0.486,0.152,0.623,79.0,88.0,89.0,91.0,107.0,90.0,55.0,219.0,-25.4,-32.8
Courtney Lee,30.0,28.0,845.0,0.446,0.475,0.392,0.516,0.885,0.54,0.11800000000000001,0.359,99.0,97.0,111.0,103.0,117.0,100.0,43.0,126.0,5.9,-0.5
Troy Daniels,24.0,43.0,476.0,0.47600000000000003,0.462,0.484,0.634,0.556,0.634,0.048,0.652,105.0,94.0,137.0,126.0,73.0,117.0,17.0,229.0,49.1,35.3
Brian Roberts,30.0,30.0,333.0,0.444,0.47700000000000004,0.33299999999999996,0.483,0.919,0.552,0.322,0.235,98.0,97.0,94.0,96.0,121.0,102.0,116.0,82.0,-4.6,2.9
Tyler Hansbrough,30.0,44.0,343.0,0.451,0.441,0.667,0.465,0.585,0.522,0.915,0.042,100.0,90.0,188.0,92.0,77.0,96.0,331.0,15.0,-5.4,-3.8
Michael Kidd-Gilchrist,22.0,7.0,205.0,0.541,0.556,0.429,0.5660000000000001,0.69,0.603,0.475,0.115,120.0,113.0,121.0,113.0,91.0,111.0,172.0,40.0,7.7,9.2
Jorge Gutiérrez,27.0,12.0,63.0,0.545,0.667,0.0,0.545,0.909,0.6940000000000001,1.0,0.182,121.0,136.0,,109.0,120.0,128.0,362.0,64.0,0.9,4.9
Aaron Harrison,21.0,21.0,93.0,0.263,0.222,0.3,0.342,0.41700000000000004,0.371,0.632,0.526,58.0,45.0,85.0,68.0,55.0,68.0,229.0,185.0,-6.1,-8.3
Team,,,,0.442,0.48100000000000004,0.365,0.503,0.7859999999999999,0.5479999999999999,0.29100000000000004,0.33799999999999997,98.0,98.0,103.0,100.0,104.0,101.0,105.0,119.0,12.6,92.3
League Average,,,,0.452,0.491,0.354,0.502,0.757,0.541,0.276,0.285,,,,,,,,,,
