PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Brook Lopez,27.0,73.0,2457.0,0.511,0.515,0.14300000000000002,0.512,0.787,0.562,0.348,0.012,113.0,105.0,40.0,102.0,104.0,104.0,126.0,4.0,21.2,56.7
Thaddeus Young,27.0,73.0,2407.0,0.514,0.523,0.233,0.518,0.644,0.532,0.16899999999999998,0.031,114.0,106.0,66.0,103.0,85.0,98.0,61.0,11.0,29.2,-18.0
Bojan Bogdanović,26.0,79.0,2115.0,0.433,0.474,0.382,0.519,0.833,0.5489999999999999,0.17600000000000002,0.451,96.0,97.0,108.0,103.0,110.0,102.0,64.0,158.0,24.3,13.4
Joe Johnson,34.0,57.0,1934.0,0.406,0.42700000000000005,0.371,0.47600000000000003,0.852,0.512,0.17800000000000002,0.377,90.0,87.0,105.0,95.0,113.0,95.0,64.0,132.0,-32.0,-38.6
Wayne Ellington,28.0,76.0,1615.0,0.389,0.41600000000000004,0.358,0.474,0.857,0.498,0.11199999999999999,0.478,86.0,85.0,101.0,94.0,113.0,92.0,41.0,168.0,-31.8,-51.3
Shane Larkin,23.0,78.0,1751.0,0.442,0.465,0.361,0.48100000000000004,0.7759999999999999,0.515,0.213,0.215,98.0,95.0,102.0,96.0,103.0,95.0,77.0,76.0,-21.5,-28.3
Donald Sloan,28.0,61.0,1318.0,0.44,0.462,0.384,0.494,0.75,0.536,0.297,0.28300000000000003,97.0,94.0,109.0,98.0,99.0,99.0,108.0,99.0,-5.7,-4.4
Jarrett Jack,32.0,32.0,1027.0,0.391,0.426,0.304,0.434,0.893,0.505,0.313,0.285,86.0,87.0,86.0,86.0,118.0,93.0,113.0,100.0,-48.8,-29.9
Markel Brown,24.0,62.0,982.0,0.39399999999999996,0.44299999999999995,0.314,0.45299999999999996,0.755,0.499,0.292,0.376,87.0,90.0,89.0,90.0,100.0,92.0,106.0,132.0,-31.6,-30.3
Sean Kilpatrick,26.0,23.0,534.0,0.462,0.526,0.361,0.532,0.898,0.578,0.237,0.39,102.0,107.0,102.0,106.0,119.0,107.0,86.0,137.0,14.8,20.4
Thomas Robinson,24.0,71.0,917.0,0.447,0.44799999999999995,0.0,0.447,0.431,0.45299999999999996,0.375,0.003,99.0,91.0,,89.0,57.0,84.0,136.0,1.0,-32.4,-59.9
Andrea Bargnani,30.0,46.0,634.0,0.455,0.47100000000000003,0.188,0.461,0.825,0.5,0.204,0.057,101.0,96.0,53.0,92.0,109.0,92.0,74.0,20.0,-23.4,-25.1
Willie Reed,25.0,39.0,426.0,0.5710000000000001,0.5710000000000001,,0.5710000000000001,0.545,0.579,0.413,0.0,126.0,116.0,,114.0,72.0,107.0,150.0,,18.3,11.8
Rondae Hollis-Jefferson,21.0,29.0,615.0,0.457,0.47600000000000003,0.28600000000000003,0.47100000000000003,0.7120000000000001,0.519,0.377,0.10099999999999999,101.0,97.0,81.0,94.0,94.0,96.0,136.0,36.0,-8.7,-7.1
Chris McCullough,20.0,24.0,362.0,0.40399999999999997,0.413,0.382,0.46299999999999997,0.478,0.47,0.21100000000000002,0.312,89.0,84.0,108.0,92.0,63.0,87.0,76.0,110.0,-8.5,-16.9
Sergey Karasev,22.0,40.0,399.0,0.405,0.513,0.297,0.48,0.929,0.562,0.37799999999999995,0.5,90.0,105.0,84.0,95.0,123.0,104.0,137.0,176.0,-3.4,3.6
Henry Sims,25.0,14.0,263.0,0.429,0.429,,0.429,0.833,0.504,0.39,0.0,95.0,87.0,,85.0,110.0,93.0,141.0,,-11.4,-6.6
Team,,,,0.45799999999999996,0.484,0.348,0.491,0.745,0.527,0.253,0.195,101.0,99.0,98.0,98.0,98.0,97.0,91.0,68.0,-134.1,-192.5
League Average,,,,0.452,0.491,0.354,0.502,0.757,0.541,0.276,0.285,,,,,,,,,,
