Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,22.0,DAL,NBA,PG,10.0,,226.0,3.3,8.6,0.389,0.5,1.3,0.375,2.9,7.3,0.391,0.8,1.1,0.714,1.3,1.9,3.2,4.5,1.8,0.3,1.0,2.5,8.0
1985,23.0,DAL,NBA,PG,4.0,0.0,132.0,2.7,5.7,0.476,0.3,0.8,0.333,2.5,4.9,0.5,1.4,1.9,0.714,0.3,3.0,3.3,5.5,1.6,0.3,1.1,3.3,7.1
1986,24.0,DAL,NBA,PG,10.0,10.0,348.0,5.9,11.1,0.533,0.8,1.4,0.571,5.1,9.6,0.527,1.2,1.7,0.75,1.3,0.6,2.0,7.9,2.4,0.0,2.4,2.8,13.9
1987,25.0,DAL,NBA,PG,4.0,4.0,123.0,5.9,11.7,0.5,0.6,2.6,0.222,5.3,9.1,0.581,7.0,8.8,0.8,0.6,2.9,3.5,7.9,2.0,0.0,1.5,2.0,19.3
1988,26.0,DAL,NBA,PG,17.0,17.0,602.0,5.3,12.1,0.441,0.5,2.2,0.25,4.8,9.9,0.482,2.6,3.5,0.729,0.7,1.9,2.6,7.2,1.9,0.3,1.9,2.6,13.8
1990,28.0,DAL,NBA,PG,3.0,3.0,119.0,6.4,14.5,0.438,1.5,4.8,0.313,4.8,9.7,0.5,3.3,4.8,0.688,0.6,1.8,2.4,7.0,1.2,0.0,3.6,3.9,17.5
1994,32.0,NYK,NBA,PG,23.0,22.0,750.0,4.8,11.1,0.429,1.4,4.1,0.341,3.4,7.0,0.479,1.7,2.7,0.643,0.6,2.0,2.6,4.9,2.0,0.0,2.0,3.0,12.6
1995,33.0,NYK,NBA,PG,11.0,11.0,388.0,5.2,10.1,0.514,2.5,4.4,0.574,2.7,5.8,0.468,1.7,2.2,0.75,0.5,3.1,3.5,5.8,1.0,0.1,2.4,2.7,14.6
1996,34.0,NYK,NBA,PG,8.0,8.0,293.0,3.6,10.1,0.354,1.4,4.3,0.314,2.2,5.8,0.383,1.4,1.8,0.733,0.0,2.1,2.1,4.7,1.2,0.1,1.7,2.9,9.8
1999,37.0,LAL,NBA,PG,7.0,0.0,113.0,4.1,9.9,0.419,0.3,3.2,0.1,3.8,6.7,0.571,1.0,1.9,0.5,0.3,2.9,3.2,4.8,0.6,0.0,1.3,0.6,9.6
