Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,27,1288,SAS,San Antonio Spurs,22.0,NBA,PG,4.0,0.0,76.0,3.3,9.9,0.33,1.4,3.8,0.38,1.9,6.2,0.31,2.8,3.3,0.86,1.4,2.4,3.8,0.9,0.9,0.5,0.9,2.8,10.9
2010,27,1288,SAS,San Antonio Spurs,23.0,NBA,PG,10.0,8.0,344.0,4.8,10.7,0.45,1.2,3.0,0.38,3.7,7.6,0.48,3.2,3.9,0.84,0.5,2.7,3.2,0.7,1.0,0.2,0.8,2.2,14.0
2011,27,1288,SAS,San Antonio Spurs,24.0,NBA,PG,6.0,1.0,189.0,3.8,9.5,0.4,0.8,2.9,0.27,3.0,6.7,0.46,5.0,5.7,0.87,1.0,4.8,5.7,2.7,1.7,0.4,1.5,2.9,13.3
2012,12,1288,IND,Indiana Pacers,25.0,NBA,PG,11.0,11.0,346.0,4.9,10.9,0.45,1.6,4.2,0.38,3.3,6.8,0.49,4.1,4.8,0.85,0.9,1.7,2.6,3.3,1.4,0.3,2.3,2.2,15.4
2013,12,1288,IND,Indiana Pacers,26.0,NBA,PG,18.0,18.0,685.0,4.4,10.9,0.4,1.8,5.0,0.36,2.6,5.9,0.44,3.3,4.0,0.83,0.3,3.3,3.5,4.0,1.2,0.2,2.1,2.2,13.8
2014,12,1288,IND,Indiana Pacers,27.0,NBA,PG,19.0,19.0,687.0,4.1,9.3,0.44,1.5,4.0,0.36,2.7,5.3,0.5,2.3,3.2,0.72,0.7,3.0,3.7,3.0,1.2,0.2,1.5,2.3,12.1
2016,12,1288,IND,Indiana Pacers,29.0,NBA,PG,7.0,7.0,235.0,4.9,8.7,0.56,2.0,4.1,0.48,2.9,4.6,0.63,2.8,3.4,0.82,0.9,2.0,2.9,2.3,0.9,0.2,1.2,2.5,14.6
2017,29,1288,UTA,Utah Jazz,30.0,NBA,PG,8.0,8.0,281.0,5.9,12.6,0.47,1.5,4.0,0.39,4.4,8.6,0.51,2.7,3.7,0.72,1.0,3.2,4.2,3.7,0.3,0.1,1.7,3.2,16.0
2018,6,1288,CLE,Cleveland Cavaliers,31.0,NBA,PG,19.0,18.0,557.0,3.8,8.5,0.45,1.0,3.3,0.31,2.8,5.2,0.54,2.6,3.4,0.77,0.8,1.8,2.6,2.7,0.6,0.5,1.4,3.4,11.3
2019,17,1288,MIL,Milwaukee Bucks,32.0,NBA,PG,15.0,0.0,395.0,5.7,10.8,0.53,1.8,4.4,0.42,3.9,6.4,0.61,2.5,3.0,0.82,1.4,3.5,4.8,3.8,1.2,0.4,0.5,3.1,15.8
2020,17,1288,MIL,Milwaukee Bucks,33.0,NBA,PG,10.0,1.0,268.0,4.3,9.0,0.48,1.3,3.8,0.36,3.0,5.2,0.56,2.8,3.5,0.81,0.7,2.6,3.2,4.2,0.8,0.0,2.1,2.3,12.8
