Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,5,2839,CHI,Chicago Bulls,Reggie Theus,"October 13, 1957",22.0,NBA,SG,82.0,,3029.0,6.7,13.9,0.48,0.3,1.2,0.27,6.4,12.7,0.5,5.9,7.1,0.84,1.7,2.2,3.9,6.1,1.4,0.2,4.1,3.1,19.7
1981,5,2839,CHI,Chicago Bulls,Reggie Theus,"October 13, 1957",23.0,NBA,SG,82.0,,2820.0,6.9,14.0,0.5,0.2,1.1,0.2,6.7,12.9,0.52,5.7,7.0,0.81,1.6,2.1,3.7,5.4,1.6,0.3,3.3,3.3,19.8
1982,5,2839,CHI,Chicago Bulls,Reggie Theus,"October 13, 1957",24.0,NBA,SG,82.0,82.0,2838.0,7.1,15.1,0.47,0.3,1.3,0.25,6.8,13.9,0.49,4.6,5.7,0.81,1.5,2.5,4.0,6.0,1.1,0.2,3.5,3.1,19.1
1983,5,2839,CHI,Chicago Bulls,Reggie Theus,"October 13, 1957",25.0,NBA,PG,82.0,81.0,2856.0,9.4,19.8,0.48,0.3,1.1,0.23,9.2,18.6,0.49,5.5,6.8,0.8,1.1,2.6,3.8,6.1,1.8,0.2,4.0,3.5,24.6
1984,31,2839,TOT,Total After Trade,Reggie Theus,"October 13, 1957",26.0,NBA,PG,61.0,35.0,1498.0,6.3,15.0,0.42,0.2,1.0,0.17,6.1,14.0,0.44,5.1,6.8,0.76,1.2,1.9,3.1,8.5,1.2,0.3,3.7,4.1,17.9
1984,5,2839,CHI,Chicago Bulls,Reggie Theus,"October 13, 1957",26.0,NBA,PG,31.0,5.0,601.0,5.5,14.2,0.39,0.2,0.9,0.2,5.3,13.3,0.4,5.0,6.5,0.78,1.3,1.5,2.8,8.5,1.3,0.2,3.5,4.7,16.2
1984,26,2839,KCK,Kansas City Kings,Reggie Theus,"October 13, 1957",26.0,NBA,PG,30.0,30.0,897.0,6.8,15.6,0.44,0.2,1.1,0.15,6.7,14.5,0.46,5.2,6.9,0.75,1.2,2.2,3.3,8.4,1.2,0.4,3.9,3.7,19.0
1985,26,2839,KCK,Kansas City Kings,Reggie Theus,"October 13, 1957",27.0,NBA,SG,82.0,80.0,2543.0,7.1,14.6,0.49,0.1,0.5,0.13,7.0,14.0,0.5,4.7,5.5,0.86,1.5,2.3,3.8,9.3,1.3,0.3,4.3,3.5,19.0
1986,26,2839,SAC,Sacramento Kings,Reggie Theus,"October 13, 1957",28.0,NBA,SG,82.0,82.0,2919.0,6.7,14.0,0.48,0.1,0.4,0.17,6.7,13.6,0.49,5.0,6.0,0.83,0.9,2.8,3.7,9.7,1.4,0.2,4.0,2.8,18.5
1987,26,2839,SAC,Sacramento Kings,Reggie Theus,"October 13, 1957",29.0,NBA,PG,79.0,76.0,2872.0,7.2,15.3,0.47,0.2,1.0,0.22,7.0,14.4,0.49,5.4,6.2,0.87,1.1,2.3,3.3,8.7,1.0,0.2,3.6,2.6,20.1
1988,26,2839,SAC,Sacramento Kings,Reggie Theus,"October 13, 1957",30.0,NBA,SG,73.0,73.0,2653.0,8.4,17.9,0.47,0.2,0.8,0.27,8.2,17.1,0.48,4.3,5.2,0.83,1.0,2.2,3.1,6.3,0.8,0.2,3.2,2.3,21.4
1989,1,2839,ATL,Atlanta Hawks,Reggie Theus,"October 13, 1957",31.0,NBA,SG,82.0,82.0,2517.0,7.1,15.3,0.47,0.2,0.8,0.29,6.9,14.4,0.48,4.1,4.8,0.85,1.2,2.2,3.5,5.5,1.5,0.2,2.8,3.4,18.5
1990,22,2839,ORL,Orlando Magic,Reggie Theus,"October 13, 1957",32.0,NBA,SG,76.0,71.0,2350.0,7.9,18.0,0.44,0.4,1.6,0.25,7.5,16.4,0.46,5.8,6.8,0.85,1.1,2.2,3.4,6.2,0.9,0.2,3.5,3.0,22.0
1991,3,2839,NJN,New Jersey Nets,Reggie Theus,"October 13, 1957",33.0,NBA,SG,81.0,81.0,2955.0,7.1,15.2,0.47,0.6,1.8,0.36,6.5,13.4,0.48,3.6,4.2,0.85,0.8,1.9,2.8,4.6,1.0,0.4,3.1,2.8,18.4
