Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2007,25,34,POR,Portland Trail Blazers,21.0,NBA,C,63.0,1392.0,17.1,0.53,0.0,0.24,12.6,15.3,13.9,3.2,0.9,4.2,7.5,19.3,,2.5,1.0,3.4,0.12,,-0.4,-1.0,-1.4,0.2
2008,25,34,POR,Portland Trail Blazers,22.0,NBA,PF,76.0,2649.0,18.5,0.52,0.01,0.26,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,,3.5,2.8,6.2,0.11,,0.6,-0.4,0.2,1.5
2009,25,34,POR,Portland Trail Blazers,23.0,NBA,PF,81.0,3004.0,19.1,0.53,0.02,0.27,9.5,15.6,12.5,9.3,1.4,2.0,8.0,23.7,,6.1,3.3,9.5,0.15,,1.7,-0.4,1.3,2.5
2010,25,34,POR,Portland Trail Blazers,24.0,NBA,PF,78.0,2922.0,18.2,0.54,0.01,0.26,8.1,18.6,13.3,9.9,1.3,1.3,7.4,22.9,,5.5,3.3,8.8,0.14,,1.4,-0.2,1.2,2.3
2011,25,34,POR,Portland Trail Blazers,25.0,NBA,PF,81.0,3211.0,21.5,0.55,0.02,0.31,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,,7.6,3.5,11.1,0.17,,2.6,-0.5,2.1,3.4
2012,25,34,POR,Portland Trail Blazers,26.0,NBA,PF,55.0,1994.0,22.7,0.56,0.01,0.29,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27.0,,5.4,1.6,7.0,0.17,,3.4,-0.4,3.0,2.5
2013,25,34,POR,Portland Trail Blazers,27.0,NBA,PF,74.0,2790.0,20.4,0.53,0.01,0.26,7.2,20.9,14.0,13.0,1.2,2.5,8.9,26.5,,4.8,2.3,7.2,0.12,,1.7,-0.4,1.3,2.3
2014,25,34,POR,Portland Trail Blazers,28.0,NBA,PF,69.0,2498.0,21.8,0.51,0.01,0.25,7.2,25.5,16.5,13.0,1.3,1.9,7.2,29.8,,4.0,3.5,7.5,0.14,,2.3,0.1,2.3,2.7
2015,25,34,POR,Portland Trail Blazers,29.0,NBA,PF,71.0,2512.0,22.8,0.53,0.07,0.26,7.7,22.9,15.5,9.2,1.0,1.9,7.2,30.2,,4.9,3.7,8.6,0.16,,3.2,-0.3,2.9,3.1
2016,27,34,SAS,San Antonio Spurs,30.0,NBA,PF,74.0,2261.0,22.4,0.56,0.02,0.29,9.2,22.2,15.9,8.1,0.9,2.8,7.8,25.9,,5.6,4.5,10.1,0.22,,2.0,0.3,2.3,2.5
2017,27,34,SAS,San Antonio Spurs,31.0,NBA,PF,72.0,2335.0,18.6,0.53,0.05,0.26,8.5,16.6,12.7,9.9,1.0,3.0,7.7,24.5,,3.5,3.7,7.2,0.15,,0.7,0.1,0.8,1.7
2018,27,34,SAS,San Antonio Spurs,32.0,NBA,C,75.0,2509.0,25.0,0.57,0.07,0.3,10.8,17.3,14.0,11.3,0.9,3.0,6.8,29.1,,7.4,3.5,10.9,0.21,,4.3,-0.4,3.9,3.7
2019,27,34,SAS,San Antonio Spurs,33.0,NBA,C,81.0,2687.0,22.9,0.58,0.03,0.31,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,,6.4,2.9,9.3,0.17,,2.4,-0.6,1.8,2.6
2020,27,34,SAS,San Antonio Spurs,34.0,NBA,C,53.0,1754.0,19.7,0.57,0.2,0.24,6.3,17.8,12.0,11.4,1.0,4.4,7.8,23.4,,3.0,1.4,4.5,0.12,,1.8,-0.5,1.4,1.5
2021,27,34,SAS,San Antonio Spurs,35.0,NBA,C,14.0,385.0,14.2,0.51,0.28,0.07,3.1,14.8,8.7,11.3,0.7,2.6,7.0,23.7,,0.0,0.4,0.4,0.05,,-1.1,-1.2,-2.4,0.0
