Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1994,10.0,3054,GSW,Golden State Warriors,20.0,NBA,C,76.0,2438.0,21.7,0.56,0.01,0.34,13.8,17.0,15.4,17.1,1.8,4.1,14.7,23.7,4.6,3.2,7.8,0.15,2.9,1.1,4.0,3.6
1995,,3054,WSB,None,21.0,NBA,PF,54.0,2067.0,20.1,0.52,0.16,0.25,10.8,18.4,14.4,21.5,2.0,2.9,13.8,25.5,1.9,2.2,4.0,0.09,2.9,0.5,3.5,2.9
1996,,3054,WSB,None,22.0,NBA,PF,15.0,558.0,23.6,0.58,0.12,0.25,8.0,15.9,12.0,24.9,2.5,1.2,13.8,28.5,1.2,0.7,1.9,0.16,5.1,0.6,5.7,1.1
1997,,3054,WSB,None,23.0,NBA,PF,72.0,2806.0,21.8,0.55,0.13,0.27,10.1,20.8,15.5,19.9,2.3,3.7,15.0,24.6,4.3,5.0,9.3,0.16,3.1,2.2,5.3,5.1
1998,30.0,3054,WAS,Washington Wizards,24.0,NBA,C,71.0,2809.0,20.9,0.52,0.15,0.25,6.9,20.8,13.7,17.8,2.1,3.1,11.1,26.5,3.9,4.4,8.3,0.14,2.9,1.7,4.6,4.7
1999,26.0,3054,SAC,Sacramento Kings,25.0,NBA,PF,42.0,1719.0,19.5,0.49,0.04,0.22,9.2,24.2,16.7,17.8,1.7,3.3,14.8,24.9,1.0,2.7,3.6,0.1,0.8,1.1,1.9,1.7
2001,26.0,3054,SAC,Sacramento Kings,27.0,NBA,PF,70.0,2836.0,24.7,0.52,0.02,0.28,7.0,22.1,14.8,20.6,1.7,2.8,9.6,31.6,5.8,5.2,11.0,0.19,4.0,1.4,5.5,5.3
2002,26.0,3054,SAC,Sacramento Kings,28.0,NBA,PF,54.0,2071.0,24.4,0.54,0.02,0.31,7.9,20.1,14.1,21.9,2.2,2.4,11.4,29.0,4.8,3.9,8.6,0.2,3.8,1.6,5.4,3.9
2003,26.0,3054,SAC,Sacramento Kings,29.0,NBA,PF,67.0,2622.0,20.9,0.48,0.02,0.25,6.9,21.1,14.4,24.6,2.0,2.2,11.9,30.4,1.7,5.3,6.9,0.13,2.0,1.5,3.5,3.6
2004,26.0,3054,SAC,Sacramento Kings,30.0,NBA,PF,23.0,831.0,17.2,0.46,0.01,0.27,6.7,20.3,13.6,22.0,1.9,1.7,11.3,28.9,0.1,0.9,1.1,0.06,-0.2,-0.4,-0.6,0.3
2005,31.0,3054,TOT,Total After Trade,31.0,NBA,PF,67.0,2370.0,18.6,0.47,0.03,0.18,6.1,22.8,14.4,24.2,2.0,1.6,11.6,29.3,0.2,3.2,3.4,0.07,0.3,0.4,0.7,1.6
2005,26.0,3054,SAC,Sacramento Kings,31.0,NBA,PF,46.0,1668.0,20.9,0.49,0.03,0.2,6.3,23.6,15.0,27.0,2.1,1.4,11.8,30.1,1.3,2.1,3.5,0.1,1.9,0.6,2.5,1.9
2005,23.0,3054,PHI,Philadelphia 76Ers,31.0,NBA,PF,21.0,702.0,13.1,0.42,0.04,0.13,5.7,20.9,13.2,17.5,1.9,2.1,11.2,27.5,-1.1,1.1,0.0,-0.0,-3.6,-0.1,-3.6,-0.3
2006,23.0,3054,PHI,Philadelphia 76Ers,32.0,NBA,PF,75.0,2893.0,18.4,0.48,0.05,0.24,7.4,22.6,15.0,16.4,1.8,1.6,10.4,27.7,1.1,3.3,4.4,0.07,0.6,-0.7,-0.1,1.3
2007,31.0,3054,TOT,Total After Trade,33.0,NBA,PF,61.0,1821.0,16.0,0.48,0.02,0.25,8.1,20.5,14.3,17.8,1.8,1.7,13.1,21.1,0.7,2.7,3.4,0.09,0.0,1.0,1.0,1.4
2007,23.0,3054,PHI,Philadelphia 76Ers,33.0,NBA,PF,18.0,544.0,13.8,0.41,0.02,0.12,8.2,24.6,16.4,19.5,1.8,2.1,12.0,23.4,-0.6,0.8,0.2,0.01,-1.2,0.4,-0.7,0.2
2007,9.0,3054,DET,Detroit Pistons,33.0,NBA,PF,43.0,1277.0,16.9,0.52,0.02,0.32,8.1,18.7,13.4,17.0,1.8,1.6,13.7,20.2,1.3,1.9,3.3,0.12,0.5,1.2,1.7,1.2
2008,10.0,3054,GSW,Golden State Warriors,34.0,NBA,PF,9.0,126.0,10.7,0.48,0.0,0.39,1.6,26.5,13.6,19.3,1.5,3.5,23.3,15.8,-0.1,0.2,0.1,0.02,-3.6,2.5,-1.1,0.0
