Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2001,23.0,NJN,NBA,PF,68.0,2272.0,13.4,0.472,0.014,0.247,6.7,19.0,12.7,10.4,1.8,3.7,13.8,19.9,,-0.4,2.5,2.1,0.044,,-2.1,0.4,-1.7,0.2
2002,24.0,NJN,NBA,PF,73.0,2504.0,14.5,0.503,0.07,0.278,5.0,12.4,8.7,13.0,1.9,3.5,13.7,22.4,,0.6,4.2,4.9,0.093,,-1.0,1.4,0.4,1.5
2003,25.0,NJN,NBA,PF,77.0,2628.0,16.9,0.511,0.04,0.362,7.1,20.7,13.9,13.0,2.0,2.0,13.3,24.8,,1.8,5.3,7.1,0.129,,-0.2,1.2,1.0,2.0
2004,26.0,NJN,NBA,PF,65.0,2252.0,18.7,0.528,0.028,0.327,7.0,25.3,16.2,13.7,2.3,2.8,14.0,25.0,,1.5,5.1,6.7,0.142,,0.1,1.8,1.9,2.2
2005,27.0,DEN,NBA,PF,70.0,2272.0,17.5,0.521,0.013,0.34,7.4,18.4,13.0,13.0,2.3,2.6,12.5,23.4,,1.7,3.6,5.3,0.111,,0.1,1.0,1.1,1.8
2006,28.0,DEN,NBA,PF,56.0,1546.0,16.7,0.533,0.037,0.283,7.1,19.4,13.3,8.8,1.4,2.5,9.6,21.6,,1.8,2.0,3.8,0.117,,-0.3,0.4,0.1,0.8
2007,29.0,DEN,NBA,PF,2.0,63.0,5.4,0.446,0.063,0.75,10.9,24.7,17.9,2.4,0.0,0.0,19.0,17.9,,-0.1,0.1,0.0,-0.036,,-5.7,-1.6,-7.3,-0.1
2008,30.0,DEN,NBA,PF,71.0,2159.0,14.7,0.553,0.016,0.303,5.4,17.5,11.6,6.3,2.0,2.8,10.3,17.4,,2.0,3.0,5.0,0.111,,-1.6,0.8,-0.8,0.6
2009,31.0,DEN,NBA,PF,66.0,2111.0,13.6,0.523,0.059,0.304,4.6,16.8,10.9,10.0,2.3,2.7,12.4,17.7,,0.9,3.1,4.0,0.09,,-1.2,1.5,0.3,1.2
2010,32.0,DEN,NBA,PF,58.0,1986.0,13.4,0.481,0.047,0.269,8.3,23.3,15.8,8.5,1.8,2.3,11.6,17.5,,0.4,2.8,3.3,0.079,,-1.4,0.5,-0.8,0.6
2011,33.0,DEN,NBA,PF,48.0,1233.0,14.1,0.526,0.025,0.199,6.5,20.9,13.9,13.6,1.8,2.2,13.0,16.4,,1.0,1.6,2.7,0.104,,-0.8,1.7,0.9,0.9
2012,34.0,LAC,NBA,PF,42.0,940.0,9.9,0.445,0.059,0.245,6.1,16.9,11.5,2.9,2.5,3.8,11.6,13.5,,-0.3,1.2,0.9,0.048,,-3.5,1.5,-2.1,0.0
2013,35.0,NYK,NBA,C,18.0,431.0,13.9,0.583,0.0,0.43,8.9,17.1,12.9,2.9,2.0,3.4,12.6,13.7,,0.6,0.6,1.2,0.128,,-1.5,0.4,-1.1,0.1
2014,36.0,NYK,NBA,PF,32.0,633.0,12.2,0.521,0.008,0.154,6.5,18.7,12.5,11.9,2.1,3.8,16.5,11.6,,0.5,0.7,1.2,0.09,,-2.2,2.1,0.0,0.3
2015,37.0,MIL,NBA,PF,11.0,104.0,10.0,0.437,0.0,0.091,6.7,14.2,10.5,7.0,2.5,4.9,11.6,11.2,,0.0,0.2,0.2,0.086,,-4.4,2.2,-2.2,0.0
