Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,2,1251,BOS,Boston Celtics,24.0,NBA,PG,76.0,2.0,1061.0,6.5,13.0,0.5,0.1,0.2,0.33,6.4,12.8,0.5,3.0,4.4,0.69,1.3,1.6,2.8,5.0,1.5,0.5,3.7,3.3,16.0
1981,2,1251,BOS,Boston Celtics,25.0,NBA,PG,82.0,10.0,1608.0,5.8,13.0,0.45,0.0,0.4,0.06,5.8,12.6,0.46,2.5,3.5,0.72,1.0,2.0,3.0,4.8,1.8,0.3,3.6,4.0,14.2
1982,2,1251,BOS,Boston Celtics,26.0,NBA,PG,82.0,31.0,1844.0,6.9,13.8,0.5,0.0,0.2,0.17,6.9,13.5,0.51,2.4,3.4,0.73,0.9,2.0,3.0,4.9,1.6,0.2,2.9,3.9,16.3
1983,2,1251,BOS,Boston Celtics,27.0,NBA,PG,82.0,9.0,1551.0,6.6,14.3,0.46,0.1,0.4,0.19,6.6,14.0,0.47,2.2,3.1,0.72,1.3,1.6,2.9,4.5,2.2,0.1,3.0,4.4,15.6
1984,2,1251,BOS,Boston Celtics,28.0,NBA,PG,78.0,78.0,2088.0,6.5,12.4,0.52,0.3,1.0,0.35,6.1,11.4,0.54,2.3,3.1,0.77,1.2,1.4,2.5,5.2,2.0,0.2,2.8,3.6,15.7
1985,21,1251,SEA,Seattle Supersonics,29.0,NBA,PG,79.0,78.0,2648.0,5.8,12.1,0.48,0.1,0.5,0.24,5.7,11.6,0.49,2.7,3.5,0.78,1.0,1.6,2.6,7.6,1.9,0.1,3.1,2.7,14.4
1986,21,1251,SEA,Seattle Supersonics,30.0,NBA,PG,82.0,82.0,2568.0,6.1,12.6,0.48,0.3,0.7,0.35,5.8,11.9,0.49,2.6,3.1,0.83,1.2,1.4,2.6,6.8,1.9,0.2,2.6,3.2,15.0
1987,31,1251,TOT,Total After Trade,31.0,NBA,PG,74.0,59.0,2045.0,5.2,11.9,0.44,0.3,1.4,0.25,4.9,10.5,0.47,3.3,4.0,0.83,0.9,2.2,3.1,8.3,1.8,0.2,3.0,3.7,14.2
1987,21,1251,SEA,Seattle Supersonics,31.0,NBA,PG,6.0,6.0,155.0,5.8,11.6,0.5,0.0,0.7,0.0,5.8,10.9,0.53,3.9,4.2,0.94,1.4,0.7,2.1,7.4,1.4,0.0,3.5,3.9,15.6
1987,20,1251,NYK,New York Knicks,31.0,NBA,PG,68.0,53.0,1890.0,5.2,11.9,0.44,0.4,1.4,0.26,4.8,10.5,0.46,3.3,4.0,0.82,0.8,2.3,3.2,8.4,1.8,0.2,3.0,3.6,14.1
1988,31,1251,TOT,Total After Trade,32.0,NBA,PG,75.0,5.0,1505.0,4.6,10.8,0.43,1.7,3.9,0.42,3.0,6.9,0.43,3.3,4.1,0.81,0.6,1.9,2.6,5.5,1.7,0.1,3.2,4.5,14.2
1988,20,1251,NYK,New York Knicks,32.0,NBA,PG,6.0,2.0,69.0,2.6,7.3,0.36,1.0,2.1,0.5,1.6,5.2,0.3,1.0,1.0,1.0,0.5,4.7,5.2,6.8,1.0,0.0,4.2,7.3,7.3
1988,23,1251,PHI,Philadelphia 76Ers,32.0,NBA,PG,69.0,3.0,1436.0,4.7,11.0,0.43,1.7,4.0,0.42,3.1,7.0,0.44,3.4,4.2,0.81,0.7,1.8,2.4,5.5,1.7,0.1,3.1,4.3,14.6
1989,23,1251,PHI,Philadelphia 76Ers,33.0,NBA,PG,65.0,0.0,986.0,5.3,12.7,0.41,1.2,3.9,0.31,4.1,8.8,0.46,3.8,4.6,0.82,0.6,1.9,2.5,5.1,1.5,0.1,2.7,4.4,15.5
1990,31,1251,TOT,Total After Trade,34.0,NBA,PG,57.0,0.0,464.0,4.1,8.5,0.49,1.3,2.9,0.45,2.8,5.5,0.51,0.9,1.2,0.8,0.9,2.5,3.3,5.7,1.2,0.2,1.9,3.9,10.5
1990,17,1251,MIL,Milwaukee Bucks,34.0,NBA,PG,11.0,0.0,129.0,3.1,7.3,0.42,0.8,2.0,0.43,2.2,5.3,0.42,0.6,0.6,1.0,0.8,2.5,3.3,3.6,2.2,0.0,2.2,3.9,7.5
1990,9,1251,DET,Detroit Pistons,34.0,NBA,PG,46.0,0.0,335.0,4.5,8.9,0.51,1.5,3.3,0.45,3.0,5.6,0.54,1.1,1.4,0.77,0.9,2.5,3.3,6.6,0.9,0.2,1.7,3.9,11.6
