Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,18.0,TOR,NBA,SF,64.0,17.0,1179.0,5.5,12.2,0.45,0.4,1.3,0.341,5.0,10.9,0.462,2.4,3.4,0.712,3.2,5.0,8.2,3.0,1.5,1.9,2.0,2.6,13.8
1999,19.0,TOR,NBA,SF,49.0,2.0,1106.0,5.5,12.5,0.436,0.3,1.1,0.229,5.2,11.4,0.457,3.7,5.1,0.726,3.9,5.1,9.0,3.7,1.7,2.1,2.6,3.1,14.9
2001,21.0,ORL,NBA,SG,77.0,77.0,3087.0,9.2,20.1,0.457,0.7,1.9,0.355,8.5,18.2,0.468,5.0,6.8,0.733,2.2,4.5,6.8,4.1,1.4,1.4,2.3,1.9,24.1
2002,22.0,ORL,NBA,SG,76.0,76.0,2912.0,8.8,19.6,0.451,1.3,3.5,0.364,7.6,16.1,0.47,5.1,6.9,0.748,1.9,5.5,7.4,4.9,1.5,0.9,2.3,1.7,24.1
2003,23.0,ORL,NBA,SG,75.0,74.0,2954.0,10.1,22.1,0.457,2.1,5.5,0.386,8.0,16.6,0.481,7.0,8.8,0.793,1.5,4.5,5.9,5.0,1.5,0.7,2.4,1.9,29.3
2004,24.0,ORL,NBA,SG,67.0,67.0,2675.0,8.8,21.1,0.417,2.3,6.9,0.339,6.4,14.2,0.455,5.4,6.7,0.796,1.3,4.1,5.4,5.0,1.3,0.6,2.4,1.7,25.3
2005,25.0,HOU,NBA,SF,78.0,78.0,3182.0,8.1,18.8,0.431,1.6,4.9,0.326,6.5,13.9,0.468,4.9,6.3,0.774,0.8,4.7,5.5,5.1,1.5,0.6,2.3,1.9,22.7
2006,26.0,HOU,NBA,SF,47.0,47.0,1745.0,8.5,20.9,0.406,1.5,4.8,0.312,7.0,16.0,0.434,5.2,7.0,0.747,0.9,5.4,6.3,4.6,1.2,0.8,2.5,1.8,23.7
2007,27.0,HOU,NBA,SG,71.0,71.0,2539.0,9.0,21.0,0.431,1.8,5.4,0.331,7.3,15.6,0.466,4.9,6.9,0.707,0.8,4.6,5.4,6.5,1.3,0.5,3.0,1.9,24.8
2008,28.0,HOU,NBA,SG,66.0,62.0,2440.0,8.1,19.3,0.419,1.3,4.4,0.292,6.8,14.9,0.457,3.6,5.3,0.684,0.6,4.4,5.0,5.7,1.0,0.4,2.4,1.3,21.1
2009,29.0,HOU,NBA,SG,35.0,35.0,1181.0,5.7,14.8,0.388,1.3,3.6,0.376,4.4,11.2,0.391,3.8,4.8,0.801,0.6,4.1,4.7,5.3,1.3,0.5,2.1,1.2,16.6
2010,30.0,TOT,NBA,SG,30.0,24.0,673.0,4.9,12.6,0.387,0.9,3.4,0.25,4.0,9.1,0.439,2.5,3.4,0.746,1.2,3.9,5.0,5.3,0.8,0.7,2.4,2.1,13.1
2010,30.0,HOU,NBA,SG,6.0,0.0,46.0,5.5,14.9,0.368,0.8,1.6,0.5,4.7,13.3,0.353,3.1,4.7,0.667,0.0,3.9,3.9,4.7,0.0,1.6,0.8,1.6,14.9
2010,30.0,NYK,NBA,SG,24.0,24.0,627.0,4.8,12.4,0.389,0.9,3.6,0.242,4.0,8.8,0.448,2.5,3.3,0.754,1.3,3.8,5.1,5.3,0.9,0.7,2.5,2.2,13.0
2011,31.0,DET,NBA,SG,72.0,39.0,1686.0,4.8,11.0,0.442,0.6,1.9,0.341,4.2,9.1,0.462,1.9,2.8,0.698,1.0,4.3,5.4,5.4,1.4,0.7,2.2,2.2,12.3
2012,32.0,ATL,NBA,SF,52.0,0.0,837.0,4.3,9.9,0.437,0.6,1.4,0.455,3.7,8.5,0.434,2.4,3.6,0.675,1.0,5.6,6.6,4.7,0.7,0.6,2.3,1.5,11.7
