Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1997,8,1943,DEN,Denver Nuggets,Jeff McInnis,1974-10-22,22.0,NBA,PG,13.0,0.0,117.0,10.2,21.8,0.47,5.3,11.5,0.46,4.9,10.2,0.48,3.1,4.4,0.7,0.9,1.8,2.7,8.0,0.9,0.4,5.8,7.1,28.9,107.0,116.0
1999,30,1943,WAS,Washington Wizards,Jeff McInnis,1974-10-22,24.0,NBA,PG,35.0,6.0,427.0,6.3,16.8,0.37,1.1,4.4,0.26,5.1,12.4,0.41,2.6,3.5,0.75,1.1,1.5,2.6,9.1,2.4,0.1,3.8,4.5,16.3,94.0,107.0
2000,13,1943,LAC,Los Angeles Clippers,Jeff McInnis,1974-10-22,25.0,NBA,PG,25.0,10.0,597.0,6.8,15.9,0.43,0.6,1.8,0.33,6.2,14.1,0.44,1.1,1.5,0.76,1.5,4.6,6.2,7.6,1.3,0.2,2.3,4.7,15.4,101.0,113.0
2001,13,1943,LAC,Los Angeles Clippers,Jeff McInnis,1974-10-22,26.0,NBA,PG,81.0,81.0,2831.0,8.2,17.6,0.46,1.0,2.7,0.36,7.2,14.9,0.48,2.5,3.0,0.81,0.8,3.4,4.2,8.5,1.4,0.1,2.1,3.8,19.8,112.0,108.0
2002,13,1943,LAC,Los Angeles Clippers,Jeff McInnis,1974-10-22,27.0,NBA,PG,81.0,80.0,3030.0,8.1,19.7,0.41,1.3,4.1,0.32,6.8,15.6,0.44,3.2,3.9,0.84,0.8,3.0,3.7,8.8,1.1,0.1,2.6,3.6,20.8,107.0,111.0
2003,25,1943,POR,Portland Trail Blazers,Jeff McInnis,1974-10-22,28.0,NBA,PG,75.0,1.0,1311.0,7.7,17.3,0.44,0.2,1.4,0.17,7.5,15.9,0.47,2.0,2.7,0.75,0.9,3.1,4.0,7.0,0.9,0.1,3.1,4.8,17.7,99.0,108.0
2004,31,1943,TOT,Total After Trade,Jeff McInnis,1974-10-22,29.0,NBA,"PG,SG",70.0,57.0,2365.0,7.7,17.2,0.45,1.1,2.9,0.36,6.6,14.2,0.46,2.6,3.3,0.8,0.8,3.3,4.0,9.9,1.7,0.1,2.8,3.7,19.0,109.0,108.0
2004,25,1943,POR,Portland Trail Blazers,Jeff McInnis,1974-10-22,29.0,NBA,SG,39.0,26.0,1269.0,8.6,18.3,0.47,0.7,2.1,0.32,7.9,16.2,0.49,2.5,3.3,0.76,0.7,3.4,4.1,8.6,1.6,0.1,2.7,4.1,20.4,109.0,109.0
2004,6,1943,CLE,Cleveland Cavaliers,Jeff McInnis,1974-10-22,29.0,NBA,PG,31.0,31.0,1096.0,6.7,16.0,0.42,1.5,3.9,0.39,5.2,12.1,0.43,2.7,3.2,0.84,0.8,3.1,4.0,11.3,1.7,0.2,2.8,3.3,17.5,109.0,108.0
2005,6,1943,CLE,Cleveland Cavaliers,Jeff McInnis,1974-10-22,30.0,NBA,PG,76.0,69.0,2651.0,7.6,18.5,0.41,1.8,5.3,0.34,5.8,13.1,0.44,2.6,3.2,0.81,0.6,2.5,3.2,7.9,1.1,0.0,2.4,3.6,19.7,108.0,111.0
2006,3,1943,NJN,New Jersey Nets,Jeff McInnis,1974-10-22,31.0,NBA,SG,28.0,1.0,486.0,6.9,15.7,0.44,0.3,1.8,0.19,6.6,14.0,0.47,2.2,3.2,0.69,1.2,4.3,5.5,5.7,1.2,0.2,3.2,4.1,16.4,93.0,105.0
2007,4,1943,CHA,Charlotte Bobcats,Jeff McInnis,1974-10-22,32.0,NBA,PG,38.0,3.0,702.0,5.3,13.4,0.39,0.1,0.6,0.12,5.2,12.9,0.4,1.6,2.4,0.69,1.0,3.6,4.6,9.2,1.0,0.0,3.1,5.4,12.3,93.0,112.0
2008,4,1943,CHA,Charlotte Bobcats,Jeff McInnis,1974-10-22,33.0,NBA,PG,54.0,26.0,1410.0,4.0,9.2,0.43,0.1,0.7,0.16,3.9,8.5,0.46,0.9,1.1,0.77,0.6,3.0,3.6,8.2,0.9,0.1,2.8,4.4,9.0,97.0,114.0
