Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1971-72,21.0,VIR,ABA,SF,84.0,,3513.0,910.0,1826.0,0.498,3.0,16.0,0.188,907.0,1810.0,0.501,0.499,467.0,627.0,0.745,476.0,843.0,1319.0,335.0,,,342.0,264.0,2290.0,,
1972-73,22.0,VIR,ABA,SF,71.0,,2993.0,894.0,1804.0,0.496,5.0,24.0,0.208,889.0,1780.0,0.499,0.497,475.0,612.0,0.776,262.0,605.0,867.0,298.0,181.0,127.0,326.0,197.0,2268.0,,
1973-74,23.0,NYA,ABA,SF,84.0,,3398.0,914.0,1785.0,0.512,17.0,43.0,0.395,897.0,1742.0,0.515,0.517,454.0,593.0,0.766,263.0,636.0,899.0,434.0,190.0,204.0,341.0,270.0,2299.0,,
1974-75,24.0,NYA,ABA,SF,84.0,,3402.0,914.0,1806.0,0.506,29.0,87.0,0.333,885.0,1719.0,0.515,0.514,486.0,608.0,0.799,284.0,630.0,914.0,462.0,186.0,157.0,301.0,256.0,2343.0,,
1975-76,25.0,NYA,ABA,SF,84.0,,3244.0,949.0,1873.0,0.507,34.0,103.0,0.33,915.0,1770.0,0.517,0.516,530.0,662.0,0.801,337.0,588.0,925.0,423.0,207.0,160.0,307.0,221.0,2462.0,,
1976-77,26.0,PHI,NBA,SF,82.0,77.0,2940.0,685.0,1373.0,0.499,,,,685.0,1373.0,0.499,0.499,400.0,515.0,0.777,192.0,503.0,695.0,306.0,159.0,113.0,,251.0,1770.0,,0.0
1977-78,27.0,PHI,NBA,SF,74.0,68.0,2429.0,611.0,1217.0,0.502,,,,611.0,1217.0,0.502,0.502,306.0,362.0,0.845,179.0,302.0,481.0,279.0,135.0,97.0,238.0,207.0,1528.0,,0.0
1978-79,28.0,PHI,NBA,SF,78.0,76.0,2802.0,715.0,1455.0,0.491,,,,715.0,1455.0,0.491,0.491,373.0,501.0,0.745,198.0,366.0,564.0,357.0,133.0,100.0,315.0,207.0,1803.0,,0.0
1979-80,29.0,PHI,NBA,SF,78.0,78.0,2812.0,838.0,1614.0,0.519,4.0,20.0,0.2,834.0,1594.0,0.523,0.52,420.0,534.0,0.787,215.0,361.0,576.0,355.0,170.0,140.0,284.0,208.0,2100.0,,1.0
1980-81,30.0,PHI,NBA,SF,82.0,82.0,2874.0,794.0,1524.0,0.521,4.0,18.0,0.222,790.0,1506.0,0.525,0.522,422.0,536.0,0.787,244.0,413.0,657.0,364.0,173.0,147.0,266.0,233.0,2014.0,,0.0
1981-82,31.0,PHI,NBA,SF,81.0,81.0,2789.0,780.0,1428.0,0.546,3.0,11.0,0.273,777.0,1417.0,0.548,0.547,411.0,539.0,0.763,220.0,337.0,557.0,319.0,161.0,141.0,214.0,229.0,1974.0,,0.0
1982-83,32.0,PHI,NBA,SF,72.0,72.0,2421.0,605.0,1170.0,0.517,2.0,7.0,0.286,603.0,1163.0,0.518,0.518,330.0,435.0,0.759,173.0,318.0,491.0,263.0,112.0,131.0,196.0,202.0,1542.0,,0.0
1983-84,33.0,PHI,NBA,SF,77.0,77.0,2683.0,678.0,1324.0,0.512,7.0,21.0,0.333,671.0,1303.0,0.515,0.515,364.0,483.0,0.754,190.0,342.0,532.0,309.0,141.0,139.0,230.0,217.0,1727.0,,0.0
1984-85,34.0,PHI,NBA,SF,78.0,78.0,2535.0,610.0,1236.0,0.494,3.0,14.0,0.214,607.0,1222.0,0.497,0.495,338.0,442.0,0.765,172.0,242.0,414.0,233.0,135.0,109.0,208.0,199.0,1561.0,,0.0
1985-86,35.0,PHI,NBA,SF,74.0,74.0,2474.0,521.0,1085.0,0.48,9.0,32.0,0.281,512.0,1053.0,0.486,0.484,289.0,368.0,0.785,169.0,201.0,370.0,248.0,113.0,82.0,214.0,196.0,1340.0,,0.0
1986-87,36.0,PHI,NBA,SF,60.0,60.0,1918.0,400.0,850.0,0.471,14.0,53.0,0.264,386.0,797.0,0.484,0.479,191.0,235.0,0.813,115.0,149.0,264.0,191.0,76.0,94.0,158.0,137.0,1005.0,,0.0
