NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
20,Ron Anderson,SF,6-7,215,1958-10-15,US,5,Fresno State
34,Charles Barkley,SF,6-6,252,1963-02-20,US,5,Auburn
1,Scott Brooks,PG,5-11,165,1965-07-31,US,1,"TCU, University of California, Irvine"
7,Lanard Copeland,SG,6-6,190,1965-07-16,US,R,Georgia State University
12,Johnny Dawkins,PG,6-2,165,1963-09-28,US,3,Duke
8,Corey Gaines,SG,6-3,195,1965-06-01,US,1,"UCLA, Loyola Marymount"
42,Mike Gminski,C,6-11,250,1959-08-03,US,9,Duke
33,Hersey Hawkins,SG,6-3,190,1966-09-29,US,1,Bradley
30,Lewis Lloyd,SG,6-6,205,1959-02-22,US,6,Drake University
44,Rick Mahorn,PF,6-10,240,1958-09-21,US,9,Hampton
40,Kurt Nimphius,C,6-10,218,1958-03-13,US,7,Arizona State
21,Kenny Payne,SF,6-8,195,1966-11-25,US,R,Louisville
14,Dexter Shouse,PG,6-2,200,1963-03-24,US,R,University of South Alabama
18,Derek Smith,SF,6-6,205,1961-11-01,US,7,Louisville
23,Bob Thornton,PF,6-10,225,1962-07-10,US,4,"University of California, Irvine"
31,Jay Vincent,SF,6-7,220,1959-06-10,US,8,Michigan State
