NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
41,Thurl Bailey,SF,6-11,215,1961-04-07,US,6,NC State
40,Mike Brown,C,6-9,257,1963-07-19,US,3,George Washington
24,Raymond Brown,PF,6-8,220,1965-07-05,US,R,"Mississippi State, Idaho"
53,Mark Eaton,C,7-4,275,1957-01-24,US,7,UCLA
30,Blue Edwards,SF,6-4,200,1965-10-31,US,R,East Carolina University
35,Darrell Griffith,SG,6-4,190,1958-06-16,US,8,Louisville
20,Bob Hansen,SG,6-6,190,1961-01-18,US,6,Iowa
15,Eric Johnson,PG,6-2,205,1966-02-07,US,R,"Baylor, Nebraska"
14,Nate Johnston,SF,6-8,210,1966-12-18,US,R,University of Tampa
45,Eric Leckner,C,6-11,265,1966-05-27,US,1,Wyoming
25,Jim Les,PG,5-11,165,1963-08-18,US,1,"Cleveland State University, Bradley"
32,Karl Malone,PF,6-9,250,1963-07-24,US,4,Louisiana Tech
44,José Ortiz,PF,6-10,225,1963-10-25,PR,1,Oregon State
11,Delaney Rudd,PG,6-2,180,1962-11-08,US,R,Wake Forest
12,John Stockton,PG,6-1,170,1962-03-26,US,5,Gonzaga
