NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
54,Greg Dreiling,C,7-1,250,1962-11-07,US,3,"Wichita State, Kansas"
10,Vern Fleming,PG,6-5,185,1962-02-04,US,5,Georgia
12,Rickey Green,PG,6-0,170,1954-08-18,US,11,Michigan
20,George McCloud,SF,6-6,205,1967-05-27,US,R,Florida State
31,Reggie Miller,SG,6-7,185,1965-08-24,US,2,UCLA
42,Calvin Natt,SF,6-6,220,1957-01-08,US,10,Louisiana-Monroe
23,Dyron Nix,SF,6-7,210,1967-02-11,US,R,Tennessee
45,Chuck Person,SF,6-8,220,1964-06-27,US,3,Auburn
33,Mike Sanders,SF,6-6,210,1960-05-07,US,7,UCLA
11,Detlef Schrempf,PF,6-10,235,1963-01-21,DE,4,Washington
24,Rik Smits,C,7-4,250,1966-08-23,NL,1,Marist College
41,LaSalle Thompson,C,6-10,245,1961-06-23,US,7,Texas
14,Randy Wittman,SF,6-6,210,1959-10-28,US,6,Indiana
