Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2008,15,MEM,Memphis Grizzlies,Rudy Gay,21.0,81.0,3000.0,0.46,0.51,0.35,0.51,0.78,0.55,0.23,0.29,101.0,105.0,96.0,103.0,104.0,101.0,76.0,129.0,36.0,17.7
2008,15,MEM,Memphis Grizzlies,Mike Miller,27.0,70.0,2474.0,0.5,0.56,0.43,0.6,0.77,0.62,0.26,0.44,110.0,115.0,119.0,120.0,102.0,116.0,84.0,196.0,163.3,155.9
2008,15,MEM,Memphis Grizzlies,Juan Carlos Navarro,27.0,82.0,2117.0,0.4,0.46,0.36,0.5,0.85,0.54,0.19,0.56,88.0,94.0,100.0,101.0,112.0,100.0,62.0,254.0,10.0,-1.1
2008,15,MEM,Memphis Grizzlies,Hakim Warrick,25.0,75.0,1754.0,0.5,0.52,0.27,0.51,0.7,0.56,0.4,0.07,110.0,107.0,75.0,103.0,93.0,103.0,130.0,33.0,19.4,22.8
2008,15,MEM,Memphis Grizzlies,Kyle Lowry,21.0,82.0,2089.0,0.43,0.49,0.26,0.46,0.7,0.53,0.59,0.24,95.0,100.0,71.0,93.0,92.0,98.0,192.0,106.0,-40.9,-14.1
2008,15,MEM,Memphis Grizzlies,Pau Gasol,27.0,39.0,1433.0,0.5,0.51,0.27,0.5,0.82,0.57,0.39,0.03,110.0,105.0,74.0,101.0,108.0,105.0,126.0,12.0,7.9,34.0
2008,15,MEM,Memphis Grizzlies,Darko Miliaic,22.0,70.0,1663.0,0.44,0.44,0.0,0.44,0.55,0.46,0.24,0.0,96.0,91.0,,88.0,73.0,84.0,79.0,1.0,-59.4,-92.8
2008,15,MEM,Memphis Grizzlies,Mike Conley,20.0,53.0,1381.0,0.43,0.45,0.33,0.46,0.73,0.5,0.28,0.21,94.0,94.0,91.0,93.0,97.0,93.0,91.0,93.0,-31.7,-38.0
2008,15,MEM,Memphis Grizzlies,Stromile Swift,28.0,35.0,549.0,0.52,0.53,0.0,0.52,0.64,0.56,0.46,0.01,115.0,110.0,,106.0,85.0,104.0,150.0,5.0,9.9,8.2
2008,15,MEM,Memphis Grizzlies,Damon Stoudamire,34.0,29.0,624.0,0.4,0.41,0.38,0.49,0.81,0.51,0.13,0.48,87.0,85.0,106.0,98.0,107.0,95.0,44.0,218.0,-3.0,-11.0
2008,15,MEM,Memphis Grizzlies,Javaris Crittenton,20.0,28.0,508.0,0.4,0.43,0.26,0.42,0.7,0.48,0.42,0.19,87.0,89.0,73.0,85.0,92.0,89.0,138.0,85.0,-26.1,-24.6
2008,15,MEM,Memphis Grizzlies,Brian Cardinal,30.0,37.0,440.0,0.34,0.4,0.31,0.44,0.68,0.46,0.15,0.64,75.0,83.0,85.0,89.0,91.0,85.0,49.0,289.0,-14.3,-21.2
2008,15,MEM,Memphis Grizzlies,Casey Jacobsen,26.0,53.0,547.0,0.34,0.54,0.22,0.41,0.76,0.44,0.15,0.63,74.0,110.0,61.0,82.0,101.0,81.0,48.0,282.0,-20.4,-25.3
2008,15,MEM,Memphis Grizzlies,Andre Brown,26.0,33.0,286.0,0.5,0.5,,0.5,0.45,0.5,0.63,0.0,109.0,103.0,,101.0,59.0,93.0,205.0,,0.4,-7.6
2008,15,MEM,Memphis Grizzlies,Jason Collins,29.0,31.0,488.0,0.51,0.52,0.0,0.51,0.53,0.53,0.64,0.02,111.0,107.0,,102.0,70.0,98.0,210.0,8.0,1.3,-1.8
2008,15,MEM,Memphis Grizzlies,Kwame Brown,25.0,15.0,204.0,0.49,0.49,,0.49,0.41,0.48,0.87,0.0,107.0,101.0,,98.0,55.0,89.0,285.0,,-0.8,-6.3
2008,15,MEM,Memphis Grizzlies,Bobby Jones,24.0,9.0,137.0,0.39,0.48,0.23,0.43,0.9,0.5,0.28,0.36,85.0,99.0,64.0,87.0,119.0,92.0,91.0,163.0,-4.8,-3.7
2008,15,MEM,Memphis Grizzlies,Tarence Kinsey,23.0,11.0,96.0,0.42,0.42,0.43,0.46,0.83,0.49,0.16,0.18,92.0,87.0,118.0,93.0,110.0,91.0,52.0,83.0,-2.8,-3.9
2008,15,MEM,Memphis Grizzlies,Jeremy Richardson,23.0,3.0,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.33,,,,,,,,150.0,-6.0,-6.5
2008,15,MEM,Memphis Grizzlies,Team,,,,0.45,0.49,0.35,0.5,0.72,0.54,0.3,0.3,99.0,102.0,97.0,101.0,96.0,100.0,96.0,133.0,59.4,-7.5
2008,15,MEM,Memphis Grizzlies,League Average,,,,0.46,0.48,0.36,0.5,0.76,0.54,0.31,0.22,,,,,,,,,,
