Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2009,23.0,SAS,NBA,PF,19.0,208.0,7.6,0.375,0.631,0.154,7.0,16.4,11.7,12.1,1.3,0.4,9.2,17.8,,-0.3,0.3,0.0,0.01,,-3.6,-0.3,-3.9,-0.1
2010,24.0,TOT,NBA,PF,46.0,1427.0,13.6,0.531,0.339,0.298,6.5,18.7,12.5,8.6,1.1,1.7,8.3,16.6,,1.7,0.8,2.5,0.084,,-0.3,-1.3,-1.6,0.1
2010,24.0,POR,NBA,PF,2.0,4.0,-11.5,0.0,1.0,0.0,0.0,31.2,15.5,0.0,0.0,0.0,0.0,11.9,,0.0,0.0,0.0,-0.217,,-15.0,-2.6,-17.6,0.0
2010,24.0,GSW,NBA,PF,44.0,1423.0,13.7,0.532,0.337,0.299,6.5,18.6,12.5,8.6,1.1,1.7,8.3,16.6,,1.8,0.8,2.5,0.085,,-0.3,-1.3,-1.6,0.2
2011,25.0,MIN,NBA,SF,65.0,1362.0,13.3,0.585,0.367,0.419,7.3,17.0,12.0,8.9,1.0,1.6,11.7,13.1,,2.6,0.7,3.3,0.115,,0.1,0.0,0.0,0.7
2012,26.0,MIN,NBA,SF,51.0,882.0,8.3,0.504,0.555,0.302,6.2,13.0,9.6,3.8,1.0,1.5,14.5,12.2,,0.3,0.6,0.9,0.049,,-2.8,0.1,-2.6,-0.2
2013,27.0,ATL,NBA,SF,62.0,963.0,8.4,0.531,0.616,0.236,3.7,14.5,9.2,4.8,0.8,1.0,13.1,13.2,,0.3,0.9,1.2,0.059,,-2.5,-0.5,-3.1,-0.3
2014,28.0,CHA,NBA,PF,64.0,1298.0,11.0,0.605,0.805,0.134,2.9,11.8,7.3,5.0,0.8,0.9,6.6,12.4,,1.9,1.3,3.2,0.117,,0.1,-0.1,0.0,0.6
2015,29.0,TOT,NBA,PF,76.0,1432.0,11.1,0.569,0.738,0.176,3.7,14.5,9.0,6.3,0.9,0.9,10.8,14.7,,1.8,0.9,2.7,0.092,,-0.6,-0.8,-1.4,0.2
2015,29.0,PHO,NBA,PF,24.0,272.0,7.8,0.522,0.838,0.081,2.4,15.5,8.9,5.2,0.7,0.3,12.6,14.2,,0.1,0.2,0.2,0.04,,-1.3,-1.2,-2.5,0.0
2015,29.0,DET,NBA,PF,52.0,1160.0,11.8,0.58,0.715,0.197,4.1,14.3,9.0,6.5,0.9,1.0,10.3,14.8,,1.8,0.8,2.5,0.104,,-0.4,-0.7,-1.1,0.3
2016,30.0,DET,NBA,PF,72.0,1341.0,10.2,0.543,0.819,0.142,3.1,16.1,9.3,5.6,1.0,0.9,7.4,12.4,,1.5,1.3,2.8,0.1,,-0.1,0.5,0.4,0.8
2017,31.0,SAC,NBA,PF,65.0,1477.0,11.1,0.595,0.655,0.234,4.0,14.4,9.3,7.7,1.2,1.2,12.6,13.6,,1.5,0.8,2.3,0.075,,-0.1,-0.8,-1.0,0.4
2018,32.0,DET,NBA,PF,79.0,1757.0,13.9,0.663,0.773,0.282,3.1,12.3,7.6,7.5,0.9,1.1,9.9,14.8,,3.8,1.5,5.3,0.146,,1.2,-0.3,0.9,1.3
2019,33.0,MIN,NBA,PF,65.0,1079.0,8.6,0.571,0.83,0.232,1.5,16.2,8.8,5.5,0.8,1.7,11.2,12.5,,0.6,0.5,1.2,0.052,,-1.7,-0.7,-2.4,-0.1
2020,34.0,TOT,NBA,PF,55.0,872.0,7.0,0.513,0.797,0.159,4.1,14.3,9.3,6.0,1.0,1.1,14.9,11.1,,0.0,0.4,0.5,0.026,,-2.7,-0.5,-3.2,-0.3
2020,34.0,POR,NBA,PF,33.0,554.0,7.5,0.515,0.761,0.162,5.2,15.5,10.4,6.6,0.7,1.4,14.3,11.2,,0.2,0.2,0.4,0.031,,-2.3,-0.9,-3.3,-0.2
2020,34.0,SAC,NBA,PF,9.0,82.0,0.2,0.252,0.882,0.118,2.7,12.7,7.6,4.5,2.4,1.2,18.3,11.6,,-0.2,0.1,-0.2,-0.1,,-7.8,-1.0,-8.8,-0.1
2020,34.0,MEM,NBA,PF,13.0,236.0,8.0,0.602,0.854,0.167,2.3,12.3,7.4,5.3,1.4,0.4,14.9,10.7,,0.1,0.2,0.3,0.061,,-1.7,0.6,-1.2,0.0
