SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,5,CHI,Charles Oakley,23,3,3,129,19,50,0.38,2,4,0.5,17,46,0.37,0.4,20,24,0.83,17,29,46,6,4,1,8,13,60
1987,5,CHI,Michael Jordan,23,3,3,128,35,84,0.42,2,5,0.4,33,79,0.42,0.43,35,39,0.9,7,14,21,18,6,7,8,11,107
1987,5,CHI,Dave Corzine,30,3,3,122,10,22,0.46,0,0,,10,22,0.46,0.46,7,9,0.78,7,14,21,7,1,3,7,6,27
1987,5,CHI,John Paxson,26,3,3,87,11,22,0.5,3,7,0.43,8,15,0.53,0.57,1,1,1.0,0,3,3,11,2,0,5,9,26
1987,5,CHI,Gene Banks,27,3,3,79,13,22,0.59,0,0,,13,22,0.59,0.59,5,8,0.62,3,5,8,2,0,0,2,13,31
1987,5,CHI,Sedale Threatt,25,3,0,70,8,17,0.47,0,0,,8,17,0.47,0.47,4,4,1.0,2,3,5,16,1,0,2,11,20
1987,5,CHI,Brad Sellers,24,3,0,68,6,19,0.32,0,0,,6,19,0.32,0.32,3,3,1.0,2,5,7,3,0,1,1,8,15
1987,5,CHI,Elston Turner,27,3,0,25,4,5,0.8,0,0,,4,5,0.8,0.8,0,0,,1,1,2,1,2,0,0,3,8
1987,5,CHI,Granville Waiters,26,2,0,8,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,1,0,1,0
1987,5,CHI,Mike Brown,23,1,0,3,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,1,0,1,1,0
1987,5,CHI,Pete Myers,23,1,0,1,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0
