SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,10,GSW,Sleepy Floyd,26,10,10,414,77,152,0.51,13,28,0.46,64,124,0.52,0.55,47,51,0.92,9,21,30,102,18,2,35,24,214
1987,10,GSW,Joe Barry Carroll,28,10,10,334,74,163,0.45,0,1,0.0,74,162,0.46,0.45,41,51,0.8,16,49,65,19,14,25,31,42,189
1987,10,GSW,Larry Smith,29,10,10,329,43,81,0.53,0,0,,43,81,0.53,0.53,17,24,0.71,61,76,137,17,12,6,14,39,103
1987,10,GSW,Chris Mullin,23,10,10,262,49,98,0.5,3,4,0.75,46,94,0.49,0.52,12,16,0.75,2,13,15,23,9,2,16,31,113
1987,10,GSW,Purvis Short,29,10,2,253,57,123,0.46,0,2,0.0,57,121,0.47,0.46,32,36,0.89,12,21,33,27,12,2,21,34,146
1987,10,GSW,Terry Teagle,26,10,0,233,57,124,0.46,0,2,0.0,57,122,0.47,0.46,30,38,0.79,13,7,20,13,8,1,14,27,144
1987,10,GSW,Greg Ballard,32,10,0,179,26,48,0.54,4,10,0.4,22,38,0.58,0.58,3,4,0.75,18,22,40,19,8,0,9,16,59
1987,10,GSW,Rod Higgins,27,10,8,177,18,46,0.39,1,1,1.0,17,45,0.38,0.4,6,9,0.67,5,16,21,12,11,6,2,20,43
1987,10,GSW,Jerome Whitehead,30,10,0,100,9,27,0.33,0,0,,9,27,0.33,0.33,4,10,0.4,5,9,14,3,2,2,1,22,22
1987,10,GSW,Ben McDonald,24,5,0,45,1,11,0.09,0,2,0.0,1,9,0.11,0.09,0,0,,2,4,6,9,2,0,0,7,2
1987,10,GSW,Perry Moss,28,8,0,45,8,14,0.57,1,1,1.0,7,13,0.54,0.61,8,9,0.89,2,3,5,5,6,0,3,5,25
1987,10,GSW,Chris Washburn,21,5,0,29,3,7,0.43,0,0,,3,7,0.43,0.43,5,6,0.83,0,1,1,2,0,0,4,2,11
