Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches
1982,7,DAL,Dallas Mavericks,28,54,0.34,5th of 6,-4.48,98.5,-2.4,105.9,-1.0,110.4,3.5,,D. Motta (28-54)
