Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,11,HOU,Houston Rockets,James Harden,23,6,6,243,6.7,17.0,0.39,2.2,6.5,0.34,4.4,10.5,0.42,7.9,9.8,0.8,0.7,5.2,5.9,4.0,1.8,0.9,4.0,2.7,23.4,1182
2013,11,HOU,Houston Rockets,Chandler Parsons,24,6,6,238,6.4,14.1,0.45,2.4,6.1,0.4,3.9,8.0,0.49,1.4,2.1,0.64,1.1,4.8,5.9,3.3,0.2,0.3,2.7,2.9,16.5,2250
2013,11,HOU,Houston Rockets,Omer Asik,26,6,6,208,3.8,6.8,0.56,0.0,0.0,,3.8,6.8,0.56,5.2,8.1,0.64,3.6,8.0,11.6,0.5,0.5,1.7,2.1,3.8,12.8,114
2013,11,HOU,Houston Rockets,Patrick Beverley,24,6,5,200,5.0,11.7,0.43,1.4,4.3,0.33,3.6,7.4,0.49,1.3,1.3,1.0,2.0,4.0,5.9,3.1,1.3,0.7,1.1,4.3,12.8,235
2013,11,HOU,Houston Rockets,Francisco Garcia,31,6,3,164,4.8,11.0,0.44,3.7,8.1,0.46,1.1,2.9,0.38,0.7,1.1,0.6,0.7,3.7,4.4,2.0,0.9,1.1,0.9,4.6,14.0,989
2013,11,HOU,Houston Rockets,Carlos Delfino,30,5,0,120,4.5,12.0,0.38,3.3,9.3,0.36,1.2,2.7,0.44,1.2,1.2,1.0,0.3,3.3,3.6,3.0,0.9,0.3,1.5,3.0,13.5,724
2013,11,HOU,Houston Rockets,Jeremy Lin,24,4,3,84,2.6,10.3,0.25,0.9,5.1,0.17,1.7,5.1,0.33,0.9,0.9,1.0,0.0,3.4,3.4,3.4,0.9,0.4,3.4,3.9,6.9,1753
2013,11,HOU,Houston Rockets,Aaron Brooks,28,6,0,67,7.0,18.3,0.38,0.5,4.8,0.11,6.4,13.4,0.48,1.6,2.7,0.6,1.6,3.2,4.8,5.9,0.5,0.5,3.2,1.6,16.1,361
2013,11,HOU,Houston Rockets,Greg Smith,22,5,1,59,3.7,5.5,0.67,0.0,0.0,,3.7,5.5,0.67,3.7,7.3,0.5,4.3,3.7,7.9,0.0,1.2,1.2,2.4,5.5,11.0,2677
2013,11,HOU,Houston Rockets,Terrence Jones,21,2,0,35,4.1,10.3,0.4,0.0,2.1,0.0,4.1,8.2,0.5,0.0,3.1,0.0,5.1,10.3,15.4,1.0,0.0,1.0,1.0,2.1,8.2,1560
2013,11,HOU,Houston Rockets,James Anderson,23,2,0,18,2.0,10.0,0.2,0.0,6.0,0.0,2.0,4.0,0.5,0.0,0.0,,2.0,6.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,75
2013,11,HOU,Houston Rockets,Donatas Motiejunas,22,1,0,5,14.4,14.4,1.0,0.0,0.0,,14.4,14.4,1.0,7.2,7.2,1.0,7.2,0.0,7.2,0.0,0.0,0.0,0.0,0.0,36.0,2065
