Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1980,3.0,2469,NJN,New Jersey Nets,19.0,NBA,PF,70.0,,1661.0,391.0,833.0,0.47,1.0,4.0,0.25,390.0,829.0,0.47,0.47,168.0,242.0,0.69,174.0,332.0,506.0,98.0,61.0,34.0,137.0,178.0,951.0,,0.0
1981,3.0,2469,NJN,New Jersey Nets,20.0,NBA,PF,63.0,,1822.0,525.0,1070.0,0.49,1.0,1.0,1.0,524.0,1069.0,0.49,0.49,178.0,248.0,0.72,120.0,361.0,481.0,105.0,58.0,52.0,182.0,216.0,1229.0,,0.0
1982,31.0,2469,TOT,Total After Trade,21.0,NBA,PF,68.0,59.0,2175.0,518.0,1143.0,0.45,0.0,4.0,0.0,518.0,1139.0,0.46,0.45,222.0,313.0,0.71,174.0,435.0,609.0,120.0,88.0,103.0,149.0,222.0,1258.0,,0.0
1982,26.0,2469,KCK,Kansas City Kings,21.0,NBA,PF,38.0,30.0,1229.0,322.0,708.0,0.46,0.0,3.0,0.0,322.0,705.0,0.46,0.46,125.0,180.0,0.69,83.0,239.0,322.0,71.0,46.0,60.0,86.0,120.0,769.0,,0.0
1982,6.0,2469,CLE,Cleveland Cavaliers,21.0,NBA,PF,30.0,29.0,946.0,196.0,435.0,0.45,0.0,1.0,0.0,196.0,434.0,0.45,0.45,97.0,133.0,0.73,91.0,196.0,287.0,49.0,42.0,43.0,63.0,102.0,489.0,,0.0
1983,6.0,2469,CLE,Cleveland Cavaliers,22.0,NBA,PF,77.0,75.0,2601.0,587.0,1230.0,0.48,0.0,5.0,0.0,587.0,1225.0,0.48,0.48,213.0,301.0,0.71,190.0,666.0,856.0,145.0,61.0,58.0,224.0,272.0,1387.0,,0.0
1984,6.0,2469,CLE,Cleveland Cavaliers,23.0,NBA,C,73.0,70.0,2402.0,533.0,1185.0,0.45,1.0,2.0,0.5,532.0,1183.0,0.45,0.45,234.0,334.0,0.7,156.0,597.0,753.0,185.0,51.0,32.0,187.0,195.0,1301.0,,0.0
1985,,2469,WSB,None,24.0,NBA,PF,60.0,37.0,1870.0,422.0,896.0,0.47,1.0,3.0,0.33,421.0,893.0,0.47,0.47,158.0,213.0,0.74,141.0,405.0,546.0,149.0,51.0,47.0,161.0,187.0,1003.0,,0.0
1986,,2469,WSB,None,25.0,NBA,SF,78.0,78.0,2563.0,595.0,1255.0,0.47,1.0,4.0,0.25,594.0,1251.0,0.48,0.48,269.0,353.0,0.76,180.0,500.0,680.0,186.0,98.0,44.0,206.0,217.0,1460.0,,1.0
1987,23.0,2469,PHI,Philadelphia 76Ers,26.0,NBA,PF,55.0,30.0,1586.0,338.0,729.0,0.46,0.0,4.0,0.0,338.0,725.0,0.47,0.46,139.0,184.0,0.76,86.0,221.0,307.0,89.0,86.0,30.0,123.0,150.0,815.0,,0.0
1988,23.0,2469,PHI,Philadelphia 76Ers,27.0,NBA,SF,62.0,51.0,2110.0,483.0,1041.0,0.46,2.0,9.0,0.22,481.0,1032.0,0.47,0.46,210.0,293.0,0.72,116.0,289.0,405.0,131.0,79.0,39.0,161.0,192.0,1178.0,,0.0
1989,23.0,2469,PHI,Philadelphia 76Ers,28.0,NBA,SF,14.0,13.0,416.0,90.0,187.0,0.48,0.0,1.0,0.0,90.0,186.0,0.48,0.48,32.0,44.0,0.73,19.0,56.0,75.0,32.0,17.0,2.0,34.0,37.0,212.0,,0.0
1992,14.0,2469,LAL,Los Angeles Lakers,31.0,NBA,PF,9.0,0.0,78.0,11.0,27.0,0.41,0.0,1.0,0.0,11.0,26.0,0.42,0.41,7.0,8.0,0.88,7.0,12.0,19.0,9.0,5.0,0.0,7.0,4.0,29.0,,0.0
