SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019,9,DET,Luke Kennard,22,4,2,133,23,47,0.49,9,15,0.6,14,32,0.44,0.58,5,6,0.83,0,16,16,7,3,1,3,6,60
2019,9,DET,Wayne Ellington,31,4,4,131,11,35,0.31,7,22,0.32,4,13,0.31,0.41,2,2,1.0,3,12,15,5,3,0,2,4,31
2019,9,DET,Andre Drummond,25,4,4,127,24,54,0.44,0,1,0.0,24,53,0.45,0.44,9,21,0.43,20,32,52,9,6,5,11,17,57
2019,9,DET,Langston Galloway,27,4,0,110,11,34,0.32,9,25,0.36,2,9,0.22,0.46,0,0,,2,13,15,4,2,4,2,10,31
2019,9,DET,Reggie Jackson,28,4,4,108,28,65,0.43,9,21,0.43,19,44,0.43,0.5,6,7,0.86,5,8,13,28,3,0,5,12,71
2019,9,DET,Ish Smith,30,4,0,81,10,38,0.26,1,7,0.14,9,31,0.29,0.28,3,4,0.75,1,10,11,14,3,1,4,8,24
2019,9,DET,Thon Maker,21,4,2,69,7,26,0.27,0,12,0.0,7,14,0.5,0.27,8,9,0.89,4,5,9,4,0,4,3,14,22
2019,9,DET,Blake Griffin,29,2,2,58,18,39,0.46,6,13,0.46,12,26,0.46,0.54,7,7,1.0,4,8,12,12,2,0,6,9,49
2019,9,DET,Bruce Brown,22,4,2,57,5,14,0.36,1,5,0.2,4,9,0.44,0.39,2,2,1.0,1,7,8,2,2,1,2,8,13
2019,9,DET,Glenn Robinson,25,3,0,36,4,15,0.27,1,8,0.12,3,7,0.43,0.3,4,4,1.0,2,5,7,2,2,0,1,5,13
2019,9,DET,Zaza Pachulia,34,2,0,22,2,6,0.33,0,0,,2,6,0.33,0.33,1,2,0.5,1,8,9,0,0,0,1,3,5
2019,9,DET,Khyri Thomas,22,3,0,15,6,12,0.5,1,4,0.25,5,8,0.62,0.54,1,1,1.0,0,2,2,0,2,0,0,0,14
2019,9,DET,JosA CalderAn,37,3,0,10,0,0,,0,0,,0,0,,,0,0,,0,0,0,5,1,0,0,0,0
2019,9,DET,Jon Leuer,29,1,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,1,0.0,0,0,0,0,0,0,0,1,2
