Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,5,CHI,Chicago Bulls,82,240.6,40.0,84.4,0.47,6.4,17.1,0.37,33.6,67.3,0.5,16.8,22.5,0.75,15.1,30.0,45.1,26.1,8.7,4.0,13.5,19.7,103.1
1997,29,UTA,Utah Jazz,82,241.8,38.2,75.8,0.5,4.1,11.0,0.37,34.1,64.8,0.53,22.7,29.5,0.77,10.8,29.4,40.2,26.8,9.1,5.1,15.4,24.2,103.1
1997,24,PHO,Phoenix Suns,82,242.1,38.3,81.8,0.47,6.4,17.4,0.37,31.9,64.4,0.5,19.7,25.9,0.76,11.2,29.0,40.1,25.2,8.1,3.9,14.4,21.1,102.8
1997,21,SEA,Seattle Supersonics,82,241.2,36.5,78.2,0.47,6.8,19.3,0.35,29.7,58.9,0.5,21.0,28.0,0.75,12.3,27.7,40.0,23.5,11.0,4.7,15.0,22.0,100.9
1997,2,BOS,Boston Celtics,82,242.7,37.4,85.0,0.44,5.7,16.2,0.35,31.7,68.7,0.46,20.1,26.8,0.75,13.4,26.7,40.0,21.9,9.9,3.8,16.4,23.4,100.6
1997,11,HOU,Houston Rockets,82,242.1,37.0,79.1,0.47,8.2,22.4,0.36,28.9,56.6,0.51,18.3,24.3,0.76,11.3,31.3,42.6,24.5,8.4,4.2,16.6,19.6,100.6
1997,23,PHI,Philadelphia 76Ers,82,241.2,36.6,83.5,0.44,5.3,16.5,0.32,31.3,67.0,0.47,21.7,29.9,0.72,15.5,28.7,44.2,20.7,8.3,4.8,17.5,21.1,100.2
1997,14,LAL,Los Angeles Lakers,82,243.0,36.8,81.0,0.45,6.7,18.3,0.37,30.1,62.7,0.48,19.7,28.4,0.69,13.3,29.4,42.8,22.5,9.0,7.0,14.9,22.2,100.0
1997,10,GSW,Golden State Warriors,82,242.7,36.5,80.1,0.46,5.9,16.6,0.35,30.7,63.5,0.48,20.7,26.6,0.78,13.2,27.5,40.8,22.2,7.5,4.4,17.2,21.8,99.6
1997,30,WAB,Washington Bullets,82,242.1,39.1,81.4,0.48,4.0,12.2,0.33,35.1,69.2,0.51,17.1,24.1,0.71,12.3,29.5,41.8,23.4,8.7,4.9,15.7,22.1,99.4
