Season,Team ID,Team ABV,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,14,LAL,Los Angeles Lakers,82,241.8,38.4,79.7,0.48,6.1,17.3,0.35,32.3,62.5,0.52,22.7,33.5,0.68,13.2,30.1,43.3,24.5,9.0,6.8,15.3,22.7,105.5
1998,18,MIN,Minnesota Timberwolves,82,243.0,38.5,83.5,0.46,3.7,10.6,0.35,34.8,72.8,0.48,20.4,27.5,0.74,13.0,29.6,42.6,25.2,7.8,5.2,13.9,23.0,101.1
1998,29,UTA,Utah Jazz,82,241.2,36.5,74.5,0.49,3.0,8.2,0.37,33.5,66.4,0.5,24.9,32.2,0.77,11.7,29.3,41.1,25.2,7.9,5.0,15.4,23.9,101.0
1998,21,SEA,Seattle Supersonics,82,240.9,37.2,78.8,0.47,7.6,19.1,0.4,29.6,59.6,0.5,18.5,25.7,0.72,11.4,27.1,38.5,24.2,9.8,4.6,14.0,22.1,100.6
1998,3,NJN,New Jersey Nets,82,242.4,37.3,84.5,0.44,3.8,11.4,0.33,33.5,73.1,0.46,21.3,28.7,0.74,16.4,26.1,42.5,20.5,9.5,3.8,14.4,23.4,99.6
1998,24,PHO,Phoenix Suns,82,243.4,38.3,81.8,0.47,5.3,14.8,0.36,33.0,67.1,0.49,17.8,23.8,0.75,12.1,29.9,42.0,25.9,9.2,5.2,15.1,21.5,99.6
1998,11,HOU,Houston Rockets,82,241.8,35.9,79.4,0.45,7.0,20.4,0.34,28.9,59.1,0.49,19.9,25.9,0.77,12.0,28.7,40.7,21.9,8.4,3.6,15.8,20.2,98.8
1998,30,WAS,Washington Wizards,82,241.5,37.6,83.1,0.45,3.9,11.5,0.34,33.7,71.5,0.47,18.2,26.3,0.69,13.7,28.5,42.2,23.2,8.4,4.6,14.1,22.4,97.2
1998,5,CHI,Chicago Bulls,82,242.1,37.4,82.9,0.45,3.8,11.7,0.32,33.6,71.2,0.47,18.2,24.5,0.74,15.2,29.7,44.9,23.8,8.5,4.3,14.4,20.6,96.7
1998,4,CHO,Charlotte Hornets,82,241.2,36.2,77.4,0.47,4.2,11.0,0.38,32.0,66.3,0.48,20.0,26.7,0.75,12.0,28.5,40.6,23.7,8.4,3.8,15.2,21.4,96.6
