Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1987,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",22.0,NBA,PG,71,50,1972,143,301,0.48,0,7,0.0,143,294,0.49,0.48,87,141,0.62,101,230,331,583,125,45,155,238,373,0
1988,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",23.0,NBA,PG,82,82,2453,235,496,0.47,9,24,0.38,226,472,0.48,0.48,145,205,0.71,117,221,338,702,169,47,189,238,624,1
1989,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",24.0,NBA,PG,75,74,2341,199,485,0.41,15,70,0.21,184,415,0.44,0.43,119,189,0.63,143,245,388,696,156,42,211,236,532,2
1990,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",25.0,NBA,SG,82,69,2338,207,438,0.47,11,31,0.36,196,407,0.48,0.48,98,153,0.64,127,276,403,598,140,37,187,289,523,1
1991,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",26.0,NBA,SG,78,0,1434,132,305,0.43,17,48,0.35,115,257,0.45,0.46,57,93,0.61,71,180,251,371,104,20,122,211,338,0
1992,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",27.0,NBA,PG,72,30,1652,177,405,0.44,27,98,0.28,150,307,0.49,0.47,54,84,0.64,92,160,252,359,129,29,112,218,435,0
1993,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",28.0,NBA,PG,73,25,1977,213,459,0.46,25,65,0.38,188,394,0.48,0.49,95,134,0.71,84,222,306,384,173,33,139,240,546,0
1994,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",29.0,NBA,PG,73,8,1887,177,396,0.45,52,133,0.39,125,263,0.48,0.51,31,55,0.56,50,233,283,387,216,22,126,201,437,0
1995,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",30.0,NBA,PG,80,18,2070,166,397,0.42,53,155,0.34,113,242,0.47,0.48,34,58,0.59,65,237,302,421,165,53,126,275,419,0
1996,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",31.0,NBA,PG,55,14,1261,100,238,0.42,46,121,0.38,54,117,0.46,0.52,29,41,0.71,41,169,210,197,95,18,75,143,275,0
1997,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",32.0,NBA,PG,37,2,798,61,149,0.41,28,84,0.33,33,65,0.51,0.5,19,29,0.66,15,103,118,140,58,6,32,78,169,0
1998,21,1951,SEA,Seattle Supersonics,Nate McMillan,"August 3, 1964",33.0,NBA,SG,18,1,279,23,67,0.34,15,34,0.44,8,33,0.24,0.46,1,1,1.0,13,27,40,55,14,4,12,41,62,0
