Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2010,21,1375,OKC,Oklahoma City Thunder,20.0,NBA,PF,6.0,153.0,15.3,0.6,0.0,0.29,9.3,19.0,14.1,2.6,0.7,6.4,13.2,13.5,0.2,0.3,0.5,0.14,-1.0,2.0,0.9,0.1
2011,21,1375,OKC,Oklahoma City Thunder,21.0,NBA,PF,17.0,490.0,15.2,0.51,0.01,0.28,11.4,17.6,14.6,1.1,0.4,8.1,11.4,17.0,0.5,0.6,1.1,0.11,-1.6,0.8,-0.8,0.1
2012,21,1375,OKC,Oklahoma City Thunder,22.0,NBA,PF,20.0,569.0,18.9,0.56,0.02,0.23,10.1,14.1,12.1,3.4,1.0,8.6,5.9,15.3,1.4,0.5,1.8,0.16,0.9,1.5,2.4,0.6
2013,21,1375,OKC,Oklahoma City Thunder,23.0,NBA,PF,11.0,366.0,17.1,0.48,0.07,0.18,12.1,16.1,14.1,3.9,0.0,7.8,4.6,19.1,0.5,0.5,1.0,0.13,0.9,-0.1,0.8,0.3
2014,21,1375,OKC,Oklahoma City Thunder,24.0,NBA,PF,17.0,581.0,16.6,0.63,0.09,0.23,6.4,15.7,11.3,3.5,1.0,5.4,11.0,14.3,1.0,0.7,1.7,0.14,1.1,1.7,2.8,0.7
2016,21,1375,OKC,Oklahoma City Thunder,26.0,NBA,PF,18.0,602.0,15.3,0.63,0.42,0.12,4.3,16.4,10.5,2.5,1.2,3.1,5.0,13.0,1.4,0.7,2.0,0.16,2.1,1.5,3.6,0.9
2017,28,1375,TOR,Toronto Raptors,27.0,NBA,PF,10.0,307.0,14.4,0.53,0.29,0.1,3.6,21.9,12.8,8.4,0.7,5.1,7.5,22.4,0.0,0.4,0.4,0.06,-0.5,0.8,0.3,0.2
2018,28,1375,TOR,Toronto Raptors,28.0,NBA,PF,10.0,260.0,10.9,0.53,0.33,0.31,6.0,22.1,13.9,6.2,0.2,3.9,16.4,17.1,0.0,0.0,0.1,0.01,-1.7,-0.4,-2.2,0.0
2019,28,1375,TOR,Toronto Raptors,29.0,NBA,C,24.0,500.0,15.1,0.53,0.2,0.22,7.7,23.9,15.8,7.4,1.1,4.5,10.6,21.4,0.2,1.0,1.2,0.12,-1.6,1.2,-0.4,0.2
2020,28,1375,TOR,Toronto Raptors,30.0,NBA,C,11.0,251.0,25.2,0.7,0.41,0.13,7.1,29.9,18.3,9.4,0.4,6.0,9.4,22.5,0.8,0.5,1.3,0.25,5.2,2.6,7.7,0.6
