Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,21.0,2328,SEA,Seattle Supersonics,Olden Polynice,"November 21, 1964",23.0,NBA,C,82,0,13.2,1.4,3.1,0.465,0.0,0.0,0.0,1.4,3.1,0.468,0.465,1.2,1.9,0.639,1.5,2.5,4.0,0.4,0.4,0.3,1.0,2.6,4.1
1989,21.0,2328,SEA,Seattle Supersonics,Olden Polynice,"November 21, 1964",24.0,NBA,C,80,0,10.4,1.1,2.3,0.506,0.0,0.0,0.0,1.1,2.2,0.511,0.506,0.6,1.1,0.593,1.2,1.4,2.6,0.3,0.5,0.4,0.6,2.1,2.9
1990,21.0,2328,SEA,Seattle Supersonics,Olden Polynice,"November 21, 1964",25.0,NBA,C,79,7,13.7,2.0,3.7,0.54,0.0,0.0,0.5,2.0,3.6,0.54,0.542,0.6,1.3,0.475,1.6,2.2,3.8,0.2,0.3,0.3,0.4,2.4,4.6
1991,31.0,2328,TOT,Total After Trade,Olden Polynice,"November 21, 1964",26.0,NBA,C,79,30,26.5,4.0,7.1,0.56,0.0,0.0,0.0,4.0,7.1,0.561,0.56,1.8,3.2,0.579,2.8,4.2,7.0,0.5,0.5,0.4,1.1,2.4,9.8
1991,21.0,2328,SEA,Seattle Supersonics,Olden Polynice,"November 21, 1964",26.0,NBA,C,48,0,20.0,3.4,6.3,0.545,0.0,0.0,,3.4,6.3,0.545,0.545,1.4,2.4,0.588,2.4,3.3,5.6,0.3,0.5,0.4,1.1,2.0,8.3
1991,13.0,2328,LAC,Los Angeles Clippers,Olden Polynice,"November 21, 1964",26.0,NBA,C,31,30,36.5,4.9,8.4,0.579,0.0,0.0,0.0,4.9,8.4,0.581,0.579,2.5,4.5,0.572,3.4,5.7,9.1,0.8,0.5,0.4,1.1,3.2,12.3
1992,13.0,2328,LAC,Los Angeles Clippers,Olden Polynice,"November 21, 1964",27.0,NBA,C,76,65,24.1,3.2,6.2,0.519,0.0,0.0,0.0,3.2,6.2,0.52,0.519,1.6,2.6,0.622,2.6,4.5,7.1,0.6,0.6,0.3,1.1,2.2,8.1
1993,9.0,2328,DET,Detroit Pistons,Olden Polynice,"November 21, 1964",28.0,NBA,C,67,18,19.4,3.1,6.4,0.49,0.0,0.0,0.0,3.1,6.4,0.491,0.49,1.0,2.1,0.465,2.7,3.5,6.2,0.4,0.5,0.3,0.8,1.9,7.3
1994,31.0,2328,TOT,Total After Trade,Olden Polynice,"November 21, 1964",29.0,NBA,C,68,65,35.3,5.1,9.7,0.523,0.0,0.0,0.0,5.1,9.7,0.524,0.523,1.4,2.8,0.508,4.4,7.5,11.9,0.6,0.6,1.0,1.1,2.8,11.6
1994,9.0,2328,DET,Detroit Pistons,Olden Polynice,"November 21, 1964",29.0,NBA,C,37,36,36.5,6.0,11.0,0.547,0.0,0.0,0.0,6.0,10.9,0.548,0.547,1.1,2.5,0.457,4.0,8.3,12.3,0.6,0.6,1.0,1.3,2.9,13.1
1994,26.0,2328,SAC,Sacramento Kings,Olden Polynice,"November 21, 1964",29.0,NBA,C,31,29,33.9,4.0,8.3,0.484,0.0,0.0,0.0,4.0,8.2,0.486,0.484,1.8,3.2,0.556,4.9,6.5,11.4,0.6,0.6,1.0,0.9,2.6,9.8
1995,26.0,2328,SAC,Sacramento Kings,Olden Polynice,"November 21, 1964",30.0,NBA,C,81,81,31.3,4.6,8.5,0.544,0.0,0.0,1.0,4.6,8.5,0.543,0.545,1.5,2.4,0.639,3.4,5.5,9.0,0.8,0.6,0.6,1.4,2.9,10.8
1996,26.0,2328,SAC,Sacramento Kings,Olden Polynice,"November 21, 1964",31.0,NBA,C,81,80,30.1,5.3,10.1,0.527,0.0,0.0,0.333,5.3,10.1,0.528,0.528,1.5,2.5,0.601,3.2,6.3,9.4,0.7,0.6,0.8,1.6,3.1,12.2
1997,26.0,2328,SAC,Sacramento Kings,Olden Polynice,"November 21, 1964",32.0,NBA,C,82,82,35.3,5.4,11.8,0.457,0.0,0.1,0.0,5.4,11.7,0.46,0.457,1.7,3.1,0.562,3.3,6.1,9.4,2.2,0.6,1.0,2.0,3.6,12.5
1998,26.0,2328,SAC,Sacramento Kings,Olden Polynice,"November 21, 1964",33.0,NBA,C,70,25,20.8,3.6,7.7,0.459,0.0,0.0,0.0,3.6,7.7,0.46,0.459,0.7,1.6,0.452,2.5,3.8,6.3,1.5,0.5,0.6,1.4,2.3,7.9
1999,21.0,2328,SEA,Seattle Supersonics,Olden Polynice,"November 21, 1964",34.0,NBA,C,48,47,30.9,3.5,7.5,0.472,0.0,0.0,1.0,3.5,7.4,0.471,0.473,0.6,2.0,0.309,3.8,5.0,8.9,0.9,0.4,0.6,1.0,3.1,7.7
1900,29.0,2328,UTA,Utah Jazz,Olden Polynice,"November 21, 1964",35.0,NBA,C,82,79,22.2,2.5,4.9,0.51,0.0,0.0,0.5,2.5,4.8,0.51,0.511,0.3,1.1,0.311,2.0,3.5,5.5,0.5,0.4,1.0,0.9,3.2,5.3
2001,29.0,2328,UTA,Utah Jazz,Olden Polynice,"November 21, 1964",36.0,NBA,C,81,79,20.0,2.5,5.1,0.496,0.0,0.0,0.0,2.5,5.1,0.498,0.496,0.2,0.8,0.262,1.9,2.7,4.7,0.4,0.3,1.0,1.0,3.0,5.3
2004,13.0,2328,LAC,Los Angeles Clippers,Olden Polynice,"November 21, 1964",39.0,NBA,C,2,0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,0.5,1.0,0.5,0.5,0.0,2.0,1.0,0.0
