Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2004,1,739,ATL,Atlanta Hawks,Boris Diaw,"April 16, 1982",21.0,NBA,SG,76.0,37.0,1919.0,3.9,8.6,0.45,0.2,0.7,0.23,3.7,7.9,0.47,1.5,2.6,0.6,3.1,6.4,9.4,5.0,1.6,1.0,3.5,5.3,9.4,93.0,107.0
2005,1,739,ATL,Atlanta Hawks,Boris Diaw,"April 16, 1982",22.0,NBA,SG,66.0,25.0,1201.0,5.4,12.9,0.42,0.4,2.2,0.18,5.0,10.7,0.47,2.5,3.4,0.74,2.4,5.1,7.4,6.5,1.6,0.8,3.8,5.4,13.7,95.0,112.0
2006,24,739,PHO,Phoenix Suns,Boris Diaw,"April 16, 1982",23.0,NBA,PF,81.0,70.0,2874.0,7.8,14.9,0.53,0.1,0.5,0.27,7.7,14.3,0.54,3.0,4.1,0.73,2.8,7.0,9.7,8.8,1.0,1.5,3.3,4.5,18.8,115.0,106.0
2007,24,739,PHO,Phoenix Suns,Boris Diaw,"April 16, 1982",24.0,NBA,PF,73.0,59.0,2268.0,6.8,12.6,0.54,0.3,1.0,0.33,6.4,11.6,0.56,1.8,2.7,0.68,2.0,5.0,7.0,7.8,0.6,0.8,3.4,3.9,15.7,111.0,109.0
2008,24,739,PHO,Phoenix Suns,Boris Diaw,"April 16, 1982",25.0,NBA,PF,82.0,19.0,2308.0,6.6,13.9,0.48,0.3,0.9,0.32,6.3,13.0,0.49,2.1,2.8,0.74,2.1,6.0,8.1,6.8,1.3,0.8,3.3,3.6,15.6,103.0,109.0
2009,31,739,TOT,Total After Trade,Boris Diaw,"April 16, 1982",26.0,NBA,PF,81.0,59.0,2754.0,8.7,17.2,0.51,1.5,3.5,0.41,7.2,13.6,0.53,2.0,2.9,0.69,2.3,6.1,8.4,6.5,1.2,1.0,4.2,3.9,20.8,105.0,109.0
2009,24,739,PHO,Phoenix Suns,Boris Diaw,"April 16, 1982",26.0,NBA,PF,22.0,0.0,538.0,7.4,13.1,0.57,0.5,1.3,0.36,7.0,11.8,0.59,1.7,2.4,0.69,2.2,5.6,7.8,4.3,1.0,0.8,3.4,3.6,17.0,109.0,114.0
2009,4,739,CHA,Charlotte Bobcats,Boris Diaw,"April 16, 1982",26.0,NBA,PF,59.0,59.0,2216.0,9.0,18.2,0.5,1.7,4.1,0.42,7.3,14.1,0.52,2.0,3.0,0.69,2.3,6.2,8.5,7.0,1.2,1.1,4.4,4.0,21.8,105.0,107.0
2010,4,739,CHA,Charlotte Bobcats,Boris Diaw,"April 16, 1982",27.0,NBA,PF,82.0,82.0,2906.0,6.8,14.1,0.48,1.2,3.8,0.32,5.6,10.4,0.54,2.1,2.7,0.77,2.4,5.4,7.8,5.9,1.1,1.0,3.3,4.0,16.9,107.0,105.0
2011,4,739,CHA,Charlotte Bobcats,Boris Diaw,"April 16, 1982",28.0,NBA,PF,82.0,82.0,2778.0,7.3,14.9,0.49,1.5,4.4,0.34,5.8,10.6,0.55,1.6,2.4,0.68,2.0,6.0,8.0,6.5,1.4,0.9,3.2,3.7,17.8,107.0,109.0
