PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Alonzo Mourning,28,5,5,194,11.7,22.5,0.521,0.0,0.0,,11.7,22.5,0.521,9.9,15.1,0.653,2.2,10.5,12.6,1.2,2.5,4.3,3.7,5.9,33.3,,106,96
Tim Hardaway,32,5,5,182,4.9,18.4,0.268,1.6,8.2,0.2,3.3,10.2,0.32299999999999995,3.3,5.3,0.625,1.0,3.6,4.6,10.5,1.6,0.3,5.9,4.6,14.8,,75,107
Dan Majerle,33,5,5,152,2.0,10.2,0.192,2.0,8.7,0.22699999999999998,0.0,1.6,0.0,2.0,2.8,0.7140000000000001,1.2,10.2,11.4,2.4,2.0,0.8,1.2,5.9,7.9,,79,101
Jamal Mashburn,26,5,5,152,7.5,19.3,0.38799999999999996,2.4,5.5,0.429,5.1,13.8,0.371,2.4,3.5,0.667,1.6,3.5,5.1,3.9,0.8,0.0,3.9,4.3,19.7,,88,109
P.J. Brown,29,5,5,144,8.7,18.7,0.467,0.0,0.4,0.0,8.7,18.3,0.47700000000000004,3.7,4.2,0.9,5.8,7.1,12.9,2.1,0.8,0.8,1.2,7.1,21.2,,112,106
Terry Porter,35,5,0,139,6.5,13.8,0.469,1.3,5.2,0.25,5.2,8.6,0.6,5.2,6.5,0.8,1.3,6.9,8.2,6.5,1.3,0.0,3.4,3.4,19.4,,109,106
Clarence Weatherspoon,28,5,0,112,4.8,13.9,0.34600000000000003,0.0,0.0,,4.8,13.9,0.34600000000000003,5.9,9.1,0.647,2.1,9.1,11.2,1.1,3.7,0.5,1.6,4.3,15.5,,91,98
Voshon Lenard,25,4,0,57,12.6,23.1,0.545,9.4,14.7,0.643,3.1,8.4,0.375,4.2,4.2,1.0,0.0,1.0,1.0,3.1,0.0,1.0,1.0,4.2,38.8,,144,112
Keith Askins,31,4,0,27,0.0,8.9,0.0,0.0,6.6,0.0,0.0,2.2,0.0,0.0,0.0,,4.4,4.4,8.9,0.0,4.4,2.2,0.0,11.1,0.0,,34,98
Duane Causwell,30,4,0,20,3.0,6.0,0.5,0.0,0.0,,3.0,6.0,0.5,12.0,17.9,0.667,0.0,6.0,6.0,3.0,3.0,0.0,0.0,6.0,17.9,,144,103
Rex Walters,28,3,0,13,0.0,13.8,0.0,0.0,9.2,0.0,0.0,4.6,0.0,0.0,0.0,,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,,59,114
Mark Strickland,28,2,0,8,7.5,14.9,0.5,0.0,0.0,,7.5,14.9,0.5,14.9,14.9,1.0,7.5,14.9,22.4,0.0,7.5,0.0,7.5,0.0,29.9,,112,87
