PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Tim Duncan,22,17,17,733,11.0,21.6,0.511,0.0,0.2,0.0,11.0,21.4,0.516,8.2,11.0,0.748,4.2,10.7,15.0,3.7,1.0,3.5,4.0,3.8,30.3,,110,92
Avery Johnson,33,17,17,653,7.8,16.1,0.48700000000000004,0.1,0.3,0.33299999999999996,7.8,15.8,0.489,2.8,4.0,0.6809999999999999,0.8,2.8,3.6,10.9,1.7,0.1,4.3,2.6,18.5,,101,100
David Robinson,33,17,17,600,8.2,16.9,0.483,0.0,0.0,,8.2,16.9,0.483,8.5,11.8,0.722,3.4,12.4,15.7,4.0,2.6,3.7,3.7,5.7,24.8,,109,87
Sean Elliott,30,17,17,574,6.7,15.0,0.444,2.2,5.4,0.4,4.5,9.6,0.469,4.4,5.8,0.763,1.1,4.6,5.7,4.4,0.9,0.4,2.1,4.9,19.9,,113,100
Mario Elie,35,17,17,526,4.6,12.0,0.384,0.9,3.2,0.267,3.7,8.8,0.42700000000000005,4.4,5.2,0.8370000000000001,1.0,5.3,6.3,5.3,2.4,0.2,2.7,4.5,14.4,,101,97
Jaren Jackson,31,17,0,345,8.1,21.4,0.382,5.1,14.0,0.36,3.1,7.3,0.42200000000000004,1.5,2.1,0.6920000000000001,1.0,5.7,6.7,2.9,2.1,0.0,3.3,5.4,22.8,,94,97
Malik Rose,24,17,0,194,4.1,11.0,0.368,0.0,0.0,,4.1,11.0,0.368,5.2,7.5,0.6920000000000001,4.9,6.4,11.3,0.9,2.0,1.2,2.9,15.1,13.3,,95,95
Jerome Kersey,36,14,0,152,5.5,15.9,0.349,0.4,1.5,0.25,5.2,14.4,0.359,1.8,2.6,0.7140000000000001,3.7,7.4,11.1,1.5,2.2,0.4,2.2,7.0,13.3,,85,95
Antonio Daniels,23,15,0,106,4.8,11.1,0.429,2.1,3.2,0.667,2.7,8.0,0.33299999999999996,2.7,3.2,0.833,0.5,4.8,5.3,8.5,2.1,0.0,5.3,3.7,14.3,,95,98
Steve Kerr,33,11,0,97,4.6,17.4,0.267,1.7,7.5,0.231,2.9,9.9,0.294,2.9,3.5,0.833,1.7,3.5,5.2,4.6,1.2,0.0,2.3,2.9,13.9,,83,101
Will Perdue,33,12,0,86,3.9,7.2,0.545,0.0,0.0,,3.9,7.2,0.545,0.7,1.3,0.5,5.9,12.4,18.3,0.0,0.0,0.7,2.0,12.4,8.5,,107,95
Gerard King,26,8,0,14,8.0,16.1,0.5,0.0,0.0,,8.0,16.1,0.5,0.0,0.0,,0.0,16.1,16.1,4.0,0.0,4.0,4.0,8.0,16.1,,84,90
