Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,24,1838,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",21.0,NBA,SF,51.0,38.0,1260.0,222.0,471.0,0.47,4.0,22.0,0.18,218.0,449.0,0.49,0.48,72.0,85.0,0.85,105.0,227.0,332.0,69.0,38.0,53.0,51.0,113.0,520.0
2001,24,1838,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",22.0,NBA,SF,79.0,79.0,2857.0,557.0,1160.0,0.48,21.0,82.0,0.26,536.0,1078.0,0.5,0.49,234.0,289.0,0.81,220.0,628.0,848.0,160.0,132.0,108.0,129.0,211.0,1369.0
2002,24,1838,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",23.0,NBA,SF,81.0,81.0,3109.0,654.0,1395.0,0.47,48.0,122.0,0.39,606.0,1273.0,0.48,0.49,191.0,226.0,0.84,211.0,592.0,803.0,162.0,149.0,86.0,144.0,214.0,1547.0
2003,24,1838,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",24.0,NBA,SF,81.0,81.0,3373.0,662.0,1466.0,0.45,141.0,364.0,0.39,521.0,1102.0,0.47,0.5,251.0,295.0,0.85,199.0,574.0,773.0,198.0,185.0,95.0,157.0,208.0,1716.0
2004,24,1838,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",25.0,NBA,SF,79.0,79.0,3217.0,590.0,1341.0,0.44,90.0,265.0,0.34,500.0,1076.0,0.46,0.47,228.0,268.0,0.85,212.0,525.0,737.0,214.0,167.0,104.0,156.0,203.0,1498.0
2005,24,1838,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",26.0,NBA,PF,81.0,81.0,3146.0,613.0,1289.0,0.48,114.0,341.0,0.33,499.0,948.0,0.53,0.52,229.0,275.0,0.83,235.0,680.0,915.0,154.0,163.0,119.0,125.0,199.0,1569.0
2006,24,1838,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",27.0,NBA,PF,81.0,81.0,3263.0,716.0,1365.0,0.52,96.0,290.0,0.33,620.0,1075.0,0.58,0.56,241.0,298.0,0.81,249.0,710.0,959.0,143.0,160.0,137.0,125.0,223.0,1769.0
2007,24,1838,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",28.0,NBA,SF,80.0,80.0,3010.0,561.0,1071.0,0.52,80.0,252.0,0.32,481.0,819.0,0.59,0.56,201.0,248.0,0.81,172.0,613.0,785.0,134.0,156.0,122.0,114.0,216.0,1403.0
2008,31,1838,TOT,Total After Trade,Shawn Marion,"May 7, 1978",29.0,NBA,PF,63.0,62.0,2315.0,400.0,787.0,0.51,66.0,198.0,0.33,334.0,589.0,0.57,0.55,106.0,150.0,0.71,136.0,507.0,643.0,138.0,125.0,85.0,86.0,150.0,972.0
2008,24,1838,PHO,Phoenix Suns,Shawn Marion,"May 7, 1978",29.0,NBA,PF,47.0,47.0,1713.0,304.0,578.0,0.53,58.0,167.0,0.35,246.0,411.0,0.6,0.58,77.0,108.0,0.71,86.0,378.0,464.0,98.0,95.0,70.0,49.0,117.0,743.0
2008,16,1838,MIA,Miami Heat,Shawn Marion,"May 7, 1978",29.0,NBA,PF,16.0,15.0,602.0,96.0,209.0,0.46,8.0,31.0,0.26,88.0,178.0,0.49,0.48,29.0,42.0,0.69,50.0,129.0,179.0,40.0,30.0,15.0,37.0,33.0,229.0
2009,31,1838,TOT,Total After Trade,Shawn Marion,"May 7, 1978",30.0,NBA,SF,69.0,68.0,2470.0,382.0,788.0,0.48,10.0,53.0,0.19,372.0,735.0,0.51,0.49,117.0,147.0,0.8,180.0,409.0,589.0,139.0,88.0,66.0,105.0,132.0,891.0
2009,16,1838,MIA,Miami Heat,Shawn Marion,"May 7, 1978",30.0,NBA,SF,42.0,41.0,1516.0,215.0,446.0,0.48,8.0,40.0,0.2,207.0,406.0,0.51,0.49,67.0,85.0,0.79,107.0,258.0,365.0,77.0,57.0,45.0,56.0,92.0,505.0
2009,28,1838,TOR,Toronto Raptors,Shawn Marion,"May 7, 1978",30.0,NBA,SF,27.0,27.0,954.0,167.0,342.0,0.49,2.0,13.0,0.15,165.0,329.0,0.5,0.49,50.0,62.0,0.81,73.0,151.0,224.0,62.0,31.0,21.0,49.0,40.0,386.0
