Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2006,22,105,ORL,Orlando Magic,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",US,1,UCLA
2006,22,111,ORL,Orlando Magic,30,Carlos Arroyo,SG,6-2,202,"July 30, 1979",PR,4,Florida International University
2006,22,118,ORL,Orlando Magic,2,Stacey Augmon,SF,6-8,205,"August 1, 1968",US,14,UNLV
2006,22,188,ORL,Orlando Magic,4,Tony Battie,C,6-11,230,"February 11, 1976",US,8,Texas Tech
2006,22,501,ORL,Orlando Magic,13,Kelvin Cato,C,6-11,255,"August 26, 1974",US,8,"University of South Alabama, Iowa State"
2006,22,745,ORL,Orlando Magic,34,Travis Diener,PG,6-1,175,"March 1, 1982",US,R,Marquette
2006,22,759,ORL,Orlando Magic,5,Keyon Dooling,PG,6-3,196,"May 8, 1980",US,5,Missouri
2006,22,955,ORL,Orlando Magic,3,Steve Francis,PG,6-3,195,"February 21, 1977",US,6,Maryland
2006,22,1006,ORL,Orlando Magic,8,Pat Garrity,PF,6-9,238,"August 23, 1976",US,7,Notre Dame
2006,22,1289,ORL,Orlando Magic,33,Grant Hill,SF,6-8,225,"October 5, 1972",US,10,Duke
2006,22,1338,ORL,Orlando Magic,12,Dwight Howard,PF,6-10,265,"December 8, 1985",US,1,
2006,22,1583,ORL,Orlando Magic,41,Mario Kasun,C,7-1,260,"April 5, 1980",HR,1,
2006,22,1986,ORL,Orlando Magic,31,Darko Milicic,C,7-0,250,"June 20, 1985",RS,2,
2006,22,2056,ORL,Orlando Magic,40,Terence Morris,SF,6-9,221,"January 11, 1979",US,2,Maryland
2006,22,2124,ORL,Orlando Magic,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",US,1,Saint Joseph's
2006,22,2219,ORL,Orlando Magic,45,Bo Outlaw,PF,6-8,210,"April 13, 1971",US,12,"South Plains College, Houston"
2006,22,2750,ORL,Orlando Magic,9,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",US,5,
2006,22,2921,ORL,Orlando Magic,15,Hedo Turkoglu,SF,6-10,220,"March 19, 1979",TR,5,
