Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2006,4,68,CHA,Charlotte Bobcats,15,Alan Anderson,SF,6-6,220,"October 16, 1982",US,R,Michigan State
2006,4,194,CHA,Charlotte Bobcats,35,Lonny Baxter,PF,6-8,260,"January 27, 1979",US,3,Maryland
2006,4,275,CHA,Charlotte Bobcats,10,Keith Bogans,SG,6-5,215,"May 12, 1980",US,2,Kentucky
2006,4,347,CHA,Charlotte Bobcats,7,Primoz Brezec,C,7-2,252,"October 2, 1979",SI,4,
2006,4,426,CHA,Charlotte Bobcats,12,Kevin Burleson,PG,6-3,205,"September 4, 1979",US,R,Minnesota
2006,4,483,CHA,Charlotte Bobcats,13,Matt Carroll,SG,6-6,212,"August 28, 1980",US,2,Notre Dame
2006,4,857,CHA,Charlotte Bobcats,2,Melvin Ely,PF,6-10,260,"May 2, 1978",US,3,Fresno State
2006,4,903,CHA,Charlotte Bobcats,20,Raymond Felton,PG,6-1,205,"June 26, 1984",US,R,UNC
2006,4,1549,CHA,Charlotte Bobcats,33,Jumaine Jones,PF,6-8,218,"February 10, 1979",US,6,Georgia
2006,4,1637,CHA,Charlotte Bobcats,22,Brevin Knight,PG,5-10,173,"November 8, 1975",US,8,Stanford
2006,4,1881,CHA,Charlotte Bobcats,42,Sean May,PF,6-9,266,"April 4, 1984",US,R,UNC
2006,4,2189,CHA,Charlotte Bobcats,50,Emeka Okafor,PF,6-10,252,"September 28, 1982",US,1,UConn
2006,4,2467,CHA,Charlotte Bobcats,21,Bernard Robinson,SF,6-6,210,"December 26, 1980",US,1,Michigan
2006,4,2531,CHA,Charlotte Bobcats,4,Kareem Rush,SG,6-6,215,"October 30, 1980",US,3,Missouri
2006,4,2979,CHA,Charlotte Bobcats,43,Jake Voskuhl,C,6-11,245,"November 1, 1977",US,5,UConn
2006,4,3009,CHA,Charlotte Bobcats,3,Gerald Wallace,SF,6-7,215,"July 23, 1982",US,4,Alabama
