Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2006,6,CLE,Cleveland Cavaliers,15,Martynas Andriuskevicius,C,7-2,240,1986-03-12,LT,R,
2006,6,CLE,Cleveland Cavaliers,90,Drew Gooden,PF,6-10,250,1981-09-24,US,3,Kansas
2006,6,CLE,Cleveland Cavaliers,1,Stephen Graham,SG,6-6,215,1982-06-11,US,R,"Central Florida, Oklahoma State"
2006,6,CLE,Cleveland Cavaliers,31,Zendon Hamilton,C,6-11,250,1975-04-27,US,5,St. John's
2006,6,CLE,Cleveland Cavaliers,44,Alan Henderson,C,6-9,235,1972-12-02,US,10,Indiana
2006,6,CLE,Cleveland Cavaliers,32,Larry Hughes,SG,6-5,184,1979-01-23,US,7,Saint Louis
2006,6,CLE,Cleveland Cavaliers,11,Zydrunas Ilgauskas,C,7-3,238,1975-06-05,LT,7,
2006,6,CLE,Cleveland Cavaliers,33,Luke Jackson,SF,6-7,215,1981-11-06,US,1,Oregon
2006,6,CLE,Cleveland Cavaliers,23,LeBron James,SF,6-9,250,1984-12-30,US,2,
2006,6,CLE,Cleveland Cavaliers,19,Damon Jones,PG,6-3,185,1976-08-25,US,7,Houston
2006,6,CLE,Cleveland Cavaliers,24,Donyell Marshall,PF,6-9,218,1973-05-18,US,11,UConn
2006,6,CLE,Cleveland Cavaliers,2,Ronald Murray,SG,6-4,190,1979-07-29,US,3,"Meridian Community College, Shaw"
2006,6,CLE,Cleveland Cavaliers,14,Ira Newble,SG,6-7,220,1975-01-20,US,5,Miami University
2006,6,CLE,Cleveland Cavaliers,3,Sasha Pavlovic,SG,6-8,220,1983-11-15,ME,2,
2006,6,CLE,Cleveland Cavaliers,20,Eric Snow,PG,6-3,190,1973-04-24,US,10,Michigan State
2006,6,CLE,Cleveland Cavaliers,17,Anderson Varejao,C,6-10,273,1982-09-28,BR,1,
2006,6,CLE,Cleveland Cavaliers,29,Mike Wilks,PG,5-10,185,1979-05-07,US,3,Rice University
