Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1987,11,898,HOU,Houston Rockets,Dave Feitl,"June 8, 1962",24.0,NBA,C,6.0,8.0,12.0,1.14,,,0.0,13.6,7.1,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.23,2.5,0.9,3.4,0.0
1992,3,898,NJN,New Jersey Nets,Dave Feitl,"June 8, 1962",29.0,NBA,C,1.0,3.0,2.9,0.5,0.0,0.0,0.0,39.0,17.8,0.0,0.0,0.0,33.3,40.8,0.0,0.0,0.0,-0.41,-11.2,-4.8,-16.0,0.0
