Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1985,23.0,DAL,NBA,PF,82.0,42.0,2317.0,347.0,736.0,0.471,9.0,36.0,0.25,338.0,700.0,0.483,0.478,200.0,244.0,0.82,189.0,416.0,605.0,135.0,63.0,63.0,102.0,236.0,903.0,,0.0
1986,24.0,DAL,NBA,PF,80.0,79.0,2626.0,458.0,910.0,0.503,11.0,33.0,0.333,447.0,877.0,0.51,0.509,307.0,377.0,0.814,195.0,490.0,685.0,153.0,75.0,94.0,145.0,212.0,1234.0,,0.0
1987,25.0,DAL,NBA,PF,80.0,80.0,2687.0,461.0,957.0,0.482,19.0,54.0,0.352,442.0,903.0,0.489,0.492,245.0,296.0,0.828,197.0,419.0,616.0,146.0,109.0,77.0,132.0,269.0,1186.0,,0.0
1988,26.0,DAL,NBA,PF,75.0,75.0,2499.0,394.0,876.0,0.45,5.0,30.0,0.167,389.0,846.0,0.46,0.453,273.0,332.0,0.822,201.0,400.0,601.0,118.0,74.0,54.0,119.0,227.0,1066.0,,0.0
1989,27.0,DAL,NBA,PF,78.0,77.0,2860.0,445.0,959.0,0.464,7.0,38.0,0.184,438.0,921.0,0.476,0.468,274.0,329.0,0.833,235.0,453.0,688.0,127.0,76.0,92.0,141.0,224.0,1171.0,,0.0
1990,28.0,DAL,NBA,SF,76.0,70.0,2668.0,435.0,883.0,0.493,6.0,28.0,0.214,429.0,855.0,0.502,0.496,330.0,424.0,0.778,209.0,363.0,572.0,175.0,88.0,64.0,148.0,225.0,1206.0,,0.0
1991,29.0,LAL,NBA,PF,73.0,66.0,2504.0,368.0,744.0,0.495,18.0,64.0,0.281,350.0,680.0,0.515,0.507,229.0,279.0,0.821,167.0,371.0,538.0,108.0,64.0,78.0,103.0,247.0,983.0,,0.0
1992,30.0,LAL,NBA,PF,63.0,63.0,2332.0,361.0,803.0,0.45,15.0,69.0,0.217,346.0,734.0,0.471,0.459,304.0,372.0,0.817,192.0,364.0,556.0,141.0,64.0,62.0,83.0,192.0,1041.0,,0.0
1993,31.0,TOT,NBA,PF,79.0,62.0,2351.0,381.0,799.0,0.477,24.0,71.0,0.338,357.0,728.0,0.49,0.492,250.0,305.0,0.82,163.0,361.0,524.0,156.0,60.0,82.0,108.0,225.0,1036.0,,1.0
1993,31.0,LAL,NBA,PF,49.0,49.0,1589.0,242.0,527.0,0.459,5.0,29.0,0.172,237.0,498.0,0.476,0.464,184.0,222.0,0.829,111.0,268.0,379.0,128.0,40.0,51.0,76.0,139.0,673.0,,1.0
1993,31.0,SEA,NBA,PF,30.0,13.0,762.0,139.0,272.0,0.511,19.0,42.0,0.452,120.0,230.0,0.522,0.546,66.0,83.0,0.795,52.0,93.0,145.0,28.0,20.0,31.0,32.0,86.0,363.0,,0.0
1994,32.0,SEA,NBA,PF,81.0,41.0,2170.0,341.0,779.0,0.438,99.0,270.0,0.367,242.0,509.0,0.475,0.501,218.0,272.0,0.801,120.0,246.0,366.0,111.0,67.0,31.0,103.0,197.0,999.0,,0.0
1995,33.0,SEA,NBA,C,82.0,37.0,2356.0,346.0,742.0,0.466,136.0,343.0,0.397,210.0,399.0,0.526,0.558,215.0,269.0,0.799,96.0,302.0,398.0,135.0,72.0,45.0,77.0,186.0,1043.0,,0.0
1996,34.0,SEA,NBA,PF,82.0,20.0,2169.0,325.0,797.0,0.408,129.0,363.0,0.355,196.0,434.0,0.452,0.489,191.0,241.0,0.793,101.0,266.0,367.0,120.0,83.0,48.0,82.0,174.0,970.0,,0.0
1997,35.0,SEA,NBA,C,81.0,4.0,1976.0,290.0,661.0,0.439,122.0,309.0,0.395,168.0,352.0,0.477,0.531,187.0,229.0,0.817,74.0,226.0,300.0,103.0,69.0,49.0,77.0,134.0,889.0,,0.0
1998,36.0,SEA,NBA,PF,81.0,0.0,1675.0,196.0,471.0,0.416,87.0,222.0,0.392,109.0,249.0,0.438,0.508,101.0,128.0,0.789,53.0,202.0,255.0,113.0,62.0,29.0,62.0,158.0,580.0,,0.0
1999,37.0,IND,NBA,PF,48.0,0.0,789.0,80.0,200.0,0.4,35.0,90.0,0.389,45.0,110.0,0.409,0.488,43.0,60.0,0.717,36.0,102.0,138.0,25.0,15.0,14.0,22.0,74.0,238.0,,0.0
2001,39.0,IND,NBA,PF,64.0,41.0,999.0,86.0,226.0,0.381,38.0,110.0,0.345,48.0,116.0,0.414,0.465,32.0,38.0,0.842,32.0,136.0,168.0,41.0,33.0,18.0,19.0,61.0,242.0,,0.0
