Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,26.0,KCK,NBA,C,15.0,,21.2,1.0,2.1,0.469,0.0,0.0,,1.0,2.1,0.469,0.469,1.0,2.3,0.429,1.2,3.1,4.3,0.7,0.3,0.2,1.2,3.1,3.0
