Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
,,1942,,,Aaron McKie,,,,,,,,,,,,,,,,,,,,,,,
,,760,,,Aleksandar Djordjevic,,,,,,,,,,,,,,,,,,,,,,,
1997.0,25.0,2537,POR,Portland Trail Blazers,Arvydas Sabonis,32.0,4.0,108.0,13.8,0.49,0.19,0.19,8.9,21.9,15.2,16.2,1.5,2.3,16.5,24.1,0.0,0.1,0.1,0.03,0.1,1.0,1.1,0.1
1997.0,25.0,792,POR,Portland Trail Blazers,Chris Dudley,31.0,4.0,69.0,14.7,0.44,0.0,0.55,17.5,34.3,25.5,7.1,1.6,6.1,0.0,9.4,0.1,0.1,0.2,0.16,-1.2,2.9,1.7,0.1
1997.0,25.0,2470,POR,Portland Trail Blazers,Clifford Robinson,30.0,4.0,161.0,9.8,0.44,0.34,0.34,9.0,12.3,10.6,12.9,0.7,2.1,15.6,19.0,-0.1,0.0,0.0,-0.01,-0.1,-1.2,-1.3,0.0
1997.0,25.0,3205,POR,Portland Trail Blazers,Dontonio Wingfield,22.0,3.0,16.0,21.2,1.06,0.0,2.0,0.0,16.4,7.9,11.2,3.5,0.0,34.7,17.2,0.1,0.0,0.1,0.23,0.6,4.9,5.5,0.0
,,3079,,,Ennis Whatley,,,,,,,,,,,,,,,,,,,,,,,
1997.0,25.0,2906,POR,Portland Trail Blazers,Gary Trent,22.0,4.0,61.0,11.2,0.47,0.03,0.38,9.9,15.1,12.4,14.0,0.0,1.4,15.1,31.2,-0.1,0.0,-0.1,-0.06,-2.3,-1.8,-4.1,0.0
1997.0,25.0,2448,POR,Portland Trail Blazers,Isaiah Rider,25.0,4.0,161.0,9.1,0.52,0.37,0.4,0.8,5.7,3.1,18.1,1.0,0.0,19.2,18.5,0.0,0.0,0.0,-0.0,0.1,-1.2,-1.1,0.0
1997.0,25.0,2176,POR,Portland Trail Blazers,Jermaine O'Neal,18.0,2.0,4.0,-16.6,0.0,0.5,1.0,0.0,32.9,15.7,0.0,0.0,21.0,0.0,34.4,-0.1,0.0,-0.1,-0.76,-21.6,-6.8,-28.4,0.0
1997.0,25.0,77,POR,Portland Trail Blazers,Kenny Anderson,26.0,4.0,169.0,17.1,0.62,0.41,0.44,1.4,11.7,6.3,20.4,2.3,0.5,16.7,18.6,0.3,0.1,0.4,0.12,2.5,0.8,3.3,0.2
,,388,,,Marcus Brown,,,,,,,,,,,,,,,,,,,,,,,
1997.0,25.0,440,POR,Portland Trail Blazers,Mitchell Butler,26.0,2.0,4.0,16.9,0.5,0.0,0.0,0.0,32.9,15.7,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.04,1.5,-2.0,-0.6,0.0
,,528,,,Randolph Childress,,,,,,,,,,,,,,,,,,,,,,,
1997.0,25.0,3011,POR,Portland Trail Blazers,Rasheed Wallace,22.0,4.0,148.0,19.6,0.61,0.09,0.36,6.5,14.2,10.2,8.8,0.8,1.1,8.5,22.9,0.4,0.0,0.4,0.14,3.8,-0.1,3.8,0.2
,,1568,,,Reggie Jordan,,,,,,,,,,,,,,,,,,,,,,,
,,2125,,,Ruben Nembhard,,,,,,,,,,,,,,,,,,,,,,,
1997.0,25.0,2486,POR,Portland Trail Blazers,Rumeal Robinson,30.0,4.0,24.0,6.5,0.39,0.33,0.17,0.0,5.5,2.6,34.8,2.3,0.0,13.4,14.8,0.0,0.0,0.0,0.01,-5.2,1.1,-4.1,0.0
1997.0,25.0,118,POR,Portland Trail Blazers,Stacey Augmon,28.0,4.0,35.0,5.3,0.45,0.0,0.67,3.5,0.0,1.8,13.7,1.6,0.0,11.4,12.0,0.0,0.0,0.0,0.02,-3.8,0.0,-3.8,0.0
