Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1998,21,148,SEA,Seattle Supersonics,26.0,NBA,C,10.0,10.0,371.0,10.8,20.3,0.53,0.0,0.0,,10.8,20.3,0.53,2.4,5.8,0.42,6.2,8.0,14.2,2.7,2.7,2.3,3.3,5.8,23.9,,106.0,110.0
2002,21,148,SEA,Seattle Supersonics,30.0,NBA,C,5.0,4.0,144.0,11.4,22.8,0.5,0.4,0.4,1.0,11.0,22.4,0.49,2.8,3.5,0.78,4.3,5.5,9.8,1.6,1.2,2.4,1.6,9.0,26.0,,111.0,113.0
2004,20,148,NYK,New York Knicks,32.0,NBA,PF,4.0,0.0,57.0,7.3,12.7,0.57,0.0,0.0,,7.3,12.7,0.57,5.4,8.2,0.67,5.4,5.4,10.9,0.9,2.7,1.8,1.8,7.3,19.9,,120.0,102.0
